qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_You_ve_been_knocked_unc|Quedáis inconsciente y creyendo que estáis muerto, los conspiradores arrojan vuestro cuerpo al mar...
qstr_Lacerys_Waters_lies_|Lacerys Mares yace muerto a vuestros pies.
qstr_Ser_Gilbert_Farring_|Ser Gilbert Farring os ha encargado eliminar al supuesto nacido de la semilla del dragón, Lacerys Mares.
qstr_Return_to_Ser_Gilber|Volved con Ser Gilbert Farring para reclamar vuestra recompensa.
qstr_Ser_Jeffory_Darke_lie|Ser Jeffory Darke yace muerto a vuestros pies. Encontrad a Ser Rike y hablad con él, debería estar en algún lugar del castillo.
qstr_Lacerys_Waters_lies_d|Lacerys Mares yace muerto a vuestros pies. Encontrad a Burlow y hablad con él, debería estar en algún lugar del pueblo.
qstr_Ser_Gilbert_Farring_h|Ser Gilbert Farring os ha encargado ejecutar al supuesto nacido de la semilla del dragón, Lacerys Mares.
qstr_A_expensive_and_armo|Se os entrega un poderoso y blindado caballo como regalo por vuestra victoria.
qstr_A_merchant_gift_you_|Un mercader os entrega unas extrañas flechas, os cuenta que proceden de las lejanas tierras de Asshai.
qstr_They_giving_you_a_be|Os entregan una hermosa armadura adornada con la piel de un lobo. Una armadura apropiada para un señor de la guerra.
qstr_They_gift_you_with_a|Os obsequian con una espada propia de un príncipe.
qstr_They_will_appreciate|Todos aprecian vuestra gesta en el torneo, pero se disculpan por no tener un buen regalo con el que obsequiaros.
qstr_The_ruler_of_{s3}_ap|El señor de {s3} aplaude vuestra victoria, y os obsequia con una enorme hacha a dos manos.
qstr_A_jubilant_merchant_|Un emocionado mercader de {s3} os obsequia con un bello espadón.
qstr_A_lady_of_{s3}_appla|Una dama de {s3} aplaude vuestra victoria, y os regala un excelente arco.
qstr_One_of_the_nobles_of|Un noble de {s3} os obsequia con un buen arco.
qstr_The_ruler_of_{s3}_gi|El señor de {s3} os regala un excelente arco, fabricado con hueso de dragón.
qstr_The_ruler_of_{s3}_gif|El señor de {s3} honra vuestra victoria obsequiándoos con un arco.
qstr_The_nobles_and_merch|Los nobles y mercaderes de {s3} honran vuestra victoria entregándoos una buena espada.
qstr_A_young_maiden_gift_|Una joven doncella os obsequia con una espada de buena manufactura.
qstr_A_young_noble_gift_y|Un joven noble os obsequia con una espada de buena manufactura.
qstr_A_young_knight_gift_|Un joven caballero ungido os obsequia con una espada de buena manufactura.
qstr_The_ruler_of_{s3}_gift|El señor de {s3} os obsequia con un poderoso corcel.
qstr_The_ruler_of_{s3}_gift_|El señor de {s3} os regala uno de sus mejores caballos.
qstr_The_local_septon_gif|El septón local os obsequia con una excelente daga valyria.
qstr_A_jubilant_young_man|Un emocionado joven os regala su robusta hacha.
qstr_A_jubilant_young_mai|Una doncella emocionada os regala un caballo de excelente aspecto.
qstr_The_ruler_of_{s3}_gift_y|El señor de {s3} os obsequia con un bello caballo dorniense.
qstr_The_nobles_and_mercha|Los nobles y comerciantes de {s3} aplauden vuestra memorable victoria, pero se disculpan por no disponer de un regalo apropiado para vos.
qstr_Illyrio_Mopatis_has_a|Illyrio Mopatis os ha pedido averiguar el destino de su amigo. Buscad entre los baños en ruinas, al norte de Myr.
qstr_Return_to_Illyrio_Mopa|Volved con Illyrio Mopatis y pedidle vuestra recompensa.
qstr_You_ve_been_knocked_unco|Habéis quedado inconsciente y, creyendo que estáis muerto, los proscritos lanzan vuestro cuerpo a una zanja y siguen su camino...
qstr_The_leader_of_the_ou|El jefe de los proscritos yace muerto a vuestros pies. Buscad a Haldon entre las ruinas.
qstr_An_ancient_helmet_fr|Un yelmo antiguo, de la época de los ándalos.
qstr_The_cultists_have_kn|Los cultistas os han dejado inconsciente. Dejan vuestro cuerpo entre el bosque.
qstr_You_have_slain_the_l|Habéis dado muerte al jefe de los forajidos. En un rincón oscuro, distinguís un yelmo antiguo, cubierto de polvo y telarañas.
qstr_Magister_Illyrio_has|El Magíster Illyrio os ha pedido que entreguéis un mensaje a su amigo Rugen. Probablemente se encuentre en alguna taberna de Desembarco del Rey.
qstr_Return_to_Magister_I|Regresad con el Magíster Illyrio.
qstr_Bring_Illyrios_chest|Llevad el cofre de Illyrio a Ser Rolly Duckfield en Norvos.
qstr_Bring_the_chest_to_W|Llevad el cofre a Watkyn en la taberna de Selhorys.
qstr_Deliver_a_message_to|Entregad un mensaje a Ser Harry Strickland, que actualmente se encuentra en Volon Therys.
qstr_Return_to_Magister_Il|Volved con el Magíster Illyrio y pedidle vuestra recompensa.
qstr_Illyrios_servants_ca|Los sirvientes de Illyrio cargan un pequeño cofre, que os entregan.
qstr_Deliver_a_message_to_|Entregad un mensaje a Ser Harry Strickland, que actualmente vive en el campamento próximo a Volon Therys.
qstr_The_men_are_soon_che|¡Los hombres ya aclaman vuestro nombre!
qstr_You_can_hardly_walk_|¡Duramente podéis subir las escaleras!
qstr_For_days_a_smell_lik|Durante varios días, no os quitáis de encima un olor a cerdo asado.
qstr_Your_men_grumble._No|Vuestros hombres se quejan. Nadie debería maldecir a los dioses.
qstr_Your_men_grumble._Pe|Vuestros hombres se quejan. Tal vez se os haya acabado la suerte.
qstr_All_the_man_did_was_|¡Todo lo que el hombre hizo fue rezar!
qstr_The_woman_was_clearl|¡La mujer estaba loca de atar!
qstr_He_managed_to_save_y|Se las ha arreglado para salvaros la mano, pero os sentís muy débil.
qstr_The_woman_was_clearly|¡La mujer era una simple principiante!
qstr_The_maester_cleared_|El maestre os despeja la cabeza, pero os sentís débil.
qstr_Your_men_grumble._Wh|Vuestros hombres protestan. ¿Qué pasa si el frío se propaga?
qstr_Your_men_think_you_s|Vuestros hombres os consideran sensato.
qstr_The_wound_festers!|¡La herida está supurando!
qstr_Your_back_is_sore_an|¡Vuestra espalda sangra!
qstr_Your_hand_has_starte|Os empieza a picar la mano.
qstr_You_ve_caught_the_po|¡Habéis enfermado de viruela!
qstr_Your_men_approve._No|Vuestros hombres os respaldan. Nadie debe ofender a los dioses.
qstr_Your_men_grumble._No_|Vuestros hombres protestan. Nadie debería ofender a los dioses.
qstr_You_managed_to_get_a|Os las arregláis para escapar, ¡pero el hombre os corta las manos!
qstr_You_managed_to_get_aw|Os las arregláis para escapar, ¡pero el hombre os corta una pierna!
qstr_You_managed_to_get_awa|Os las arregláis para escapar.
qstr_You_leave_the_women_|Dejáis a las mujeres allí tiradas, con las gargantas abiertas.
qstr_Your_decision_was_a_|Vuestra decisión ha sido sabia.
qstr_No_harm_was_done.|No se ha causado ningún daño.
qstr_The_beggar_is_dead_b|El mendigo está muerto, ¡pero se las arregló para apuñalaros la pierna! ¡Y además no llevaba ninguna moneda encima!
qstr_The_man_was_obviousl|¡El hombre era un desequilibrado con ropajes robados!
qstr_You_feel_very_refres|¡Os sentís repuesto!
qstr_Goodman_Tom_asked_yo|El amo Tom os ha pedido encargaros de los espectros en el Cúmulo de Piedras.
qstr_Return_to_Goodman_To|Volved con el amo Tom y explicadle la situación.
qstr_The_leader_of_the_out|El líder de los forajidos yace muerto a vuestros pies. ¡Su banda ha debido tener capturado a Haldon! Buscadle entre las ruinas.
qstr_Haldon_was_being_hel|Haldon fue tomado cautivo por los proscritos. Volved con Illyrio Mopatis y reclamad vuestra recompensa.
qstr_You_ve_been_knocked_uncon|Quedáis inconsciente y, creyendo que vos y vuestros compañeros estáis muertos, los salvajes arrojan vuestro cuerpo al bosque...
qstr_Go_to_Mole_Town_and_|Id a Villa Topo y derrotad al Magnar de Thenn.
qstr_The_Magnar_of_Thenn_|El Magnar de Thenn yace muerto a vuestros pies.
qstr_Return_to_Maester_Ae|Volved con el maestre Aemon.
qstr_Tell_Cotter_Pyke_at_|Informad a Cotter Pyke, en Guardiaoriente del Mar, sobre lo sucedido en Villa Topo.
qstr_Go_to_the_Shadow_Tow|Id a la Torre Sombría e investigad el paradero de Bowen Marsh y sus hombres.
qstr_Go_to_the_Gorge_and_|Id a la Garganta y ayudad a Bowen Marsh a derrotar a los salvajes.
qstr_The_Weeper_has_been_|El Llorón ha quedado inconsciente.
qstr_Return_to_Ser_Denys_|Regresad con Ser Denys Mallister.
qstr_You_ve_been_knocked_uncons|Habéis quedado inconsciente, pero al oir el ruido, vuestros hombres acuden prestos en vuestra ayuda...
qstr_You_ve_lost_1_streng|Habéis perdido 1 punto de fuerza.
qstr_You_ve_lost_2_streng|Habéis perdido 2 puntos de fuerza.
qstr_You_ve_been_knocked_unconsc|Habéis quedado inconsciente, ¡pero el ruido atrae a los guardias!
qstr_You_ve_been_knocked_unconsci|Habéis quedado inconsciente, ¡pero vuestros hombres prevalecen y acaban dando muerte al Magnar y sus salvajes!
qstr_You_ve_been_knocked_unconscio|Habéis quedado inconsciente, ¡pero la batalla continua y los salvajes acaban derrotados!
qstr_Return_to_the_courty|Regresad al patio y hablad con Jon Nieve.
qstr_Harma_Dogshead_has_b|Harma Cabeza de Perro ha quedado inconsciente y los salvajes comienzan a perder el ánimo.
qstr_Go_the_tunnel_beneat|Acudid al túnel bajo el Muro y uníos a Jon Nieve en la defensa del Castillo Negro.
qstr_The_Magnar_of_Thenn_i|El Magnar de Thenn está muerto.
qstr_Originally_wielded_by_V|Empuñada en primer lugar por Visenya Targaryen, la legendaria^espada de acero valyrio Hermana Oscura pasó más tarde a manos del hijo bastardo^de Aegon el Indigno, Brynden Ríos.
qstr_Talk_to_Jon_Snow.|Hablad con Jon Nieve.
qstr_Go_to_the_Shadow_Towe|Id a la Torre Sombría e investigad el paradero de Bowen Marsh y sus hombres.
qstr_The_rusty_plate_armo|La antigua armadura pesada de Aemond Un-Ojo.
qstr_The_rusty_plate_boot|Las antiguas botas pesadas de Aemond Un-Ojo.
qstr_The_rusty_helmet_wor|El antiguo yelmo de Aemond Un-Ojo.
qstr_You_ve_lost_3_streng|Habéis perdido 3 puntos de fuerza.
qstr_You_ve_gained_1_inte|Habéis ganado 1 punto de inteligencia.
qstr_You_ve_gained_25_one|Habéis ganado 25 puntos de habilidad con armas a una mano.
qstr_You_ve_lost_1_agilit|Habéis perdido 1 punto de agilidad.
qstr_You_ve_lost_1_intell|Habéis perdido 1 punto de inteligencia.
qstr_You_ve_lost_2_intell|Habéis perdido 2 puntos de inteligencia.
qstr_You_ve_lost_2_agilit|Habéis perdido 2 puntos de agilidad.
qstr_You_ve_gained_1_stre|Habéis ganado 1 punto de fuerza.
qstr_You_ve_been_knocked_unconsciou|Habéis quedado inconsciente ¡y los proscritos saquean vuestras pertenencias! Pero vuestros hombres acuden al rescate ¡y eliminan a los bandidos que quedan!
qstr_Return_to_Moredo_Ten|Volved con Moredo Tendyris.
qstr_You_ve_been_knocked_unconscious|Habéis quedado inconsciente, ¡y los cultistas dejan vuestro cuerpo en los bosques!
qstr_Return_to_Phario_For|Volved con Phario Forel.
qstr_Phario_Forel_asked_y|Phario Forel os ha encargado buscar el tesoro de oro en el Viejo Túmulo, cerca de las ruinas de Iksa Calo.
qstr_Go_to_the_Pass_of_Hu|Acudid al Paso de Hugor de la Colina, cerca de Chomokh, y encargaos de todos los proscritos que encontréis.
qstr_Illyrio_hands_you_a_|Illyrio os entrega una carta sellada.
qstr_Travel_to_the_Water_|Viajad a los Jardines del Agua, a las afueras de Lanza del Sol.
qstr_You_hand_the_letter_|Entregáis la carta a Areo Hotah, quien comienza a leerla.
qstr_Talk_to_Prince_Doran|Hablad con el Príncipe Doran Martell, que se encuentra ahora mismo en los Jardines del Agua.
qstr_Talk_to_Prince_Doran_|Hablad con el Príncipe Doran Martell, que debería encontrarse en su corte en Lanza del Sol.
qstr_You_hand_the_letter_t|Entregáis la carta al Príncipe Doran, quien procede a leerla de inmediato.
qstr_Ser_Rodrik_Cassel_has_|Ser Rodrik Cassel os ha encargado llevar ante la justicia del Rey a Ramsay Nieve. Buscadlo en el castillo de su padre, Fuerte Terror.
qstr_a_landless_knight|un caballero sin tierras
qstr_a_man_at_arms|un hombre de armas
qstr_As_a_child_your_family_|Cuando erais niño, vuestra familia os arrastró a una vida pobre dado a los salarios de vuestro padre como guardia de Lord Whent. No era una existencia fácil y erais demasiado pobres para obtener algo de educación. Aprendisteis sobre todo a defenderos con los hijos de otros guardias, con o sin un arma en la mano.
qstr_You_were_the_{reg3?daug|Sois {reg3?hija:hijo} de una familia que vivía en los bosques, haciendo cualquier cosa que necesitaran para vivir. Cazar, cortar madera, fabricar flecha, incluso practicar la caza furtiva cuando las cosas se ponen apretadas. El invierno pasado, a pesar de que solo duró unos pocos años, fue un momento difícil para tu familia y el frío se llevó animales y personas por igual, pero siempre viviste para ver otro amanecer, aunque tus hermanos y hermanas no fueron tan afortunados.
qstr_a_bard|un bardo
qstr_You_were_a_child_of_the_|Cuando eras solo un niño en las tabernas, pasabas tus días escuchando a tu padre cantar sobre Jonquil y Florian el Bufón, tocando hábilmente su laúd.
qstr_As_the_{reg3?daughter:s|Como {reg3?hija:hijo} de un ladrón, habéis tenido poca educación formal. Os pasasteis la niñez en la calle, mendigando hasta que aprendisteis a robar monederos, y robando monederos hasta que aprendisteis a forzar cerraduras. Todos esos años, no obstante, os enseñaron a defenderos en la calle, así como los secretos de las ciudades y de los callejones oscuros.
qstr_A_{reg3?daughter:son}|Como {reg3?hija:hijo} abandonado, fuiste tomado por la fe, un huérfano criado por los septons y las hermanas silenciosas en sus propias tradiciones. Fuiste solo uno de muchos otros, pero ninguno recibió mucha atención más allá de los muchos años de estudio en la biblioteca del septo y delante de las estatuas de los Siete. Te enseñaron muchas cosas, gradualmente, la fe se convirtió en parte de vuestra vida y más tarde, vuestra vida se tornó en torno a la fe.
qstr__You_were_born_years_| Nacisteis años atrás en una pequeña aldea. Vuestro padre era {s2}. {s3}
qstr_As_a_{reg3?girl:boy}_growing_out_of_c|Como {reg3?una niña:un niño} al abandonar la niñez, fuisteis enviados a servir en la corte del nuevo Señor Whent. Allí aprendisteis a ser humilde, mientras servíais a los señores y señoras de la casa. Pero de sus juegos de dados, sus cotilleos, e incluso de sus poesías sobre grandes hazañas y amores de corte, aprendisteis todo acerca del conflicto y la competición del mundo de los adultos. También aprendiste de los juegos violentos de los otros niños, que se atacaban el uno al otro con palos imitando a los soldados y caballeros.
qstr_a_craftsmans_apprent|un aprendiz de artesano
qstr_As_a_{reg3?girl:boy}_growing_out_of_ch|Como {reg3?una niña:un niño} al abandonar la niñez, os hicisteis aprendiz de un artesano local, en Valle Oscuro. Tras varios años de duro trabajo y estudio, aprendisteis mucho de vuestro nuevo maestro. Os ofició como artesano y os empleó como tal por todo el tiempo que quisierais quedaros.
qstr_As_a_{reg3?girl:boy}_growing_out_of_chi|Como {reg3?una niña:un niño} al abandonar la niñez, vivísteis en las calles, haciendo lo que fuese necesario para sobrevivir. Mendigando, robando y haciendo trabajillos ilegales para ganaros el pan, sobrevisteis en este mundo violento, a menudo durmiendo en callejones o en los tejados, siempre un paso por delante de la guardia de la ciudad y los que se deseaban el mal.
qstr_a_bards_apprentice|un aprendiz de bardo
qstr_As_a_{reg3?girl:boy}_growing_out_of_chil|Como {reg3?una niña:un niño} al abandonar la niñez, pasaste tu vida como aprendiz de un viejo bardo. Su tiempo se llenó de música, canciones y alguna reyerta ocasional en la taberna.
qstr_As_a_{s12}_growing_out_of|Como {s12} al abandonar la niñez, fuisteis enviados a servir en la corte del nuevo Señor Whent. Pasaste gran parte de tu vida en la corte del nuevo Lord Whent, introduciéndote a ti mismo en fuertes círculos entre nobleza. Con los años te viste envuelto más en la política y la intriga típicas de la alta cuna {s13}. No podías permitirte el lujo de seguir siendo un extraño para ser el blanco de puñaladas por la espalda y la violencia chismes, incluso si lo buscases.
qstr_As_a_{s12}_growing_out_of_|Como {s12} desde la infancia, fuiste entrenado y educado para realizar los deberes y ejercer los derechos de un noble terrateniente. La gestión de los impuestos y rentas eran igualmente importantes que tu educación en diplomacia e incluso defensa personal. Aprendiste todo lo necesario para convertirte en un señor en tu propio derecho.
qstr_As_a_{s12}_growing_out_of_c|Como {s12} desde la infancia, fuiste entrenado y educado en los deberes de los nobles {s13}. Aprendisteis mucho sobre los artes de la casa, pero incluso más sobre diplomacia y decoro, y todas las cosas que un marido debe elegir decir. Verdaderamente, os convertisteis poco a poco tan astuto como cualquier señor, aunque sea poco humilde admitirlo.
qstr_As_a_{s12}_growing_out_of_ch|Como {s12} desde la infancia, os convertisteis en un novicio en el septo local, desde el nivel más bajo para obtener después el rango de más devoto. Años de aprendizaje y trabajo duro le siguieren. Fuiste un novicio más, haciendo mayormente trabajos domésticos para el septon mientras aprendias tareas sagradas. Cuando estabas a punto de cumplir la mayoría de edad, se te permitió conducir tu primera misa. Tras esto, dejaste de ser un {s12} novicio para dar tus votos a {s13} para servir a los Siete.
qstr_Though_the_distinction_felt_sudden_to_you_somewhe|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?una mujer:un hombre}, y todo el mundo pareció cambiar a vuestro alrededor. Cuando fuiste nombrado escudero de uno de los caballeros de Lord Whent, practicaste muchas horas con armas, aprender a asestar los golpes duros y también a como recibirlos. Has sido instruido en tus obligaciones para con tu señor, y de tus deberes a los que algún día podrían ser sus vasallos. Pero además de aprender el ideal caballeresco, también aprendiste sobre el lado menos edificante - historias de la política del poder despiadados viejos guerreros, de traiciones y usurpaciones, de los hombres que utilizan la astucia y valentía para lograr sus objetivos.
qstr_a_scribe|un amanuense
qstr_Though_the_distinction_felt_sudden_to_you_somewher|Aunque te sentiste distinto repentinamente, en algún lugar en tu camino querías volver a ser un {s13}, y todo el mundo parecía cambiar a tu alrededor. Encontraste trabajo en la corte de Lord Whent, escribiendo cartas para los caballeros y damas, corrigiendo manuscritos y enseñando a los hijos e hijas de la nobleza a leer.
qstr_Though_the_distinction_felt_sudden_to_you_somewhere|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Os lanzasteis al mundo sin nada excepto vuestro laúd colgada de su espalda y su propia voz. Era una existencia pobre, con multitud de noches hambrientas cuando la gente no apreciaba vuestro arte, pero fuisteis capaz de sobrevivir sólo con vuestra música. Al pasar los años, aprendisteis a tocar frente a bandas de borrachos en las tabernas, y ganasteis experiencia para conseguir lo que deseabais gracias a vuestra labia.
qstr_an_acolyte|un acólito
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?una mujer:un hombre}, y todo el mundo pareció cambiar a vuestro alrededor. Os encontrasteis estudiando en la Ciudadela en Antigua, aprendiendo teología, filosofía y medicina. Pero no todas vuestras lecciones se impartieron en las aulas. A veces os aventurabais con vuestros compañeros por los callejones en busca de vino, mujeres y una buena pelea. Sin embargo, no dejasteis de observar cómo se llevaba a cabo el arreglo de una mandíbula rota, o cómo un ciudadano enfadado podía ser persuadido para dejar su garrote y aceptar una compensación en dinero por la destrucción de su tienda.
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_a|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Atendiendo a la llamada del camino, viajasteis de aldea en aldea comprando y vendiendo lo que podíais. No fue una vida adinerada, pero aprendisteis a regatear incluso frente los ancianos más miserables, consiguiendo buenos precios. Intuisteis que pronto estaríais preparado para comenzar vuestro propio negocio...
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_al|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededory todo el mundo pareció cambiar a vuestro alrededor. Comenzasteis a trabajar en una herrería, creando objetos bellos y útiles a partil del simple metal. Al pasar el tiempo os convertisteis en maestro de vuestro oficio, y vuestro buen hacer comenzó a reportaros beneficios. Con la tripa llena y la chimenea ardiendo, contemplasteis con orgullo vuestro trabajo y vuestra creciente reputación.
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_alo|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Hastiado de la ambición de dinero de los hombres, os refugiasteis en los bosques de vuestro señor y decidisteis haceros con su botín de caza, sin atender a las leyes. Cazasteis ciervos, jabalíes y gansos, y vendisteis su preciada carne en el mercado negro. Talasteis árboles ante las narices de los guardias y los convertisteis en leña que calentó muchos hogares helados en invierno. Todo por una miaja de dinero, por supuesto...
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_alon|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor.  Empaquetasteis las pocas propiedades que os pertenecían y partisteis hacia el mundo para difundir el mensaje de la Estrella de Siete Puntas. Pregonasteis su palabra a todo el que quiso escucharos e impresionasteis a muchos con la pasión de tus sermanos. A pesar de que hicisteis voto de pobreza, en tus viajes nunca te faltó comida, bebida o abrigo. La hospitalidad de los campesinos fue siempre generosa con un {s13} de los dioses.
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_along|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, dependiendo de tu rapidez mental para sobrevivir cada día. Descontento con una vida sencilla de trabajar por monedas, tomáis las calles haciendo lo que fuera necesario para sobrevivir. Evitando las leyes de los hombres tomando cualquier camino lejos del hacha del verdugo.
qstr_a_farmer|un granjero
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_along_|Aunque te sentiste distinto repentinamente, en algún lugar en tu camino querías volver a ser un {s13}, y todo el mundo parecía cambiar a tu alrededor. Encontraste trabajo como jornalero, rompiendote la espalda en los campos de un agricultor local. Aunque el trabajo era duro, era un lugar donde eras recompensado con comida y un lugar para dormir, y cada día te ponías más músculoso a medida que arrastrabas paja y rocas.
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_along_t|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor. Os unisteis a una banda de forajidos y creciste haciéndote experto en el arte de la emboscada. Aprendiste cómo manejar, con cierta facilidad, cualquier arma que obtenías de tus víctimas. Cuando los tiempos eran buenos, ibas de juerga y festejabas como un rey. Cuando las cosechas eran escasas, vivías de la tierra o realizado incursiones rápidas en pequeños pueblos. Tú te enorgullecías de tu capacidad de adaptación y la capacidad para la violencia.
qstr_a_horse_trainer|un domador de caballos
qstr_Though_the_distinction_felt_sudden_to_you_somewhere_along_th|Aunque te sentiste distinto repentinamente, en algún lugar en tu camino querías volver a ser un {s13}, y todo el mundo parecía cambiar a tu alrededor. Encontraste trabajo de domador de caballos en la corte de Lord Whent, el cuidado de los grandes caballos de guerra de los señores, caballeros y damas, espantando a los caballos de labor de los agricultores y entrenando a los corceles que había en el enorme establo del castillo..
qstr_Only_you_know_exactly_what_caused_yo|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. Sin embargo, sabéis que no podéis regresar. No hay nada ni nadie a donde regresar. Vuestro hogar ya no existe y debéis aceptar que os enfrentáis al mundo solo, para ahogaros o salir a flote...
qstr_Only_you_know_exactly_what_caused_you|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. A pesar de ello, el intenso fervor moral de vuestra alma no os permitiría encontrar la paz en ningún lugar. Siempre había otras almas que limpiar con la bendición de Dios. Así que pregonáis su palabra allá donde vais, buscando llevar la salvación y revelación a las masas, ya sean fieles o paganos. Todos deben conocer la gloria de los Siete si está en tu mano...
qstr_As_war_begins_to_tear|Cuando una guerra empieza la tierra se rasga y mucho marchan con el deseo de unirse a ella.  Como un {s13} de honor os sentís en la obligación de armaros para defender la región a la que llamáis hogar.
qstr_a_a_bard|un bardo
qstr_a_blacksmith|un herrero
qstr_{s1}^^_You_started_to_|{s10}^^ Comenzasteis a aprender sobre el mundo casi al mismo tiempo que aprendisteis a caminar y hablar.
qstr_{s1}^^_Then_as_a_youn|{s11}^^ La vida cambió para vos al llegar a adolescente, como siempre sucede.
qstr_{s1}.|{s1}.
qstr_{s1}{s3}|{s1}{s3}
qstr_^{s1}^^_As_a_{s3}_{s2|{s1}^^ Como {s3} {s2}. Habéis {s4}
qstr_The_woman_was_clearly_|¡La mujer estaba claramente enojada! ¡Todo lo que hizo fue escupirle!
qstr_The_woman_was_clearly_a|¡La mujer era claramente un aficionado! ¡Todo lo que hizo fue hacerte tragar barro!
qstr_You_have_severe_diar|Tienes diarrea severa.
qstr_{s1}^^_You_started_to_l|{s1}^^ comenzastéis a aprender sobre el mundo casi tan pronto como se puede caminar y hablar, pasaste vuestra juventud como {s2}. {s3}
qstr_{s1}^^_But_soon_everyt|{s12}^^Pero vuestra vida cambió y decidisteis dejarlo todo para aventuraros en el mundo. {s3}
qstr_He_served_Old_Lord_W|Sirvió al viejo Lord Whent, como espada juramentada, nunca se aprovechó de él o de su familia en su vida.
qstr_Your_father_and_your|Su padre y su familia viajaron de un lugar a otro, vendiendo lana, tela y estaño.
qstr_He_served_Old_Lord_Wh|Sirvió al viejo Lord Whent como un soldado de la guardia, una vida aburrida y predecible.
qstr_Your_family_lived_in|Tu familia vivía en el bosque, haciendo extraños trabajos para el señor del lugar, e incluso participando en la caza furtiva de vez en cuando.
qstr_He_spent_his_nights_|Él pasó sus noches en las tabernas, cantnado sobre de Jonquil y Florian, tocando hábilmente su laúd.
qstr_Living_a_hard_life_y|Viviste una vida dura, tu padre pasó la mayor parte de su tiempo eludiendo a los hombres del señor del lugar, nunca mejoró mucho la vida de su familia.
qstr_The_son_of_a_landles|El hijo de un caballero errante, su padre sirvió un señor menor, pasando sus noches emborrachándose y marchándose de putas.
qstr__You_were_born_years_a| Nacisteis años atrás. Vuestro padre era {s2}. {s3}
qstr_As_a_{s12}_growing_out_of_chi|Cuando {s12} dejaste atrás vuestra niñez, os unisteis a un grupo de artistas ambulantes, yendo de pueblo en pueblo montando el espectáculo de marionetas. Fue una vida dura, vendiendo, mendigando y robando a los pueblerinos que se congregaban para ver el espectáculo. Con el tiempo os convertisteis en un artista muy capaz de congregar multitudes.
qstr_As_a_{s12}_growing_out_of_chil|Como {s12} al abandonar la niñez, fuisteis enviados a servir en la corte del nuevo Señor Whent. Pasaste gran parte de tu vida en la corte del nuevo Lord Whent, introduciéndote a ti mismo en fuertes círculos entre nobleza. Con los años te viste envuelto más en la política y la intriga típicas de la alta cuna {s13}. No podías permitirte el lujo de seguir siendo un extraño para ser el blanco de puñaladas por la espalda y la violencia chismes, incluso si lo buscases.
qstr_You_signed_on_with_a|Decidiste emprender una vida como mercenario y viajando lejos de tu hogar. La vida que os encontrais es tosca, marchando al son de extraños tambores y aprendiendo de días inusuales formas de lucha. Hubo hombres que te enseñaron el arte de las armas, con ansias fuisteis adquiriendo experiencia en batallas y mejorando vuestras habilidades. Fuisteis uno de los afortunados que sobrevivió a cada campaña en la que os embarcasteis.
qstr_You_joined_the_tight|Te uniste al círculo muy unido de las mujeres en la corte, señoras que hacían las cosas propias de los gustos de las damas, las esposas y amantes de los hombres nobles, así como doncellas que aún tenían que encontrar un marido. Sin embargo, incluso en este caso descubriste la política en el que las damas se enfrentaban entre si por captar la atención de cualquier hombre soltero estaba de moda en la corte. Pronto aprendiste la manera de convertir estas situaciones y tejemanejes a tu favor. Con ello llegaste a la conclusión de que tu mismo podrías ejercer gran influencia en el mundo, aunque sólo fuese aplicando un poco de sutileza.
qstr_You_set_out_on_your_|Te estableces por tu cuenta con nada más que el laúd colgado sobre su espalda y su propia voz. Era una pobre existencia, con muchas noches con hambre cuando las personas no apreciaron su música, pero se las arregló para sobrevivir en su música por sí solo. Como pasaron los años se convirtió en experto en tocar ante las multitudes de borrachos en sus tabernas, e incluso mejor en hablar a nadie de lo que quisieras.
