str_no_string|¡NO STRING!
str_we_may_be_able_to_bring_this_war_to_a_close_with_a_few_more_blows|Podemos terminar con esta guerra si asestamos unos cuantos golpes más.
str_i_wish_to_attend_the_feast_there|Deseo acudir al banquete allí.
str_there_is_a_feast_which_i_wish_to_attend|Hay un banquete al que deseo acudir.
str_there_is_a_fair_lady_there_whom_i_wish_to_court|Hay una bella dama allí a quien deseo cortejar.
str_i_have_the_inclination_to_pay_court_to_a_fair_lady|Tengo intención de cortejar a una bella dama.
str_we_have_heard_reports_that_the_enemy_is_in_the_area|Tenemos informes de que el enemigo está en el área.
str_i_have_heard_reports_of_enemy_incursions_into_our_territory|Tenemos informes de incursiones enemigas en nuestro territorio.
str_i_need_to_spend_some_time_with_my_household|Debo pasar algo de tiempo en mi residencia.
str_it_has_been_a_long_time_since_i_have_been_able_to_spend_time_with_my_household|Hace mucho tiempo que no paso una temporada en mi residencia.
str_i_am_watching_the_borders|Estoy vigilando las fronteras.
str_i_may_be_needed_to_watch_the_borders|Puede que me necesiten para vigilar las fronteras.
str_i_will_guard_the_areas_near_my_home|Protegeré las áreas cercanas a mi hogar...
str_i_am_perhaps_needed_most_at_home|Tal vez me necesiten más en mi hogar.
str_i_cant_think_of_anything_better_to_do|No se me ocurre nada mejor que hacer...
str_i_am_completing_what_i_have_already_begun|Estoy terminando lo que había comenzado.
str_i_dont_even_have_a_home_to_which_to_return|Ni siquiera tengo un hogar al que regresar.
str__i_am_acting_independently_because_no_marshal_is_appointed| Actúo de forma independiente, porque no se ha nombrado a nadie Mano del Rey.
str__i_am_acting_independently_because_our_marshal_is_currently_indisposed| Actúo de forma independiente, porque nuestra Mano se encuentra indispuesta actualmente.
str__i_am_acting_independently_because_our_realm_is_currently_not_on_campaign| Actúo de forma independiente, porque nuestro reino no está ahora mismo en campaña.
str__i_am_not_accompanying_the_marshal_because_i_fear_that_he_may_lead_us_into_disaster| No acompaño a la Mano con mis tropas, porque temo que pueda conducirnos al desastre.
str_i_am_not_accompanying_the_marshal_because_i_question_his_judgment| No acompaño a la Mano porque dudo de su criterio.
str_i_am_not_accompanying_the_marshal_because_i_can_do_greater_deeds| No acompaño a la Mano porque puedo llevar a cabo mejores hazañas por mi cuenta.
str__s16_has_kept_us_on_campaign_on_far_too_long_and_there_are_other_pressing_matters_to_which_i_must_attend| {s16} nos ha tenido en campaña demasiado tiempo, y hay otros asuntos urgentes a los que debo prestar atención.
str__i_am_not_participating_in_the_marshals_campaign_because_i_do_not_know_where_to_find_our_main_army| No participo en la campaña de la Mano porque no sé dónde encontrar a sus tropas.
str__i_am_acting_independently_although_some_enemies_have_been_spotted_within_our_borders_they_havent_come_in_force_and_the_local_troops_should_be_able_to_dispatch_them| Actúo de forma independiente. Aunque hemos detectado algunos enemigos en nuestras fronteras, no han venido con refuerzos y las tropas locales deberían ser capaces de despacharles.
str__the_needs_of_the_realm_must_come_first| Las necesidades del reino deben tener prioridad.
str_we_are_likely_to_be_overwhelmed_by_the_s9_let_each_defend_their_own|Es posible que nos veamos arrollados por los {s9}. Que cada uno defienda a los suyos.
str_we_should_see_this_siege_through|Deberíamos aguantar este asedio.
str_we_should_prepare_to_defend_s21_but_we_should_gather_our_forces_until_we_are_strong_enough_to_engage_them|Deberíamos prepararnos a defender {s21}, pero debemos unir nuestras fuerzas hasta que seamos lo suficientemente fuerte como para comprometerlos.
str_we_should_prepare_to_defend_s21_but_first_we_have_to_gather|Deberíamos prepararnos para defender {s21}. Pero antes debemos reunir nuestro ejército.
str_we_should_ride_to_break_the_siege_of_s21|Deberíamos acudir a terminar con el asedio de {s21}.
str_we_should_ride_to_defeat_the_enemy_gathered_near_s21|Deberíamos acudir a derrotar al enemigo reunido cerca de {s21}.
str_we_have_located_s21s_army_and_we_should_engage_it|Hemos localizado al ejército de {s21}, y deberíamos enfrentarnos a él.
str_this_offensive_needs_to_wind_down_soon_so_the_vassals_can_attend_to_their_own_business|Esta ofensiva debe reducirse pronto, así los vasallos podrán atender a sus propios asuntos.
str_the_vassals_are_tired_we_let_them_rest_for_some_time|Los vasallos están cansados de la campaña. Deberíamos dejarles descansar algún tiempo.
str_the_vassals_still_need_time_to_attend_to_their_own_business|Los vasallos aún necesitan tiempo para atender a sus propios asuntos.
str_it_is_time_to_go_on_the_offensive_and_we_must_first_assemble_the_army|Es hora de iniciar la ofensiva, y antes debemos reunir el ejército.
str_we_must_continue_to_gather_the_army_before_we_ride_forth_on_an_offensive_operation|Sólo hemos reunido a unos pocos vasallos, pero debemos continuar acrecentando el ejército antes de acometer una operación ofensiva.
str_there_is_no_need_to_beat_around_the_borders__we_can_take_one_of_their_important_towns|No hay por qué andarnos con rodeos, podemos tomar una de sus ciudades importantes.
str_we_should_exploit_our_success_over_s21_by_seizing_one_of_their_fortresses|Deberíamos sacar provecho de nuestro éxito contra {s21} arrebatándoles una de sus fortalezas.
str_we_shall_leave_a_fiery_trail_through_the_heart_of_the_enemys_lands_targeting_the_wealthy_settlements_if_we_can|Dejaremos un sendero de cenizas a través del territorio enemigo, poniendo nuestro objetivo en asentamientos prósperos si es que podemos.
str_the_army_will_be_disbanded_because_we_have_been_waiting_too_long_without_a_target|El ejército será desbandado porque hemos estado demasiado tiempo sin un objetivo.
str_it_is_time_for_the_feast_to_conclude|Es hora de que concluya el banquete.
str_we_should_continue_the_feast_unless_there_is_an_emergency|Deberíamos continuar con el banquete, a menos que haya una emergencia.
str_you_had_wished_to_hold_a_feast|Deseabas celebrar un banquete.
str_your_wedding_day_approaches_my_lady|El día de vuestra boda se aproxima, mi señora.
str_your_wedding_day_approaches|Se aproxima el día de vuestra boda.
str_s22_and_s23_wish_to_marry|{s22} y {s23} desean casarse.
str_it_has_been_a_long_time_since_the_lords_of_the_realm_gathered_for_a_feast|Hace mucho tiempo que los señores del reino no se reúnen para un banquete.
str_the_circumstances_which_led_to_this_decision_no_longer_apply_so_we_should_stop_and_reconsider_shortly|Las circunstancias que llevaron a tomar esa decisión ya no están vigentes, así que deberíamos pararnos a reconsiderarla en breve.
str_s15_is_at_war_with_s16_|{s15} está en guerra con {s16}. 
str_in_the_short_term_s15_has_a_truce_with_s16_as_a_matter_of_general_policy_|A corto plazo, {s15} tiene una tregua con {s16}. Como norma general, 
str_in_the_short_term_s15_was_recently_provoked_by_s16_and_is_under_pressure_to_declare_war_as_a_matter_of_general_policy_|A corto plazo, {s15} fue provocado recientemente por {s16}, y se le presiona para declarar la guerra. Como norma general, 
str_s12s15_cannot_negotiate_with_s16_as_to_do_so_would_undermine_reg4herhis_own_claim_to_the_throne_this_civil_war_must_almost_certainly_end_with_the_defeat_of_one_side_or_another|{s12}{s15} no puede negociar con {s16}, ya que hacerlo socavaría sus propios intereses con vistas al trono. Esta guerra civil debe terminar casi indefectiblemente con la derrota de un bando o del otro.
str_s12s15_considers_s16_to_be_dangerous_and_untrustworthy_and_shehe_wants_to_bring_s16_down|{s12}{s15} considera que {s16} no es de fiar y presenta un peligro, y quiere acabar con {s16}.
str_s12s15_is_anxious_to_reclaim_old_lands_such_as_s18_now_held_by_s16|{s12}{s15} está impaciente por reclamar antiguos territorios como {s18}, que ahora mismo está en posesión del {s16}.
str_s12s15_feels_that_reg4shehe_is_winning_the_war_against_s16_and_sees_no_reason_not_to_continue|{s12}{s15} piensa que está ganando la guerra contra {s16}, y no ve razón para abandonarla.
str_s12s15_faces_too_much_internal_discontent_to_feel_comfortable_ignoring_recent_provocations_by_s16s_subjects|{s12}{s15} se enfrenta a demasiado descontento interno como para poder ignorar las recientes provocaciones de los súbditos de {s16}.
str_s12even_though_reg4shehe_is_fighting_on_two_fronts_s15_is_inclined_to_continue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor|{s12}Aunque está luchando en dos frentes, {s15} está más a favor de continuar la guerra contra {s16} un tiempo más, por su código de honor
str_s12s15_feels_that_reg4shehe_must_pursue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor|{s12}{s15} piensa que debe continuar con la guerra contra {s16} algún tiempo más, por su código de honor.
str_s12s15_is_currently_on_the_offensive_against_s17_now_held_by_s16_and_reluctant_to_negotiate|{s12}{s15} se encuentra actualmente en una ofensiva contra {s17}, que ahora está en poder de {s16}, y es reticente a negociar
str_s12s15_is_alarmed_by_the_growing_power_of_s16|{s12}{s15} muestra inquietud por el creciente poder de {s16}.
str_s12s15_distrusts_s16_and_fears_that_any_deals_struck_between_the_two_realms_will_not_be_kept|{s12}{s15} desconfía de {s16}, y teme que cualquier trato pactado entre ambos reinos no se mantenga.
str_s12s15_is_at_war_on_too_many_fronts_and_eager_to_make_peace_with_s16|{s12}{s15} está en guerra en demasiados frentes, y muestra gran interés por hacer las paces con {s16}.
str_s12s15_seems_to_think_that_s16_and_reg4shehe_have_a_common_enemy_in_the_s17|{s12}{s15} parece pensar que {s16} y {reg4?ella:él} tienen un enemigo común en el {s17}.
str_s12s15_feels_frustrated_by_reg4herhis_inability_to_strike_a_decisive_blow_against_s16|{s12}{s15} siente frustración por su incapacidad para lanzar un golpe decisivo contra {s16}.
str_s12s15_has_suffered_enough_in_the_war_with_s16_for_too_little_gain_and_is_ready_to_pursue_a_peace|{s12}{s15} ha sufrido suficiente en la guerra contra {s16}, para muy pocas ganancias, y muestra interés por un tratado de paz.
str_s12s15_would_like_to_firm_up_a_truce_with_s16_to_respond_to_the_threat_from_the_s17|{s12}{s15} quiere firmar una tregua con {s16} para responder a la amenaza de {s17}.
str_s12s15_wishes_to_be_at_peace_with_s16_so_as_to_pursue_the_war_against_the_s17|{s12}{s15} desea estar en paz con {s16} para seguir así la guerra contra {s17}.
str_s12s15_seems_to_be_intimidated_by_s16_and_would_like_to_avoid_hostilities|{s12}{s15} parece sentir temor por {s16}, y preferiría evitar hostilidades.
str_s12s15_has_no_particular_reason_to_continue_the_war_with_s16_and_would_probably_make_peace_if_given_the_opportunity|{s12}{s15} no tiene especiales razones para continuar la guerra con {s16}, y probablemente haría las paces si se diera la oportunidad.
str_s12s15_seems_to_be_willing_to_improve_relations_with_s16|{s12}{s15} parece favorable a mejorar las relaciones con {s16}.
str_excuse_me_how_can_you_possibly_imagine_yourself_worthy_to_marry_into_our_family|¿Disculpad? ¿Cómo podéis siquiera imaginar que sois {digno/digna} de casaros con alguien de esta familia?
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction_fight_hard_count_your_dinars_and_perhaps_some_day_in_the_future_we_may_speak_of_such_things_my_good_man|Em... Con respecto a la dama, estamos buscando concretamente a un prometido de cierta distinción. ¡Luchad duro, contad vuestros denares, y tal vez algún día en el futuro podamos hablar de estas cuestiones, buen hombre!
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction|Em... Con respecto a la dama, estamos buscando concretamente un prometido de cierta distinción.
str_it_is_too_early_for_you_to_be_speaking_of_such_things_you_are_still_making_your_mark_in_the_world|Es muy pronto para que habléis en esos términos. Aún os estáis labrando un nombre en el mundo.
str_you_dont_serve_the_s4_so_id_say_no_one_day_we_may_be_at_war_and_i_prefer_not_to_have_to_kill_my_inlaws_if_at_all_possible|No servís a {s4}, así que diría que no. Algún día puede que estemos en guerra, y prefiero no tener que matar a mis hijos políticos si puedo evitarlo.
str_as_you_are_not_a_vassal_of_the_s4_i_must_decline_your_request_the_twists_of_fate_may_mean_that_we_will_one_day_cross_swords_and_i_would_hope_not_to_make_a_widow_of_a_lady_whom_i_am_obligated_to_protect|Como no sois vasallo de {s4}, debo rechazar vuestra petición. Los vaivenes del destino pueden hacer que algún día crucemos nuestras espadas, y no me gustaría convertir en viuda a una dama a quien estoy obligado a proteger.
str_as_you_are_not_a_pledged_vassal_of_our_liege_with_the_right_to_hold_land_i_must_refuse_your_request_to_marry_into_our_family|Como no sois un vasallo juramentado a nuestro señor, con derechos a poseer tierras, debo rechazar vuestra petición de matrimonio en el seno de esta familia.
str_look_here_lad__the_young_s14_has_been_paying_court_to_s16_and_youll_have_to_admit__hes_a_finer_catch_for_her_than_you_so_lets_have_no_more_of_this_talk_shall_we|Mirad, muchacho... el joven {s14} ha estado cortejando a {s16} y, tendréis que admitirlo, para ella es bastante mejor partido que vos. Así que dejemos de hablar de este asunto, ¿de acuerdo?
str_i_do_not_care_for_you_sir_and_i_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors|No me interesáis, señor, y considero mi deber proteger a las damas de mi familia de pretendientes indeseables...
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date|Hum. Las muchachas jóvenes se descarrían fácilmente, así que por mi obligación hacia las damas de mi familia creo que me gustaría conoceros un poco mejor. Podemos seguir hablando de esto más adelante.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress|Puede ser un enlace interesante para la joven dama, sin duda.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony|Dadas las relaciones que hemos tenido en el pasado, esta proposición me sorprende mucho. No creo que seáis la clase de {hombre/mujer} que puede doblegarse a la voluntad de su {marido/esposa}, y preferiría que nuestro matrimonio no fuese motivo constante de peleas.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword|Preferiría casarme con {un señor/una doncella} gentil que me obedezca, y no una que sea capaz de abrirme la cabeza en dos.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure|Mi {señor/señora}, aunque admiro vuestro valor, me perdonaréis si os digo que {un hombre/una mujer} como vos no cumple mi ideal de lo {masculino/femenino}, delicado y puro.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you|Nah. Quiero {un hombre/una mujer} que esté callada y que haga lo que se le diga. No creo que ésa seáis vos.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage|Mi {señor/señora}, poseéis grandes cualidades, pero no propiedades. Hasta que no obtengáis alguna, casarme con vos sería un acto de ingratitud hacia mis ancestros y mi linaje.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family|Mi {señor/señora}, sois {un hombre/una mujer} sin familia conocida, y sin posesiones... en definitiva, una don nadie. ¿Creéis que sois digna de entrar a formar parte de mi familia?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage|Mi {señor/señora}, perdonadme, la calidad de nuestro enlace difiere de lo que los poetas consideran necesario para fundar un matrimonio feliz.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you|Um, creo que si quiero seguir en buenos términos con {s4}, es mejor que no me case con vos.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union|Servís a otro reino. No me imagino al {s4} concediendo su bendición a nuestra unión.
str_madame_my_heart_currently_belongs_to_s4|Señora, mi corazón pertenece ya a {s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration|Mi {señor/señora}, sois de gran espíritu y valentía, {poseeis fuerza, corage e ingenio/poseedora de belleza, gracia e ingenio}. Consideraré vuestra propuesta.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife|Mi {señor/señora}, sois de gran espíritu y valentía, {poseeis fuerza, corage e ingenio/poseedora de belleza, gracia e ingenio}. Me sentiría honrado de aceptaros como {marido/esposa}.
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes|Ah - 'Las Lluvias de Castamere' - una historia muy triste. Muchas veces ha sido relatada para mi familia por los bardos errantes que vienen a nuestra casa, y que nunca han dejado de traer lágrimas a nuestros ojos.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have|¿'Las Lluvias de Castamere'? Un centenar de estrofas de patético lloriqueo, si me preguntan. Si tuviese que haber un poema, una canción o balada por cada casa que alguna vez haya sido derrotada, todos estaríamos cantando desde el amanecer 'hasta el anochecer'.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles|¿'Las Lluvias de Castamere'? ¡Nadie nunca debería haber escrito una canción tan triste! Si era el destino de Ellyn Reyne y Lord Tarbeck estar juntos, ¡su amor debería haber salvado todos los obstáculos!
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way|Ah, 'Las Lluvias de Castamere'. Una canción muy marcial, pero movida, a su manera.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow|¿La saga de 'Florian y Jonquil'? ¡Qué tiempos tan felices en los que vivieron nuestros antepasados! Mujeres como Jonquil podían aventurarse en el mundo de hombres, ganarse una reputación por sí mismas, y no quedarse a la sombra de sus maridos.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it|Ah, la saga de 'Florian y Jonquil'. Aquí tenemos a una señora que sabía lo que quería, y no tenía miedo de obtenerlo.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family|¿La saga de 'Florian y Jonquil'? Un cuento terrible, pero habla de un amor muy grande, si estuviera dispuesto a declarar la guerra a su propia familia.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman|¿La saga de 'Florian y Jonquil'? Si no recuerdo mal, Jonquil valora más sus más bajas pasiones que el deber hacia su familia, declarando la guerra a su propio padre. ¡No tengo tiempo para un poema que elogia a una mujer así!
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature|¿La saga de 'Florian y Jonquil'? ¿¡Cómo podía una mujer ponerse la armadura y llevar una espada!? ¿Cómo pudo un hombre amar a una criatura tan poco gentil!?
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so|¿"El Oso y la Doncella '? No puedo entender a la dama en ese poema. Si le gusta el hombre, ¿por qué se burla de él entonces?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable|¿"El Oso y la Doncella '? Veamos, es moralmente poco edificante, exalta el engaño, que termina con una doncella rindiéndose a sus bajas pasiones ... Y sin embargo, no puede dejar de resultar encantadora, tal vez porque nos dice que el amor no tiene por qué ser trágico para ser memorable.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice|¿'El Oso y la Doncella'?  ¡Ésa sí que es una historia que toda dama debería saberse de memoria, para aprender a manejar los entresijos políticos!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul|¿'El Oso y la Doncella'? Es graciosa, supongo... aunque no hay nada en ella en me inspire especialmente.
str_storming_the_fortress_of_love_ah_yes_the_lady_sits_within_doing_nothing_while_the_man_is_the_one_who_strives_and_achieves_i_have_enough_of_that_in_my_daily_life_why_listen_to_poems_about_it|¿'Asalto a la Fortaleza del Amor'? Ah, sí, La dama está sentada dentro sin hacer nada, mientras que el hombre es el que se esfuerza y lo consigue. Ya tengo bastante de eso en mi vida diaria. ¿Para qué quiero escuchar más poemas al respecto?
str_storming_the_fortress_of_love_ah_yes_an_uplifting_tribute_to_the_separate_virtues_of_man_and_woman|¿'Asalto a la Fortaleza del Amor'? Ah, sí. Un edificante tributo a las distintivas virtudes de hombres y mujeres.
str_storming_the_fortress_of_love_ah_yes_but_although_it_is_a_fine_tale_of_virtues_it_speaks_nothing_of_passion|¿'Asalto a la Fortaleza del Amor'? Ah, sí. Pero aunque es un bonito cuento sobre las virtudes, ¡no habla para nada de pasión!
str_storming_the_fortress_of_love_ah_a_sermon_dressed_up_as_a_love_poem_if_you_ask_me|¿'Asalto a la Fortaleza del Amor'? Ah... Un sermón vestido de poema de amor, en mi opinión.
str_a_hearts_desire_ah_such_a_beautiful_account_of_the_perfect_perfect_love_to_love_like_that_must_be_to_truly_know_rapture|¿'El Deseo de la Doncella'? Ah, ¡qué bello relato sobre el amor perfecto! ¡Amar así debe ser conocer el éxtasis!
str_a_hearts_desire_silly_if_you_ask_me_if_the_poet_desires_a_lady_then_he_should_endeavor_to_win_her__and_not_dress_up_his_desire_with_a_pretense_of_piety|¿'El Deseo de la Doncella'? Una tontería, en mi opinión. ¡Si el poeta desea a una dama, debería esforzarse para ganársela, y no vestir su deseo con aspavientos de piedad!
str_a_hearts_desire_hmm__it_is_an_interesting_exploration_of_earthly_and_divine_love_it_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man_but_i_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions|¿'El Deseo de la Doncella'? Hum... es una exploración interesante del amor divino y terrenal. Habla de la búsqueda espiritual que hace aflorar lo mejor de cada hombre, pero me pregunto si el poeta no ha confundido su deseo por sentimientos elevados con sus pasiones más básicas.
str_a_hearts_desire_oh_yes__it_is_very_worthy_and_philosophical_but_if_i_am_to_listen_to_a_bard_strum_a_lute_for_three_hours_i_personally_prefer_there_to_be_a_bit_of_a_story|¿'El Deseo de la Doncella'? Oh, sí, es muy loable y filosófica. Pero si tengo que escuchar a un bardo aporrear su lira durante tres horas, yo al menos prefiero que haya alguna historia detrás.
str_reg3_units_of_s4_for_reg5_guests_and_retinue|{reg3} unidades de {s4} para invitados y séquito {reg5} 
str_reg3_units_of_spice_of_reg5_to_be_consumed|{reg3} unidades de especias de {reg5} a consumir
str_reg3_units_of_oil_of_reg5_to_be_consumed|{reg3} unidades de aceite de {reg5} a consumir
str_of_food_which_must_come_before_everything_else_the_amount_is_s8|De comida, que debe ser lo principal, la cantidad es {s8}
str_s9_and_the_variety_is_s8_|{s9} y la variedad es {s8}. 
str_s9_of_drink_which_guests_will_expect_in_great_abundance_the_amount_is_s8|{s9} De bebida, que los invitados esperarán que sea muy abundante, la cantidad es {s8}
str_s9_of_spice_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts_the_amount_is_s8_|{s9} De especias, que es esencial para demostrar que no reparamos en gastos como anfitriones, la cantidad es {s8}. 
str_s9_of_oil_which_we_shall_require_to_light_the_lamps_the_amount_is_s8|{s9} De aceite, que necesitaremos para encender las lámparas, la cantidad es {s8}.
str_s9_overall_our_table_will_be_considered_s8|{s9} En total, nuestra mesa será considerada {s8}.
str_rebel|rebelde
str_bandit|bandido
str_relation_of_prisoner_with_captor_is_reg0|relación de prisionero con captor es {reg0}
str_s5_suffers_attrition_reg3_x_s4|{s5} sufre desgaste: {reg3} x {s4}
str_s10_said_on_s1_s11__|{s10} dijo en {s1}: {s11}^^
str_totalling_casualties_caused_during_mission|Bajas totales causadas durante la misión...
str_removing_s4_from_s5|Eliminando {s4} de {s5}
str_s4_joins_prison_break|{s4} se une a la fuga de la prisión
str_helper_is_spawned|reaparición de ayudante.
str_leaving_area_during_prison_break|Dejando el área durante la fuga de prisión
str_talk_to_the_trainer|Hablar con el entrenador.
str_woman|mujer
str_man|hombre
str_noble|noble
str_common|plebeyo
str_may_find_that_you_are_able_to_take_your_place_among_calradias_great_lords_relatively_quickly|puede que seáis capaz de ocupar vuestro lugar entre los grandes señores del reino relativamente pronto
str_may_face_some_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|puede que tengáis algunas dificultades para estableceros como un igual entre los grandes señores
str_may_face_great_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|puede que tengáis grandes dificultades para estableceros como un igual entre los grandes señores
str_current_party_morale_is_reg5_current_party_morale_modifiers_are__base_morale__50_party_size_s2reg1_leadership_s3reg2_food_variety_s4reg3s5s6_recent_events_s7reg4_total__reg5___|Moral actual del grupo es {reg5}.^Modificadores de moral del grupo actuales son:^^Moral base:  +50^Tamaño del grupo: {s2}{reg1}^Liderazgo: {s3}{reg2}^Variedad de comida: {s4}{reg3}{s5}{s6}^Eventos recientes: {s7}{reg4}^TOTAL:  {reg5}^^^
str_s1extra_morale_for_s9_troops__reg6_|{s1}Moral extra para tropas {s9}: {reg6}^
str_courtships_in_progress_|Cortejos en progreso:^
str_s1_s2_relation_reg3_last_visit_reg4_days_ago|{s1}^{s2}, relación {reg3}, última visita hace {reg4} días
str_s1__poems_known|{s1}^^Poemas memorizados:
str_s1_storming_the_castle_of_love_allegoric|{s1}^Asalto a la Fortaleza del Amor (Alegórico)
str_s1_kais_and_layali_tragic|{s1}^Kais y Layali (Trágico)
str_s1_a_conversation_in_the_garden_comic|{s1}^Una Conversación en el Jardín (Cómico)
str_s1_helgered_and_kara_epic|{s1}^Helgered y Kara (Épico)
str_s1_a_hearts_desire_mystic|{s1}^Un Deseo del Corazón (Místico)
str_no_companions_in_service|Sin compañeros en servicio
str_gathering_support|Reuniendo apoyos
str_expected_back_imminently|A punto de regresar
str_expected_back_in_approximately_reg3_days|Regreso en aproximadamente {reg3} días
str_gathering_intelligence|Recogiendo informes de inteligencia
str_diplomatic_embassy_to_s9|Embajada diplomática para {s9}
str_serving_as_minister|Actuando de administrador
str_in_your_court_at_s9|En vuestra corte de {s9}
str_under_arms|En armas
str_in_your_party|En vuestro grupo
str_attacking_enemy_army_near_s11|Atacando ejército enemigo cerca de {s11}
str_holding_feast_at_s11|Celebrando un banquete en {s11}
str_s9s10_current_state_s11_hours_at_current_state_reg3_current_strategic_thinking_s14_marshall_s12_since_the_last_offensive_ended_reg4_hours_since_the_decisive_event_reg10_hours_since_the_last_rest_reg9_hours_since_the_last_feast_ended_reg5_hours_percent_disgruntled_lords_reg7_percent_restless_lords_reg8__|{s9}{s10}^Estado actual: {s11}^Horas en estado actual: {reg3}^Consideraciones estratégicas actuales: {s14}^Mano: {s12}^Desde que terminó la última ofensiva: {reg4} horas^Desde el último evento decisivo: {reg10} horas^Desde el último descanso de más de 18h: {reg9} horas^Desde que terminó el último banquete: {reg5} horas^Porcentaje de señores disgustados: {reg7}%^Porcentaje de señores inquietos: {reg8}%^^
str__right_to_rule_reg12|^Derecho a gobernar: {reg12}.
str_political_arguments_made_legality_reg3_rights_of_lords_reg4_unificationpeace_reg5_rights_of_commons_reg6_fief_pledges_reg7|Argumentos políticos expuestos:^Legalidad: {reg3}^Derechos de los señores: {reg4}^Unificación/paz: {reg5}^Derechos de los plebeyos: {reg6}^Feudos juramentados: {reg7}
str_renown_reg2_honour_rating_reg3s12_friends_s8_enemies_s6_s9|Renombre: {reg2}.^Grado de honor: {reg3}.{s12}^Amigos: {s8}.^Enemigos: {s6}.^{s9}
