dlga_start:lco_conversation_end|Tady jsi.
; dlga_creylen_master_talk:close_window|Goodbye.
; dlga_start:close_window.227|Excuse me, {playername}, I have to attend to the ravens.
; dlga_start:benedict_broom_introduce_1|Yes?
; dlga_benedict_broom_introduce_1:benedict_broom_introduce_2|Greetings. Who are you?
; dlga_benedict_broom_introduce_2:benedict_broom_master_talk|I am Ser Benedict Broom, the master-at-arms of Casterly Rock.
; dlga_benedict_broom_master_talk:benedict_broom_master_customize|Can you tell me about the Westerlands?
; dlga_benedict_broom_master_customize:benedict_broom_master_talk|I guess. The Westerlands is one of the regions of the Seven Kingdoms, ruled by house Lannister. It borders the Reach, the Riverlands and the Crownlands. While a fairly small region, compared to the North and the Reach, it is home of the richest gold and silver mines in Westeros, making the Westerlands the undisputedly richest region of the Seven Kingdoms.
; dlga_benedict_broom_master_talk:close_window|Thank you for your time.
; dlga_start:close_window.228|I'm afraid I have to get going. I have to drill the squires.
; dlga_start:whitesmile_wat_introduce_1|Yes?
; dlga_whitesmile_wat_introduce_1:whitesmile_wat_introduce_2|Hello. Are you the court singer?
; dlga_whitesmile_wat_introduce_2:whitesmile_wat_master_talk|I guess I am! I'm the only singer at court, at least!
; dlga_whitesmile_wat_master_talk:whitesmile_wat_master_customize|Can you sing me a song?
; dlga_whitesmile_wat_master_customize:whitesmile_wat_master_customize1|Of course! Let me get my harp!
; dlga_whitesmile_wat_master_customize1:whitesmile_wat_master_customize2|Gentle Mother, font of mercy, save our sons from war, we pray. Stay the swords and stay the arrows, let them know a better day.
; dlga_whitesmile_wat_master_customize2:whitesmile_wat_master_customize3|Gentle Mother, strength of women, help our daughters through this fray. Soothe the wrath and tame the fury, teach us all a kinder way.!
; dlga_whitesmile_wat_master_customize3:whitesmile_wat_master_talk1|Gentle Mother, font of mercy, save our sons from war, we pray. Stay the swords and stay the arrows, let them know a better day.
; dlga_whitesmile_wat_master_talk1:close_window|That was excellent. Here, have some coin for your trouble.
; dlga_whitesmile_wat_master_talk:close_window|Goodbye.
; dlga_start:close_window.229|I'm afraid I have to attend to the lady Genna now. She is not one to be kept waiting.
; dlga_start:rolph_spicer_introduce_1|I'm busy, state your business.
; dlga_rolph_spicer_introduce_1:rolph_spicer_introduce_2|Greetings. Are you the castellan?
; dlga_rolph_spicer_introduce_2:rolph_spicer_master_talk|Indeed I am. Ser Rolph Spicer, and don't you forget it.
; dlga_rolph_spicer_master_talk:rolph_spicer_master_customize|Can you tell me the history of house Westerling?
; dlga_rolph_spicer_master_customize:rolph_spicer_master_talk|I suppose. The Westerlings are an ancient house, they can trace their ancestry to the Age of Heroes, and Maegor Targaryen, the one they named 'the Cruel', married a Westerling. However, truth be told, the Westerlings are not as prominent as they once where.
; dlga_rolph_spicer_master_talk:close_window|Thank you for your time.
; dlga_start:close_window.230|I have important matters that require my attention.
; dlga_start:rufus_leek_introduce_1|Yes?
; dlga_rufus_leek_introduce_1:rufus_leek_introduce_2|Greetings. Who are you?
; dlga_rufus_leek_introduce_2:rufus_leek_master_talk|I am Ser Rufus Leek, the castellan of the Dun Fort, the keep overlooking Duskendale.
; dlga_rufus_leek_master_talk:rufus_leek_master_customize|Can you tell me about Duskendale?
; dlga_rufus_leek_master_customize:rufus_leek_master_customize1|It used to be ruled by house Darklyn, an ancient house that traced its lineage to the Age of Heroes, during which they had been petty kings. Under the Targaryen kings, the town served as one of the trading stops for ships going to the Vale and Braavos. The reign of the Darklyns ended with the Defiance though...
; dlga_rufus_leek_master_customize1:rufus_leek_master_customize2|Lord Denys had married a seductress from the Free Cities. It is said that she filled her husbands ear with the poison that eventually led to his rebellion against the Targaryens, over something as foolish as a new town charter. When the Mad King came to handle the affair himself, Lord Denys imprisoned him in the Dun Fort.
; dlga_rufus_leek_master_customize2:rufus_leek_master_customize3|Lord Tywin, then Hand of the King to Aerys, descended upon the town with a mighty host, but lord Denys threatened to hang the king if lord Tywin tried to storm the walls. In the end, Barristan the Bold managed to sneak into the town and bring out the king, killing Ser Symon Hollard in the process.
; dlga_rufus_leek_master_customize3:rufus_leek_master_customize4|With his hostage gone, lord Denys opened his gates and begged for forgiveness. It did him no good. He, and his entire family, was executed. The lady Serala, who was said to have been the cause of the misery, was burned alive, but not before she had her tongue and female parts torn out with hot pincers, the very parts which with she was said to have enslaved her husband.
; dlga_rufus_leek_master_customize4:rufus_leek_master_talk|What a horrifying tale!
; dlga_rufus_leek_master_talk:close_window|Goodbye.
; dlga_start:close_window.231|I'm afraid I have no time to talk, with all the commotion going on in the city.
; dlga_start:genna_lannister_introduce_1|Yes?
; dlga_genna_lannister_introduce_1:genna_lannister_introduce_2|Greetings, my lady. May I have the honor of knowing whom I am adressing?
; dlga_genna_lannister_introduce_2:genna_lannister_master_talk|I'm the lady Genna Lannister, and this thin stick of a man is my husband, Emmon.
; dlga_genna_lannister_master_talk:genna_lannister_master_customize|My lady, it is an honor. Your beauty is known throughout the land!
; dlga_genna_lannister_master_customize:genna_lannister_master_customize1|Hmph! A flatterer, are you? Well, nevermind, I suppose flattery serves it purpose, if you're too cowardly to tell the truth.
; dlga_genna_lannister_master_customize1:genna_lannister_master_customize2|But surely always telling the truth is the mark of a fool, when the person one is adressing is the younger sister of Tywin Lannister.
; dlga_genna_lannister_master_customize2:close_window|Hah! Oh very well, {playername} I thank you for you compliment.
; dlga_genna_lannister_master_talk:close_window|Goodbye.
; dlga_start:close_window.232|I'm afraid I have no time to talk, I have to make sure Joy does not annoy Septon Umfred.
; dlga_start:emmon_frey_introduce_1|What is it?
; dlga_emmon_frey_introduce_1:emmon_frey_introduce_2|Greetings, I am {playername}. Are you Ser Emmon?
; dlga_emmon_frey_introduce_2:emmon_frey_master_talk|I am. Ser Emmon Frey, second trueborn son of Walder Frey, Lord of the Crossing.
; dlga_emmon_frey_master_talk:emmon_frey_master_customize|What are you doing here at Casterly Rock? I thought the Freys had sworn their allegiance to Robb Stark?
; dlga_emmon_frey_master_customize:emmon_frey_master_customize1|Hmph! Vile lies, all of them. My father would never join with a traitor. It's all just rumors. Any day now, word will reach us that my fathers men have joined Tywins host.
; dlga_emmon_frey_master_customize1:emmon_frey_master_customize2|Yes, I'm sure... a man such as Walder Frey would never join the winning side, or wait out the result in order to ingratiate himself with the victors...
; dlga_emmon_frey_master_customize2:close_window|Yes! You're quite right! My father is an honorable man!
; dlga_emmon_frey_master_talk:close_window|Goodbye.
; dlga_start:close_window.233|I have no time to talk, my wife is requiring my attention.
; dlga_start:polliver_introduce_1|Yes?
; dlga_polliver_introduce_1:polliver_introduce_2|Who are you?
; dlga_polliver_introduce_2:close_window|I'm Polliver, one of Ser Gregors men.
; dlga_start:close_window.234|What?
; dlga_start:chiswyck_introduce_1|Yes?
; dlga_chiswyck_introduce_1:chiswyck_introduce_2|Who are you?
; dlga_chiswyck_introduce_2:close_window|Addam Grafton, at your service.
; dlga_start:close_window.235|What?
; dlga_start:close_window.236|We're not supposed to talk while on guard.
; dlga_start:close_window.237|What?
; dlga_start:close_window.238|We're not supposed to talk while on guard.
; dlga_start:close_window.239|What?
; dlga_chiswyck_introduce_2:close_window.1|SER Gwayne Gaunt, of House Gaunt! We're a proud house, with a long and illustrious history! Why, my cousin, thrice-removed, was the nephew of Ser Gwayne Gaunt, of the kingsguard!
; dlga_start:close_window.240|What?
; dlga_chiswyck_introduce_2:close_window.2|Name's Josmyn. Don't mind Jeffory, he's too proud to mingle with the likes of us. Brothers, bah!
; dlga_start:close_window.241|What?
; dlga_chiswyck_introduce_2:close_window.3|Never you mind.
; dlga_start:close_window.242|What?
; dlga_chiswyck_introduce_2:close_window.4|I am Ser Omer Chyttering. Ser Arreck knighted me last night, this is my first real tourney! So exciting, isn't it?
; dlga_start:close_window.243|What?
; dlga_chiswyck_introduce_2:close_window.5|I'm Chiswyck, one of the Mountains men. Have you ever heard what he did to the innkeepers daughter? We where on our way home from the Tourney of the Hand, when we stopped at an alehouse. Ser took a liking to the innkeepers daughter, and had her right there on the table! Hah! She cried the whole time, but her father was too frightened to do anything about it. We all had her, she was raw and bloody in the end, hah! Paid her a pretty copper for her service as well, heh.
; dlga_start:close_window.244|What?
; dlga_start:rafford_introduce_1|Yes?
; dlga_rafford_introduce_1:rafford_introduce_2|Who are you?
; dlga_rafford_introduce_2:close_window|I'm Rafford.
; dlga_start:close_window.245|What?
; dlga_start:dunsen_introduce_1|Yes?
; dlga_dunsen_introduce_1:dunsen_introduce_2|Who are you?
; dlga_dunsen_introduce_2:close_window|I'm Dunsen.
; dlga_start:close_window.246|What?
; dlga_start:tickler_introduce_1|Yes?
; dlga_tickler_introduce_1:tickler_introduce_2|Who are you?
; dlga_tickler_introduce_2:close_window|I'm the Tickler. I tickle people until they tell me what I want to know. Have you seen Dondarrions band by the way?
; dlga_start:close_window.247|What?
; dlga_start:aurane_introduce_1|Yes?
; dlga_aurane_introduce_1:aurane_introduce_2|Who are you?
; dlga_aurane_introduce_2:close_window|I'm Aurane Waters, natural born son of Lord Monford Velaryon.
; dlga_start:close_window.248|What?
; dlga_start:jurne_introduce_1|Yes, my friend?
; dlga_jurne_introduce_1:jurne_introduce_2|Greetings. Who are you?
; dlga_jurne_introduce_2:jurne_master_talk|I'm Maester Jurne, sworn to Storm's End and his Grace, King Renly.
; dlga_jurne_master_talk:jurne_master_customize|Can you tell me about Storm's End?
; dlga_jurne_master_customize:jurne_master_customize1|Legend claims that it was built by Durran, the first Storm King during the Dawn Age, who declared a war against the gods after they killed his family and guests, ruining his wedding to their daughter Elenei.
; dlga_jurne_master_customize1:jurne_master_customize2| It was said that he raised six each larger and more formidable until he raised Storm's End. Some believe this was because the children of the forest took a hand in its construction, using their magics in the raising the castle walls allowing it to resist the storms.
; dlga_jurne_master_customize2:jurne_master_talk|Others believe that a young boy who grew up to be Bran the Builder advised Durran on its construction. The truth of the matter is unknown.
; dlga_jurne_master_talk:close_window|Goodbye.
; dlga_start:close_window.249|I'm afraid I have to go take care of the ravens.
; dlga_start:colen_introduce_1|Yes?
; dlga_colen_introduce_1:colen_introduce_2|Who are you?
; dlga_colen_introduce_2:close_window|I'm Ser Colen of Greenpools, sworn to King Renly.
; dlga_start:close_window.250|What?
; dlga_start:jommy_introduce_1|Yes?
; dlga_jommy_introduce_1:jommy_introduce_2|Who are you?
; dlga_jommy_introduce_2:close_window|I'm Jommy. I'm not supposed to talk while on guard.
; dlga_start:close_window.251|What?
; dlga_start:nysterica_introduce_1|Yes?
; dlga_nysterica_introduce_1:nysterica_introduce_2|Who are you?
; dlga_nysterica_introduce_2:close_window|I'm septa Nysterica
; dlga_start:close_window.252|Pray, excuse me.
; dlga_start:lomys_introduce_1|Yes?
; dlga_lomys_introduce_1:lomys_introduce_2|Who are you?
; dlga_lomys_introduce_2:close_window|I'm Maester Lomys, sworn to Highgarden and house Tyrell.
; dlga_start:close_window.253|Excuse me.
; dlga_start:olenna_introduce_1|What is it?
; dlga_olenna_introduce_1:olenna_introduce_2|Greetings, my lady. Might I have the honor of knowing more about you?
; dlga_olenna_introduce_2:olenna_master_talk|I'm the lady Olenna Tyrell, mother to Lord Puff Fish, the Oaf of Highgarden.
; dlga_olenna_master_talk:olenna_master_customize|My lady, excuse me. I must have missheard you?
; dlga_olenna_master_customize:olenna_master_customize1|Bah! You heard me well, {playername}, but your courtesies make you act like a fool in motley.
; dlga_olenna_master_customize1:olenna_master_customize2|This whole business of king-making is foolishness to the core. My oaf of a son ought to remember what happened to Criston Cole, the one they called 'Kingmaker'. What a nickname! May aswell call a murderer 'the Manslayer'. 
; dlga_olenna_master_customize2:olenna_master_talk|Anyhow, the egg has been laid, and there's no way to put it back in the hen. I suppose you could force it back up there, but what sort of analogy would that be.
; dlga_olenna_master_talk:close_window|Goodbye.
; dlga_start:close_window.254|I'm afraid I'm much too frail to continue our talks.
; dlga_start:galyeon_introduce_1|Yes?
; dlga_galyeon_introduce_1:galyeon_introduce_2|Who are you?
; dlga_galyeon_introduce_2:close_window|I'm Galyeon of Cuy, the famous singer!
; dlga_start:close_window.255|What?
; dlga_start:ballabar_introduce_1|Yes?
; dlga_ballabar_introduce_1:ballabar_introduce_2|Who are you?
; dlga_ballabar_introduce_2:close_window|I'm Maester Ballabar, sworn to the Arbor and house Redwyne.
; dlga_start:close_window.256|What?
; dlga_start:moryn_introduce_1|Yes?
; dlga_moryn_introduce_1:moryn_introduce_2|Who are you?
; dlga_moryn_introduce_2:close_window|I'm Ser Moryn Tyrell, Lord Commander of the City Watch.
; dlga_start:close_window.257|What?
; dlga_start:norren_introduce_1|What is it?
; dlga_norren_introduce_1:norren_introduce_2|Greetings, who are you?
; dlga_norren_introduce_2:norren_master_talk|I am Archmaester Norren.
; dlga_norren_master_talk:norren_master_customize|Can you tell me about Oldtown?
; dlga_norren_master_customize:norren_master_customize1|Hmph! I suppose. Oldtown is the oldest city in Westeros, pre-dating the invasion of the Andals. Maester Jellicoe suggests that the first settlement here was a trading post of the valyrian Freehold where they traded with the elder races. Hogwash, I say!
; dlga_norren_master_customize1:norren_master_customize2|It's quite clear that the first settlement here was the Ravenry, which we, the maesters, now control. There's the small matter of the foundations of the High Tower, but we're sure to solve that riddle sometime... 
; dlga_norren_master_customize2:norren_master_talk|As the location of the Citadel, Oldtown is the foremost center of learning known to man, and as the former seat of the Faith of the Seven, the city is considered by many to be sacred.
; dlga_norren_master_talk:close_window|Goodbye.
; dlga_start:close_window.258|I'm afraid I'm much too busy to continue our talks.
; dlga_start:walgrave_introduce_1|Huh? What? Where am I?
; dlga_walgrave_introduce_1:walgrave_introduce_2|Are you well?
; dlga_walgrave_introduce_2:close_window|Oh my, we must tend the ravens. Where is Cressen, someone fetch him...
; dlga_start:close_window.259|What? Who are you? I can't find my cheese!
; dlga_start:theobald_introduce_1|Yes?
; dlga_theobald_introduce_1:theobald_introduce_2|Greetings, who are you?
; dlga_theobald_introduce_2:theobald_master_talk|I'm Archmaester Theobald, the Seneschal, tasked with the governance of the Citadel.
; dlga_theobald_master_talk:theobald_master_customize|Can you tell me about the Citadel?
; dlga_theobald_master_customize:theobald_master_customize1|Gladly. The Citadel is considered the home of all maesters. This is where they undergo all the training taking them from novice to maester.
; dlga_theobald_master_customize1:theobald_master_customize2|It was founded with the help of the Hightowers, who continue to be strong patrons of learning, and often come here to receive a few years of training themselves. The Citadel is also home of the Archmaesters, the governing body of the Order of Maesters, and it is where we hold the conclave that decides who will be Grand Maester.
; dlga_theobald_master_customize2:theobald_master_talk|As maesters, we are sworn to forsake our old allegiance and name, taking only our first name once be receive the chain. The chain we wear symbolizes our vow to serve the realm. Just as the realm is made up of many different people, so is our chain made of many different links.
; dlga_theobald_master_talk:close_window|Goodbye.
; dlga_start:close_window.260|I'm afraid I'm much too busy to continue our talks.
; dlga_start:marwyn_introduce_1|What is it?
; dlga_marwyn_introduce_1:marwyn_introduce_2|Greetings. Who are you?
; dlga_marwyn_introduce_2:marwyn_master_talk|My name is Marwyn. Some call me 'the Mage'. I specialize in the mysteries of the world, what most people would call magic.
; dlga_marwyn_master_talk:marwyn_master_customize|Can you tell me about magic?
; dlga_marwyn_master_customize:marwyn_master_customize1|Of course I can. But remember, the term magic is broad, and it has a different meaning to many people. Ignorant peasants may call a lords ability to handle sword and lance magic, and many is the town whore who has sworn she saw a dragon crossing the sky, when all she saw was a falling star.
; dlga_marwyn_master_customize1:marwyn_master_customize2|However, magic is a real force in this world, though it grows weaker... Or should I say, it grew weaker. I'm no longer so sure. Something stirs in the east. There has been signs, portents...
; dlga_marwyn_master_customize2:marwyn_master_talk|But you wanted to know about magic. I'd advice you to read Archmaester Pellandons book 'Magic and Mysteries'. It offers an introduction to most of the common held beliefs about magic. Come back to me later, may be I'll be able to aquire it for you.
; dlga_marwyn_master_talk:close_window|Goodbye.
; dlga_start:close_window.261|I have to get going. The candles are burning again.
; dlga_marwyn_introduce_2:marwyn_master_talk.1|My name is Orwyle, the current... oh what does it matter, no reason to put on airs. I make sure the acolytes don't bring food and wine into the Archives. An exceedingly difficult job
; dlga_marwyn_master_talk:marwyn_master_customize.1|Can you tell me about the Archives?
; dlga_marwyn_master_customize:marwyn_master_customize1.1|Of course I can. They contain books.
; dlga_marwyn_master_customize1:marwyn_master_customize2.1|A lot of books. And acolytes.
; dlga_marwyn_master_customize2:marwyn_master_talk.1|Too many books, to tell the truth. Here, take this.
; dlga_start:close_window.262|I have to get going. The acolytes are probably having... relations in the cabinets again.
; dlga_start:leyton_introduce_1|Yes?
; dlga_leyton_introduce_1:leyton_introduce_2|My lord, may I have the honor of knowing more about you?
; dlga_leyton_introduce_2:close_window|I am Leyton Hightower, the lord of Oldtown, the one they call the Old Man of Oldtown. Heh, let the smallfolk have their names, it does no harm.
; dlga_start:close_window.263|I'm afraid I have no more time to talk.
; dlga_start:garin_introduce_1|Yes?
; dlga_garin_introduce_1:garin_introduce_2|Who are you?
; dlga_garin_introduce_2:close_window|I'm Garin, of the Greenblood.
; dlga_start:close_window.264|What?
; dlga_start:myles_introduce_1|What is it?
; dlga_myles_introduce_1:myles_introduce_2|Greetings. Who are you?
; dlga_myles_introduce_2:myles_master_talk|My name is Maester Myles. I am sworn to Sunspear, and house Martell.
; dlga_myles_master_talk:myles_master_customize|Can you tell me about Dorne?
; dlga_myles_master_customize:myles_master_customize1|I guess. Dorne is comprised of many different people. When the Rhoynar invaded, they mixed with the Andals already living here.
; dlga_myles_master_customize1:myles_master_customize2|Dorne is bordered by the Sea of Dorne to the north, the islands known as the Stepstones to the east, and the Summer Sea to the south. Stretched between them is the mountain range known as the Red Mountains, which separates Dorne from the remainder of the Seven Kingdoms by land.
; dlga_myles_master_customize2:myles_master_talk|Dorne is the hottest region in Westeros. The region is rocky, mountainous, arid and dry, and features the only desert on the continent. Its rivers provide some fertile lands and even during a long summer there is enough rain and other supplies of water to keep Dorne habitable. Inland water is almost as valuable as gold, and wells are jealously guarded. 
; dlga_myles_master_talk:close_window|Goodbye.
; dlga_start:close_window.265|I have to get going, the ravens need tending.
; dlga_start:ricasso_introduce_1|Yes?
; dlga_ricasso_introduce_1:ricasso_introduce_2|Who are you?
; dlga_ricasso_introduce_2:close_window|I am Ricasso, Seneschal of Sunspear.
; dlga_start:close_window.266|What?
; dlga_start:manfrey_introduce_1|Yes?
; dlga_manfrey_introduce_1:manfrey_introduce_2|Who are you?
; dlga_manfrey_introduce_2:close_window|I am Ser Manfrey Martell, the castellan of Sunspear.
; dlga_start:close_window.267|What?
; dlga_start:kedry_introduce_1|Yes?
; dlga_kedry_introduce_1:kedry_introduce_2|Who are you?
; dlga_kedry_introduce_2:close_window|I'm Maester Kedry, sworn to Yronwood and house Yronwood.
; dlga_start:close_window.268|What?
; dlga_start:vyman_introduce_1|What is it?
; dlga_vyman_introduce_1:vyman_introduce_2|Greetings. Who are you?
; dlga_vyman_introduce_2:vyman_master_talk|My name is Maester Vyman. I am sworn to Riverrun, and house Tully.
; dlga_vyman_master_talk:vyman_master_customize|Can you tell me about the Riverlands?
; dlga_vyman_master_customize:vyman_master_customize1|I guess. The land is named for the many rivers that flow across the plains. The largest of them, the Trident, is rivaled only by the Mander and the Rhoyne.
; dlga_vyman_master_customize1:vyman_master_customize2|The Riverlands is not considered one of the traditional Seven Kingdoms, as they where ruled by the ironborn before the Conquest. When Aegon invaded, house Tully was one of the first to swear fealty to him, and as a result, Aegon named Lord Tully the ruler of the Riverlands.
; dlga_vyman_master_customize2:vyman_master_talk|During Robert's Rebellion, the final battle was fought on the banks of the Trident. King Robert met Prince Rhaegar in the waters, and there he caved in the chest of the prince, winning the throne. 
; dlga_vyman_master_talk:close_window|Goodbye.
; dlga_start:close_window.269|I have to get going, the ravens need tending.
; dlga_start:desmond_introduce_1|Yes?
; dlga_desmond_introduce_1:desmond_introduce_2|Who are you?
; dlga_desmond_introduce_2:close_window|I'm Ser Desmond Grell, the master-at-arms.
; dlga_start:close_window.270|What?
; dlga_start:utherydes_introduce_1|Yes?
; dlga_utherydes_introduce_1:utherydes_introduce_2|Who are you?
; dlga_utherydes_introduce_2:close_window|I am named Utherydes Wayn. I am the Steward of Riverrun.
; dlga_start:close_window.271|What?
; dlga_start:catelyn_introduce_1|Yes?
; dlga_catelyn_introduce_1:catelyn_introduce_2|My lady, may I have the honor of knowing more about you?
; dlga_catelyn_introduce_2:close_window|I am Catelyn Tully, daughter of Lord Hoster and mother of the King in the North.
; dlga_start:close_window.272|Excuse me.
; dlga_start:lysa_introduce_1|Yes?
; dlga_lysa_introduce_1:lysa_introduce_2|My lady, may I have the great pleasure of knowing more about you?
; dlga_lysa_introduce_2:close_window|I am the lady Lysa Tully, protector of the Vale. Who are you? Have you met my son? Such a strong and smart boy, isn't he?
; dlga_start:close_window.273|What?
; dlga_start:marillion_introduce_1|What is it?
; dlga_marillion_introduce_1:marillion_introduce_2|Who are you?
; dlga_marillion_introduce_2:close_window|My name is Marillion, I'm the lady Lysas favorite singer.
; dlga_start:close_window.274|What?
; dlga_start:colemon_introduce_1|Yes?
; dlga_colemon_introduce_1:colemon_introduce_2|Greetings. Who are you?
; dlga_colemon_introduce_2:colemon_master_talk|My name is Maester Colemon. I am sworn to The Eyrie, and house Arryn.
; dlga_colemon_master_talk:colemon_master_customize|Can you tell me about the Vale?
; dlga_colemon_master_customize:colemon_master_customize1|I suppose. The Vale is where the Andals initially landed. As such the Arryns are one of the oldest lines of Andal nobility in the Seven Kingdoms and ruled as Kings of Mountain and Vale for centuries until they bent the knee to Aegon the Conqueror when the young king wanted to ride a dragon.
; dlga_colemon_master_customize1:colemon_master_customize2|When the Mad King demanded that Jon Arryn give up his wards, Eddard Stark and Robert Baratheon, he instead raised his banners in revolt. During the battle of the Trident, the knights of the Vale proved indispensable in defeating the Targaryen host.
; dlga_colemon_master_customize2:colemon_master_talk|After Lord Arryns death, the lady Lysa returned here, to rule the Vale until her son comes of age. Between you and me, though, it seems to me that Lord Nestor still rules in all but name, as he did when Lord Arryn went to King's Landing to serve as Hand.
; dlga_colemon_master_talk:close_window|Goodbye.
; dlga_start:close_window.275|I have to get going, the ravens need tending.
; dlga_start:myranda_introduce_1|Yes?
; dlga_myranda_introduce_1:myranda_introduce_2|My lady, may I know more about you?
; dlga_myranda_introduce_2:close_window|I am Myranda Royce, daughter of Lord Nestor.
; dlga_start:close_window.276|What?
; dlga_start:mya_stone_introduce_1|Yes?
; dlga_mya_stone_introduce_1:mya_stone_introduce_2|Who are you?
; dlga_mya_stone_introduce_2:close_window|I'm Mya Stone. I tend the mules.
; dlga_start:close_window.277|Excuse me.
; dlga_start:harry_the_heir_introduce_1|Yes?
; dlga_harry_the_heir_introduce_1:harry_the_heir_introduce_2|Who are you?
; dlga_harry_the_heir_introduce_2:close_window|My name is Harrold Hardyng.
; dlga_start:close_window.278|What?
; dlga_start:helliweg_introduce_1|Yes?
; dlga_helliweg_introduce_1:helliweg_introduce_2|Who are you?
; dlga_helliweg_introduce_2:close_window|I'm Maester Helliweg, sworn to Runestone and house Royce
; dlga_start:close_window.279|Excuse me, I have to write a letter.
; dlga_start:wendamyr_introduce_1|Yes?
; dlga_wendamyr_introduce_1:wendamyr_introduce_2|Greetings. Who are you?
; dlga_wendamyr_introduce_2:wendamyr_master_talk|My name is Maester Wendamyr. I serve house Greyjoy.
; dlga_wendamyr_master_talk:wendamyr_master_customize|Can you tell me about the Iron Islands?
; dlga_wendamyr_master_customize:wendamyr_master_customize1|I suppose. The Iron Islands consists of seven major islands, Pyke, Great Wyk, Old Wyk, Harlaw, Saltcliffe, Blacktyde and Orkmont. Before the Conquest, the ironborn held sway wherever the sound of waves where heard, and ruled the Riverlands. When Balerion the Black Dread burned Harren and all his sons in the tower of Kingspyre, King Aegon offered the ironborn to choose amongst themselves who would hold supremacy over them. They choose Vickon Greyjoy and his line.
; dlga_wendamyr_master_customize1:wendamyr_master_customize2|The men of the Iron Islands have ever felt the strain of being unable to return to the Old Ways, and various Greyjoys have rebelled over the years. Before Balons rebellion, the last rebellion was led by Dagon Greyjoy, who prevailed against the lords Stark and Lannister, but was unable to defeat the Targaryens..
; dlga_wendamyr_master_customize2:wendamyr_master_talk|Opposed to the rest of Westeros, the Andals did not convert the First Men of the Isles to the Faith of the Seven, but rather saw themselves converted. The ironborn worship the Drowned God, who wages eternal war agains the Storm God. It is said the Drowned God made the ironborn to reave and rape, to carve out kingdoms for themselves and to make their names known in fire, blood and song.
; dlga_wendamyr_master_talk:close_window|Goodbye.
; dlga_start:close_window.280|I have to get going, the ravens need tending.
; dlga_start:helya_introduce_1|Huh? What? Where am I?
; dlga_helya_introduce_1:helya_introduce_2|Who are you?
; dlga_helya_introduce_2:close_window|I'm Helya, I run the household.
; dlga_start:close_window.281|What? Who are you?
; dlga_start:hotho_harlaw_introduce_1|Huh? I am Hotho Harlaw, who are you?
; dlga_hotho_harlaw_introduce_1:hotho_harlaw_introduce_2|I am {playername}.
; dlga_hotho_harlaw_introduce_2:close_window|Ah, yes, {playername}. Have we met before? Have you heard about my daughter? Most beautiful women in all the world!
; dlga_start:close_window.282|You ought to sup with me and my daughter.
; dlga_start:gwynesse_introduce_1|Huh?
; dlga_gwynesse_introduce_1:gwynesse_introduce_2|My lady, may I know who you are?
; dlga_gwynesse_introduce_2:close_window|I am Gwynesse Harlaw, sister to Rodrik, and rightful heir to Harlaw! It ought to be mine, I'm the oldest!
; dlga_start:close_window.283|What?
; dlga_start:alannys_introduce_1|Huh? What? Have you seen Rodrik?
; dlga_alannys_introduce_1:alannys_introduce_2|Are you well?
; dlga_alannys_introduce_2:close_window|My dear sons, where are they? Sweet Theon, when will he be home?
; dlga_start:close_window.284|What? Who are you? Where are my dear sons?
; dlga_start:old_nan_introduce_1|Huh? Yes?
; dlga_old_nan_introduce_1:old_nan_introduce_2|Who are you?
; dlga_old_nan_introduce_2:old_nan_master_talk|I'm Old Nan. I tell stories. Would you hear one?
; dlga_old_nan_master_talk:old_nan_master_customize|Can you tell me about the Night's King?
; dlga_old_nan_master_customize:old_nan_master_customize1|In the Age of Heroes, the Night's Watch choose their thirteenth Lord Commander. He was a fearless warrior, bold and brave. Once, when walking the Wall, he saw a beautiful woman on the other side. Her skin was pale as snow, and her eyes burned with a blue glow. Lesser men would have felt fear, but he was without such, and he met her at the edge of the woods, and there they made love, though her skin was cold as ice. When he gave his seed to her, he also gave her his soul.
; dlga_old_nan_master_customize1:old_nan_master_customize2|After their union, he brought her back to the Nightfort, and there he declared himself king, and her his queen, and he ruled the Nightfort as his own castle for thirteen years. Using vile sorcery, he bound the men of the Night's Watch to his will, and made them do his bidding. During those dark years, horrible atrocities where commited. In the end, the King in the North and Joramun, the King-Beyond-the-Wall, joined their forces and brought down the Night's King, freeing the men of the Night's Watch from his hold on them. 
; dlga_old_nan_master_customize2:old_nan_master_talk|When the two kings searched the Nightfort, they found that the Night's King had been sacrificing to the Others. The kings never spoke of what they saw, but it was decreed that the name of the Night's King may never be spoken again by living man. There are many tales about who the Night's King was. Some say a Bolton, other mentions the Umbers. Don't you believe them. The man who became the Night's King was born here in Winterfell, the younger brother of the same King in the North who killed him.
; dlga_old_nan_master_talk:close_window|Goodbye.
; dlga_start:close_window.285|I'm afraid I'm much too frail to continue talking.
dlga_start:theomore_introduce_1|Huh? Co chceš?
; dlga_theomore_introduce_1:theomore_introduce_2|Who are you?
; dlga_theomore_introduce_2:close_window|I am Maester Theomore, sworn to White Harbor
; dlga_start:close_window.286|What?
; dlga_start:bartimus_introduce_1|Hmm? Yes?
; dlga_bartimus_introduce_1:bartimus_introduce_2|Who are you?
; dlga_bartimus_introduce_2:bartimus_master_talk|I'm Ser Bartimus, castellan of the Wolf's Den.
; dlga_bartimus_master_talk:bartimus_master_customize|Can you tell me about the Wolf's Den?
