dlga_start:lco_conversation_end|Buyrun.
; dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|We have one more business. You'll give the money back to me.
; dlga_bandits_awaiting_remeet_2:close_window|Oh, that business! Of course. Let us get down to it.
; dlga_start:kidnapped_girl_encounter_1|Oh {Ser/my lady}. Thank you so much for rescuing me. Will you take me to my family now?
; dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Yes. Come with me. I'll take you home.
; dlga_kidnapped_girl_join:close_window|Unfortunately you do not seem to have room for me.
; dlga_kidnapped_girl_join:close_window.1|Oh, thank you so much!
; dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Wait here a while longer. I'll come back for you.
; dlga_kidnapped_girl_wait:close_window|Oh, please {Ser/my lady}, do not leave me here all alone!
; dlga_merchant_quest_about_job_2:lost_kidnapped_girl|Unfortunately I lost the girl on the way here...
; dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|Oh no! How am I going to tell this to my friend?
; dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|I'm sorry. I could do nothing about it.
; dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|You let me down {playername}. I had trusted you. I will let people know of your incompetence at this task. Also, I want back that {reg8} coins I gave you as the ransom fee.
; dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Of course. Here you are...
; dlga_merchant_quest_about_job_5a:close_window|At least you have the decency to return the money.
; dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Sorry. I don't have that amount with me.
; dlga_merchant_quest_about_job_5b:close_window|Do you expect me to believe that? You are going to pay that ransom fee back! Go and bring the money now!
; dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|This war between {s15} and {s14} has brought our town to the verge of ruin. Our caravans get raided before they can reach their destination. Our merchants are afraid to leave the safety of the town walls. And as if those aren't enough, the taxes to maintain the war take away the last bits of our savings. If peace does not come soon, we can not hold on for much longer.
; dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|You are right. But who can stop this madness called war?
; dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|It is your duty to help the nobles in their war effort. You shouldn't complain about it.
; dlga_merchant_quest_persuade_peace_reject:close_window|Hah. The nobles fight their wars for their greed and their dreams of glory. And it is poor honest folk like us who have to bear the real burden. But you obviously don't want to hear about that.
; dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|There have been attempts to reconcile the two sides and reach a settlement. However, there are powerful lords on both sides whose interests lie in continuing the war. {reg0?They:These men} urge all others not to heed to the word of sensible men, but to keep fighting. While these leaders remain influential, no peace settlement can be reached.
; dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Who are these warmongers who block the way of peace?
; dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|Who are these lords you speak of?
; dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|They are {s12} from {s15} and {s13} from {s14}. Until they change their mind or lose their influence, there will be no chance of having peace between the two sides.
; dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|What can be done about this?
; dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|Alas, it seems nothing can be done about it.
; dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|There is a way to resolve the issue. A particularly determined person can perhaps persuade one or both of these lords to accept making peace. And even if that fails, it can be possible to see that these lords are defeated by force and taken prisoner. If they are captive, they will lose their influence and they can no longer oppose a settlement... What do you think? Can you do it?
; dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|It seems difficult. But I will try.
; dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|If the price is right, I may.
; dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Forget it. This is not my problem.
; dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|Most of the merchants in the town will gladly open up their purses to support such a plan. I think we can collect {reg12} coins between ourselves. We will be happy to reward you with that sum, if you can work this out. Convince {s12} and {s13} to accept a peace settlement, and if either of them proves too stubborn, make sure he falls captive and can not be ransomed until a peace deal is settled.
; dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|All right. I will do my best.
; dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Sorry. I can not do this.
; dlga_merchant_quest_persuade_peace_10:close_window|Excellent. You will have our blessings. I hope you can deal with those two old goats. We will be waiting and hoping for the good news.
; dlga_merchant_quest_persuade_peace_no:close_window|Don't say no right away. Think about this for some time. If there is a {man/lady} who can manage to do this, it is you.
; dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Do I indeed! There's a group of bandits infesting the town, and I'm at the end of my rope as to how to deal with them. They've been ambushing and robbing townspeople under the cover of night, and then fading away quick as lightning when the guards finally show up. We've not been able to catch a one of them. They only attack lone people, never daring to show themselves when there's a group about. I need someone who can take on these bandits alone and win. That seems to be the only way of bringing them to justice. Are you up to the task?
; dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|There's a group of bandits infesting the town, and I'm at the end of my rope as to how to deal with them. They've been ambushing and robbing townspeople under the cover of night, and then fading away quick as lightning when the guards finally show up. We've not been able to catch a one of them. They only attack lone people, never daring to show themselves when there's a group about. I need someone who can take on these bandits alone and win. That seems to be the only way of bringing them to justice. Are you up to the task?
; dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Killing bandits? Why, certainly!
; dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|My apologies, I'm not interested.
; dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|That takes a weight off my shoulders, {playername}. You can expect a fine reward if you come back successful. Just don't get yourself killed, eh?
; dlga_merchant_quest_requested:merchant_quest_brief.9|One of the merchants here is looking for herdsmen to take his cattle to the market at {s13}.
; dlga_merchant_quest_brief:move_cattle_herd_quest_brief|The cattle herd must be at {s13} within 30 days. Sooner is better, much better, but it must be absolutely no later than 30 days. If you can do that, I'd be willing to pay you {reg8} coins for your trouble. Interested?
; dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Aye, I can take the herd to {s13}.
; dlga_move_cattle_herd_quest_brief:merchant_quest_stall|I am sorry, but no.
; dlga_move_cattle_herd_quest_taken:mayor_pretalk|Splendid. You can find the herd right outside the town. After you take the animals to {s13}, return back to me and I will give you your pay.
; dlga_merchant_quest_requested:mayor_pretalk|I am afraid I can't offer you a job right now.
; dlga_start:village_elder_deliver_cattle_thank|My good {Ser/my lady}. Our village is grateful for your help. Thanks to the {reg5} heads of cattle you have brought, we can now raise our own herd.
; dlga_village_elder_deliver_cattle_thank:village_elder_talk|My good {lord/lady}, please, is there anything I can do for you?
; dlga_start:close_window.330|Damn me, but you've done it, {playername}! You've wiped out all the smugglers. This village can prosper now. You certainly earned your reward. Here, take it, with my compliments.
; dlga_start:elder_hunt_down_smugglers_failed|{playername}. We have been waiting for word of a great battle between you and the smugglers, but we have heard nothing. Don't tell me you let them go?
; dlga_elder_hunt_down_smugglers_failed:elder_hunt_down_smugglers_failed_1a|Forgive me, elder, those smugglers were slippery as eels.
; dlga_elder_hunt_down_smugglers_failed_1a:close_window|Hmph, that is hardly an excuse for failure, {playername}. Now if you will excuse me, I need to work on the village defences, for they will be back, sure as winter.
; dlga_start:close_window.331|You disappoint me, {playername}. There were three groups of smugglers that I asked you to hunt down. Three! I suppose I should be grateful that they will not all return, their hearts black with vengeance for the poor villagers who sold them out. But some will return, and that will be a bloody business. Here. Take your reward, and let this business be done.
; dlga_start:village_elder_hunt_down_girl_thank|Thank you so much for finding the girl and sending her back. Hopefully this will be a lesson to all the foolish girls around here. We're struggling as it is, we can't afford any more of our young ones leaving and raising a brood in a rival village. How does that benefit anyone here? You have our thanks.
; dlga_start:village_elder_hunt_down_girl_thank.1|Well, I see there wasn't much point in sending you after the girl. Do you realise that this village is on the verge of extinction? Every year, we have fewer and fewer children, and see our youth leave us for the town, or for other villages. You have helped that process along. Bah!
; dlga_village_elder_hunt_down_girl_thank:village_elder_talk|Is there anything I can do for you?
; dlga_start:close_window.332|Hello, {playername}. We are in your debt for bringing back the farmers wife.  You are truly a friend to our village. 
; dlga_start:lost_kidnapped_wife|Unfortunately I lost the woman on the way here...
; dlga_lost_kidnapped_wife:lost_kidnapped_wife_2|Oh no! How am I going to tell this to the husband?
; dlga_lost_kidnapped_wife_2:lost_kidnapped_wife_3|I'm sorry. I could do nothing about it.
; dlga_lost_kidnapped_wife_3:village_elder_talk|You disappoint me, {playername}. I trusted you. I will let people know of your incompetence.
; dlga_start:village_elder_talk|Welcome to {s9}, {s0}. We were rejoiced by the news that you are the new {lord/lady} of our humble village. I am the village elder and I will be honoured to serve you in any way I can.
; dlga_start:village_elder_talk.1|Good day, {s0}, and welcome to {s9}. I am the elder of this village.
; dlga_start:village_elder_talk.2|Your highness, you honour our humble village with your presence.
; dlga_start:village_elder_talk.3|{My lord/My lady}, you honour our humble village with your presence.
; dlga_start:village_elder_talk.4|Good day, {s0}.
; dlga_village_elder_pretalk:village_elder_talk|Is there anything else I can do for you?
; dlga_village_elder_talk:village_elder_ask_fugitive|I am looking for a man by the name of {s4}. I was told he may be hiding here.
; dlga_village_elder_ask_fugitive:village_elder_pretalk|Strangers come and go to our village, {s0}. But I doubt you'll run into him at this hour of the night. You would have better luck during the day.
; dlga_village_elder_ask_fugitive:close_window|Strangers come and go to our village, {s0}. If he is hiding here, you will surely find him if you look around.
; dlga_village_elder_talk:village_elder_active_mission_1|About the task you asked of me...
; dlga_village_elder_talk:village_elder_request_mission_ask|Do you have any tasks I can help you with?
; dlga_village_elder_talk:village_elder_trade_begin|I want to buy some supplies. I will pay with gold.
; dlga_village_elder_trade_begin:village_elder_trade_talk|Of course, {Ser/my lady}. Do you want to buy goods or cattle?
; dlga_village_elder_trade_talk:village_elder_trade|I want to buy food and supplies.
; dlga_village_elder_trade:village_elder_pretalk|We have some food and other supplies in our storehouse. Come have a look.
; dlga_village_elder_trade_talk:village_elder_buy_cattle|I want to buy some cattle.
; dlga_village_elder_trade_talk:village_elder_pretalk|I changed my mind. I don't need to buy anything.
; dlga_village_elder_talk:village_elder_ask_enemies|Have you seen any enemies around here recently?
; dlga_village_elder_ask_enemies:village_elder_pretalk|I am sorry, {s0}. We have neither seen nor heard of any war parties in this area.
; dlga_village_elder_ask_enemies:village_elder_tell_enemies|Hmm. Let me think about it...
; dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
; dlga_village_elder_tell_enemies:village_elder_pretalk|No, {s0}. We haven't seen any war parties in this area for some time.
; dlga_village_elder_tell_enemies:village_elder_pretalk.1|Well, I guess that was all.
; dlga_village_elder_talk:village_elder_ask_set_fire|I need you to set a large fire on the outskirts of this village.
; dlga_village_elder_ask_set_fire:close_window|We have already agreed upon this, {s0}. I will do my best. You can trust me.
; dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|A fire, {s0}! Fires are dangerous! Why would you want such a thing?
; dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|I believe that we have already discussed this issue, {s0}.
; dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|We talked about this before {s0} and your previous offers were low compared to risk you want me to take.
; dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|I have my reasons, and you will have yours -- a purse of silver. Will you do it, or not?
; dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Given the risk you are taking, you are entitled to know my plan.
; dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|I wish to rescue a prisoner from {s4}. When you light the fire, the guards in {s4} will see the smoke, and some of them will rush outside to see what is going on. 
; dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_9|As you wish, {s0}. You have been a good friend to this village, and, even though there is a risk, we should be glad to return the favor. When do you want this fire to start?
; dlga_village_elder_ask_set_fire_2:close_window|I'm sorry, {s0}. You will forgive me for saying this, but we don't exactly have good reason to trust you. This is too dangerous.
; dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|As you say, {s0}. But in doing this, we are taking a very great risk. What's in it for us?
; dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|I can give you 100 coins.
; dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|I can give you 200 coins.
; dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|I can give you 300 coins.
; dlga_village_elder_ask_set_fire_3:close_window|Never mind.
; dlga_village_elder_ask_set_fire_4:village_elder_talk|This is madness. I cannot take such a risk.
; dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Then let's increase your reward to 200 coins.
; dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Then let's increase your reward to 300 coins.
; dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Then let's increase your reward to 300 coins. This is my last offer.
; dlga_village_elder_ask_set_fire_5:close_window|Never mind.
; dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Very well. You are asking me to take a very great risk, but I will do it. When do you want this fire to start?
; dlga_village_elder_ask_set_fire_7:village_elder_talk|I cannot do such a dangerous thing for 200 coins.
; dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Continue with your preparations. One hour from now, I need that fire.
; dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Do this in at the stroke of midnight. I will wait exactly one hour.
; dlga_village_elder_ask_set_fire_10:close_window|Very well, {my lord/my lady}. We will make our preparations. Now you make yours.
; dlga_village_elder_ask_set_fire_11:close_window|As you wish, {my lord/my lady}. May the heavens protect you.
; dlga_village_elder_talk:close_window|[Leave]
; dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|We have {reg5} heads of cattle, each for {reg6} coins. How many do you want to buy?
; dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|I am afraid we have no cattle left in the village {Ser/my lady}.
; dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|One.
; dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Two.
; dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Three.
; dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Four.
; dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Five.
; dlga_village_elder_buy_cattle_2:village_elder_pretalk|Forget it.
; dlga_village_elder_buy_cattle_complete:village_elder_pretalk|I will tell the herders to round up the animals and bring them to you, {Ser/my lady}. I am sure you will be satisfied with your purchase.
; dlga_village_elder_active_mission_1:village_elder_active_mission_2|Yes , have you made any progress on it?
; dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|Indeed. I brought you {reg5} packs of grain.
; dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|My good {lord/lady}. You have saved us from hunger and desperation. We cannot thank you enough, but you'll always be in our prayers. The village of {s13} will not forget what you have done for us.
; dlga_village_elder_deliver_grain_thank_2:village_elder_talk|My good {lord/lady}, please, is there anything I can do for you?
; dlga_village_elder_active_mission_2:village_elder_deliver_lumber_thank|Indeed. I brought you {reg5} bales of lumber.
; dlga_village_elder_deliver_lumber_thank:village_elder_deliver_lumber_thank_2|My good {lord/lady}. You have returned in the nick of time. We will start construction right away. If it's alright with you, we shall name a barn after you!
; dlga_village_elder_deliver_lumber_thank_2:village_elder_talk|My good {lord/lady}, please, is there anything I can do for you?
; dlga_village_elder_active_mission_2:village_elder_active_mission_3|I am still working on it.
; dlga_village_elder_active_mission_2:village_elder_mission_failed|I am afraid I won't be able to finish it.
; dlga_village_elder_active_mission_3:village_elder_pretalk|Thank you, {s0}. We are praying for your success everyday.
; dlga_village_elder_mission_failed:village_elder_pretalk|Ah, I am sorry to hear that {s0}. I'll try to think of something else.
; dlga_village_elder_request_mission_ask:village_elder_pretalk|Well {s0} you are already engaged with a task helping us. We cannot ask more from you.
; dlga_village_elder_request_mission_ask:village_elder_pretalk.1|No {s0}, We don't have any other tasks for you.
; dlga_village_elder_request_mission_ask:village_elder_tell_mission|A task?
; dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{My good sir/My good lady}, our village has been going through such hardships lately. The harvest has been bad, and recently some merciless bandits took away our seed grain that we had reserved for the planting season. If we cannot find some grain soon, we will not be able to plant our fields and then we will have nothing to eat for the coming year. If you can help us, we would be indebted to you forever.
; dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|Hmmm. How much grain do you need?
; dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|I can't be bothered with this. Ask help from someone else.
; dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|I think {reg5} packs of grain will let us start the planting. Hopefully, we can find charitable people to help us with the rest.
; dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|Then I will go and find you the grain you need.
; dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|I am afraid I don't have time for this. You'll need to find help elsewhere.
; dlga_village_elder_deliver_grain_mission_accept:close_window|Thank you, {s0}. We'll be praying for you night and day.
; dlga_village_elder_deliver_grain_mission_reject:close_window|Yes {s0}, of course. I am sorry if I have bothered you with our troubles.
; dlga_village_elder_tell_mission:elder_hunt_smugglers|There is something you may be able to help us with, {playername}. To add to all our other troubles, recently the village has become home to a nest of smugglers, who are normally based out of {s3}. They drink and carouse, not to mention being engaged in the nefarious practice of smuggling. I am afraid a passing lord will happen upon them, and exact terrible retribution on our poor village. Can you help us with this problem?
; dlga_elder_hunt_smugglers:elder_hunt_smugglers_accepted|I will deal with them. Where are they?
; dlga_elder_hunt_smugglers:elder_hunt_smugglers_rejected|I fear I cannot accept such a mission at the moment.
; dlga_elder_hunt_smugglers_accepted:close_window|Oh, that is good news, {playername}.  I'll send a boy to tell them that a raiding party has been seen on the horizon, and it appears to be making for {s4}. That should flush them out, and no doubt they will head directly for {s3}. It will then be up to you to hunt them down. Good luck.
; dlga_elder_hunt_smugglers_rejected:close_window|It looks like we must labour under this curse for a while longer then. Good day, {playername}.
; dlga_village_elder_tell_mission:elder_quest_scholar|My {lord/lady}! You must help! They're eating all our food! Wait, arh, let me explain. Several days ago, a party of noblemen arrived in the village. They were on their way to {s8}, when they were attacked by bandits. Their escort fled, and the noblemen themselves barely made it here.
; dlga_elder_quest_scholar:escort_scholars_quest_brief|And now we can't get rid of them! They refuse to leave without an escort and they're chubby fellows, my {lord/lady}. They eat, and eat, and eat. If we don't get rid of them soon, we'll all be in grave danger come winter. If you can take them to {s8}, we will be eternally grateful. But please, don't lose them along the way, for sure as a pig is a pig, they'll be back here like a shot.
; dlga_escort_scholars_quest_brief:scholar_quest_taken|I will escort the nobles.
; dlga_escort_scholars_quest_brief:escort_scholars_reject|Sorry. I can't do that right now
; dlga_scholar_quest_taken:close_window|Thank you, my friend. We'll wish you the speed of a fox.
; dlga_escort_scholars_reject:close_window|Yes, yes, of course. I am sorry if I have bothered you with our troubles.
; dlga_start:close_window.333|We can cover the rest of the way ourselves. Our thanks.
; dlga_start:close_window.334|Well, we have almost reached {s21}. We can cover the rest of the way ourselves. Here's your pay... {reg14} coins. Thanks for escorting us. Oh, and we realise you have had to put up with a lot on this journey, which was one such as should be commemorated in verse! Please accept this book - careful, careful, it belonged to a famous maester, as an extra reward. Now, I believe the inn is open. Farewell and may the Father Above bless you!.
; dlga_start:close_window.335|Well, we have almost reached {s21}. We can cover the rest of the way ourselves. Here's your pay... {reg14} coins. We also had a present for you, a token of our esteem, but you seem unable to carry any more. Never mind that then! Thanks for escorting us. Good luck and may the Warrior give your arm strength!
; dlga_start:scholars_intro_1|Greetings. You must be our escort, right?
; dlga_scholars_intro_1:scholars_intro_2|Yes. My name is {playername}. I will lead you to {s1}.
; dlga_scholars_intro_2:escort_scholars_talk|Well, It is good to know we won't travel alone. What do you want us to do now?
; dlga_escort_scholars_talk:scholars_follow_lead|You follow my lead. I'll take you through a safe route.
; dlga_scholars_follow_lead:close_window|Alright. We'll be right behind you.
; dlga_escort_scholars_talk:scholars_stay_here|You stay here for a while. I'll go ahead and check the road.
; dlga_scholars_stay_here:close_window|Alright. We'll be waiting here for you.
; dlga_start:escort_scholars_talk2|Young {man/lady}! I really do think we should, ah, get a move on. We really can't tarry in this area. We must reach a sept soon, or we shall, erm, expire. Although I don't expect one such as yourself to understand... eh?
; dlga_escort_scholars_talk2:scholars_follow_lead2|You follow my lead. I'll take you through a safe route.
; dlga_scholars_follow_lead2:close_window|Alright. We'll be right behind you.
; dlga_escort_scholars_talk2:scholars_stay_here2|You stay here for a while. I'll go ahead and check the road.
; dlga_scholars_stay_here2:close_window|Alright. We'll be waiting here for you.
; dlga_escort_scholars_talk2:scholars_defiant|Give me your valuables!
; dlga_scholars_defiant:escort_scholars_talk3|This is an outrage! Don't think you can threaten us, you heathen oaf. Now hurry on and make sure the way is safe.
; dlga_escort_scholars_talk3:scholars_follow_lead3|You follow my lead. I'll take you through a safe route.
; dlga_scholars_follow_lead3:close_window|Alright. We'll be right behind you.
; dlga_escort_scholars_talk3:scholars_stay_here3|You stay here for a while. I'll go ahead and check the road.
; dlga_scholars_stay_here3:close_window|Alright. We'll be waiting here for you.
; dlga_escort_scholars_talk3:scholars_follow_lead4|I've had it with your incessant whining. Let's see if the pen is mightier than the sword!
; dlga_scholars_follow_lead4:close_window|To arms, brothers!
; dlga_village_elder_tell_mission:kidnapped_wife_brief|Actually, I was looking for a reliable {man/helper} that can undertake an important mission. The wife of one of our farmers was taken by bandits a couple of days ago. The man is distraught. We canot pay you, my {lord/lady}, but you would always be welcome in our village if you could bring her back.
; dlga_kidnapped_wife_brief:kidnapped_wife_quest_brief|The amount the bandits ask as ransom is {reg12} coins.  You have 15 days to take the money to the bandits who will be waiting near the village of {s4}. Those bastards said that they are going to rape the woman if they don't get the money by that time.
; dlga_kidnapped_wife_quest_brief:kidnapped_wife_quest_taken|Alright. I will take the ransom money to the bandits and bring back the wife.
; dlga_kidnapped_wife_quest_taken:close_window|Good. I knew we could trust you at this. And please, don't attempt to do anything rash. Keep in mind that the womans virtue is more important than anything else...
; dlga_kidnapped_wife_quest_brief:kidnapped_wife_reject|Sorry. I don't have time for this right now.
; dlga_kidnapped_wife_reject:close_window|Yes, yes, of course. I am sorry if I have bothered you with our troubles.
; dlga_start:close_window.336|Thank you so much for bringing me back!  I can't wait to see my family, my sisters and mother, even my husband!
; dlga_kidnapped_wife_liberated_map:kidnapped_wife_liberated_map_2a|Yes. Come with me. We are going home.
; dlga_kidnapped_wife_liberated_map_2a:close_window|Unfortunately, you do not have room in your party for me.
; dlga_kidnapped_wife_liberated_map_2a:close_window.1|Oh really? Thank you so much!
; dlga_kidnapped_wife_liberated_map:kidnapped_wife_liberated_map_2b|Wait here a while longer. I'll come back for you.
; dlga_kidnapped_wife_liberated_map_2b:close_window|Oh, please {my lord/my lady}, do not leave me here all alone!
; dlga_start:kidnapped_wife_liberated_map|Oh {my lord/my lady}. Thank you so much for rescuing me. Will you take me to my family now?
; dlga_kidnapped_wife_liberated_battle:kidnapped_wife_liberated_battle_2a|Yes. Come with me. We are going home.
; dlga_kidnapped_wife_liberated_battle_2a:kidnapped_wife_liberated_battle_2b|Unfortunately, you do not have room in your party for me.
; dlga_kidnapped_wife_liberated_battle_2a:close_window|Oh really? Thank you so much!
; dlga_kidnapped_wife_liberated_battle:kidnapped_wife_liberated_battle_2b|Wait here a while longer. I'll come back for you.
; dlga_kidnapped_wife_liberated_battle_2b:close_window|Oh, please {my lord/my lady}, do not leave me here all alone!
; dlga_start:kidnapped_wife_liberated_map.1|Can I come with you now?
; dlga_village_elder_tell_mission:village_elder_mission_hunt_down_girl_told|I have a delicate matter and I'm in need of help, there's a young maiden called {s4} who has run off with a lad from a neighbouring village. Run off! Can you believe it? We're living in changing times. When I were a boy, something like this would be unthinkable. Anyway, her father is on my back, night and day, saying that as Elder, I should get her back. That puts me in an uncomfortable position, so I'm thinking you might head over to {s3} and convince the girl to come back. What do you say?
; dlga_village_elder_mission_hunt_down_girl_told:village_elder_mission_hunt_down_girl_accepted|I will go there and find the girl.
; dlga_village_elder_mission_hunt_down_girl_told:village_elder_mission_hunt_down_girl_rejected|I am too busy to go after her at the moment.
; dlga_village_elder_mission_hunt_down_girl_accepted:close_window|That's excellent, {playername}. I will be grateful to you and so will the family of the girl. Tsk, the youth of today. Well, good luck finding her. Oh, one more thing - you'd better make haste. In my experience, these things are usually settled within a couple of days.
; dlga_village_elder_mission_hunt_down_girl_rejected:close_window|As you wish, {playername}. I suppose I'll have to go there myself, and deal with their elder... He's a miserable old so-and-so.
; dlga_village_elder_tell_mission:village_elder_tell_deliver_lumber_mission|{My good lord/My good lady}, our village has been going through such hardships lately. We recently suffered a bandit attack - alas, it is all too common these days. The wretches, not content with ransacking the village, also burned down several buildings. As it stands, we have nowhere to store the harvest. We could use some lumber to help rebuild our village. If you can help us, we would be indebted to you forever.
; dlga_village_elder_tell_deliver_lumber_mission:village_elder_tell_deliver_lumber_mission_2|Hmmm. How much lumber do you need?
; dlga_village_elder_tell_deliver_lumber_mission:village_elder_deliver_lumber_mission_reject|I can't be bothered with this. Gather your own wood, peasant.
; dlga_village_elder_tell_deliver_lumber_mission_2:village_elder_tell_deliver_lumber_mission_3|I think {reg5} bales of lumber will let us start building. We have plenty of keen villagers to help us with that.
; dlga_village_elder_tell_deliver_lumber_mission_3:village_elder_deliver_lumber_mission_accept|Then I will go and find you the lumber you need.
; dlga_village_elder_tell_deliver_lumber_mission_3:village_elder_deliver_lumber_mission_reject|I am afraid I don't have time for this. You'll need to find help elsewhere.
; dlga_village_elder_deliver_lumber_mission_accept:close_window|Thank you, {my lord/my lady}. We'll be praying for you night and day!
; dlga_village_elder_deliver_lumber_mission_reject:close_window|Yes, yes, of course. I am sorry if I have bothered you with our troubles.
; dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|We are suffering greatly at the hands of a group of bandits. They take our food and livestock, and kill anyone who doesn't obey them immediately. Our men are angry that we cannot defend ourselves, but we are only simple farmers... However, with some help, I think that some of the people here could be more than that. We just need an experienced warrior to teach us how to fight.
; dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|I can teach you how to defend yourself.
; dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|You peasants have no business taking up arms. Just pay the bandits and be off with it.
; dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|You will? Oh, splendid! We would be deeply indebted to you, {s0}. I'll instruct the village folk to assemble here and receive your training. If you can teach us how to defend ourselves, I promise you'll receive everything we can give you in return for your efforts.
; dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|Yes, of course {s0}.  Thank you for your counsel.
; dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|Bandits have driven away our cattle. Our pastures are empty. If we had just a few heads of cattle we could start to raise a herd again.
; dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|How many animals do you need?
; dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|I don't have time for this. Ask help from someone else.
; dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|I think {reg5} heads will suffice for a small herd.
; dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|Then I will bring you the cattle you need.
; dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|I am afraid I don't have time for this. You'll need to find help elsewhere.
; dlga_village_elder_deliver_cattle_mission_accept:close_window|Thank you, {s0}. We'll be praying for you night and day.
; dlga_village_elder_deliver_cattle_mission_reject:close_window|Yes {s0}, of course. I am sorry if I have bothered you with our troubles.
