str_no_string|AUCUNE CHAÎNE !
str_s12s15_is_currently_on_the_offensive_against_s17_now_held_by_s16_and_reluctant_to_negotiate|{s12}{s15} mène l'offensive contre le {s17}, actuellement aux mains du {s16} qui refuse de négocier.
str_s12s15_is_alarmed_by_the_growing_power_of_s16|{s12}{s15} s'inquiète du pouvoir grandissant du {s16}.
str_s12s15_distrusts_s16_and_fears_that_any_deals_struck_between_the_two_realms_will_not_be_kept|{s12}{s15} se méfie du {s16} et craint que les accords conclus entre les deux royaumes ne soient pas respectés.
str_s12s15_is_at_war_on_too_many_fronts_and_eager_to_make_peace_with_s16|{s12}{s15}, en guerre sur trop de fronts à la fois, souhaite vivement faire la paix avec le {s16}.
str_s12s15_seems_to_think_that_s16_and_reg4shehe_have_a_common_enemy_in_the_s17|{s12}{s15} semble croire que le {s16} et {reg4?elle:lui} ont un ennemi commun : le {s17}.
str_s12s15_feels_frustrated_by_reg4herhis_inability_to_strike_a_decisive_blow_against_s16|{s12}{s15} se sent {reg4?frustrée:frustré} par son incapacité à porter le coup décisif à {s16}.
str_s12s15_has_suffered_enough_in_the_war_with_s16_for_too_little_gain_and_is_ready_to_pursue_a_peace|{s12}{s15}, ayant suffisamment souffert lors de la guerre contre {s16}, sans en tirer les bénéfices attendus, voudrait faire la paix.
str_s12s15_would_like_to_firm_up_a_truce_with_s16_to_respond_to_the_threat_from_the_s17|{s12}{s15} aimerait conclure une trêve avec {s16} pour répondre à la menace venant de {s17}.
str_s12s15_wishes_to_be_at_peace_with_s16_so_as_to_pursue_the_war_against_the_s17|{s12}{s15} souhaite faire la paix avec le {s16} afin de poursuivre la guerre contre le {s17}.
str_s12s15_seems_to_be_intimidated_by_s16_and_would_like_to_avoid_hostilities|{s12}{s15} semble {intimidé/intimidée} par le {s16} et préférerait éviter les hostilités.
str_s12s15_has_no_particular_reason_to_continue_the_war_with_s16_and_would_probably_make_peace_if_given_the_opportunity|{s12}{s15} n'a aucune raison de rester en guerre avec le {s16} et ferait probablement la paix si l'occasion se présentait.
str_s12s15_seems_to_be_willing_to_improve_relations_with_s16|{s12}{s15} semble souhaiter améliorer ses relations avec le {s16}.
str_excuse_me_how_can_you_possibly_imagine_yourself_worthy_to_marry_into_our_family|Excusez-moi ? Comment osez-vous songer à épouser un membre de notre famille ?
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction_fight_hard_count_your_dinars_and_perhaps_some_day_in_the_future_we_may_speak_of_such_things_my_good_man|Hum... par respect pour cette dame, nous lui recherchons un mari ayant quelques distinctions particulières. Combattez  avec ardeur, économisez votre argent, et peut-être qu'un jour proche, nous pourrons parler de ces choses, mon bon monsieur!
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction|Hum... Compte tenu de son rang, nous lui recherchons un homme d'une certaine distinction.
str_it_is_too_early_for_you_to_be_speaking_of_such_things_you_are_still_making_your_mark_in_the_world|Il est encore trop tôt pour en parler. Vous devez d'abord vous faire un nom.
str_you_dont_serve_the_s4_so_id_say_no_one_day_we_may_be_at_war_and_i_prefer_not_to_have_to_kill_my_inlaws_if_at_all_possible|Vous ne servez pas {s4}, alors je dis non. Un jour, nous serons peut-être en guerre, et je préférerais ne pas avoir à tuer ma belle-famille, si possible.
str_as_you_are_not_a_vassal_of_the_s4_i_must_decline_your_request_the_twists_of_fate_may_mean_that_we_will_one_day_cross_swords_and_i_would_hope_not_to_make_a_widow_of_a_lady_whom_i_am_obligated_to_protect|Comme vous n'êtes pas un vassal de {s4}, je ne puis accepter votre requête. Le sort nous amènera peut-être un jour à croiser le fer, et je ne voudrais pas faire une veuve d'une dame que j'ai l'obligation de protéger.
str_as_you_are_not_a_pledged_vassal_of_our_liege_with_the_right_to_hold_land_i_must_refuse_your_request_to_marry_into_our_family|N'étant pas un vassal de notre Suzerain, vous n'avez pas le droit de posséder des terres. Je suis donc dans l'obligation de refuser votre demande en mariage avec un membre de notre famille.
str_look_here_lad__the_young_s14_has_been_paying_court_to_s16_and_youll_have_to_admit__hes_a_finer_catch_for_her_than_you_so_lets_have_no_more_of_this_talk_shall_we|Regardez... Le jeune {s14} fait la cour à {s16}. Admettez qu'il constitue pour elle un bien meilleur parti que vous. Cette conversation est terminée.
str_i_do_not_care_for_you_sir_and_i_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors|Vous ne m'intéressez pas, Messire, et je considère qu'il est de mon devoir de protéger les femmes de ma famille des soupirants indésirables...
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date|Hum. Les jeunes filles s'égarent facilement, aussi par devoir envers les femmes de ma famille, j'aimerais apprendre à mieux vous connaître. Nous pourrons en reparler à une date ultérieure.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress|Vous seriez en effet un beau parti pour la jeune maîtresse.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony|{Mon seigneur/Madame}, compte tenu de nos relations passées, cette proposition me surprend beaucoup. Je doute que vous soyez le genre de {mari/femme} qui se plie à la volonté de son {épouse/époux}, et je préférerais que notre vie maritale ne soit pas source de constante acrimonie.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword|Je préférerais épouser {un homme/une demoiselle} qui {chérira/obéira} à {son mari/sa femme} sans que je sois obligé{reg3?:e} de lui trancher la tête d'un coup d'épée.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure|{Mon seigneur/Ma dame}, tandis que j'admire votre courage et votre {audace/beauté}, vous me pardonnerez si je vous dis qu'{un homme/une femme} comme vous ne convient pas à l'idéal que je me fais d'{un homme /une femme} {délicat/délicate} et {pur/pure}.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you|Non. Je veux {un homme/une femme} qui sache se taire et obéir. Et je doute que vous ayez ces qualités.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage|{Mon seigneur/Madame}, vous avez beaucoup d'atouts, mais vous ne possédez aucun bien. Une telle alliance serait un acte d'ingratitude envers mes ancêtres et ma lignée.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family|{Mon seigneur/Madame}, vous êtes {un homme/une femme} sans famille de renom, sans possessions - en bref, une personne quelconque. Pensez-vous que vous êtes digne de rentrer dans ma famille?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage|{Mon seigneur/Madame}... pardonnez-moi... notre relation n'est pas de celles que les poètes estiment nécessaires pour faire un mariage heureux.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you|Hum, je crois que pour rester dans le camp de {s4}, mieux vaut que je ne vous épouse pas.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union|Vous servez un autre royaume. Je doute que {s4} accorde sa bénédiction à notre union.
str_madame_my_heart_currently_belongs_to_s4|{Mon seigneur/Madame}, mon cœur appartient à {s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration|{Mon seigneur/Madame}, vous avez beaucoup d'esprit, et beaucoup de courage et vous êtes à la fois de bonne prestance et de bonne intelligente. Je vais réfléchir à votre proposition.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife|{Mon seigneur/Madame}, vous avez beaucoup d'esprit, vous êtes {courageux/courageuse} et vous êtes à la fois {beau, élégant et intelligent/belle, élégante et intelligente}. Je serais très honoré de vous prendre pour {mari/femme}.
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes|Ah... "Kais et Layali"... Quelle triste histoire ! Elle a maintes fois été contée dans ma famille par les troubadours qui passaient chez nous, et elle nous a toujours tiré des larmes.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have|"Kais et Layali" ? Ce ne sont que trois cents strophes de pleurnicheries, si vous voulez mon avis. Kais n'aurait jamais eu le cœur brisé s'il avait accepté sa condition au lieu de convoiter ce qu'il ne pouvait pas avoir.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles|"Kais et Layali" ? On n'aurait jamais dû écrire un poème aussi triste ! Si Kais et Layali avaient vraiment été faits l'un pour l'autre, leur amour aurait surmonté tous les obstacles !
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way|Ah, "Kais et Layali" ! Un peu vieillot, mais plutôt touchant.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow|La saga de "Helgered et Kara" ? Quelle belle époque que celle de nos ancêtres ! Les femmes comme Kara pouvaient s'aventurer dans le monde comme les hommes, se faire un nom sans se languir dans l'ombre de leur mari.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it|Ah, la saga de "Helgered et Kara" ! Voilà une femme qui savait ce qu'elle voulait, prête à tout pour l'obtenir.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family|La saga de "Helgered et Kara" ? Quelle terrible histoire ! Mais elle évoque un très grand amour pour lequel l'héroïne était prête à faire la guerre à sa propre famille.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman|La saga de "Helgered et Kara" ? Si je m'en souviens bien, Kara fait passer ses passions avant son devoir envers sa famille et fait la guerre à son propre père. Je n'ai pas de temps à perdre avec un poème qui fait l'éloge d'une telle femme !
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature|La saga de "Helgered et Kara" ? Comment une femme pourrait revêtir une armure et porter une épée! Comment un homme pourrait aimer une créature sans douceur!
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so|"Une Conversation dans le Jardin"? Je ne peux comprendre la dame dans ce poème. Si elle aime l'homme, pourquoi elle le taquine?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable|"Une Conversation dans le Jardin"? Voyons -- il est moralement édifiante, il exalte la tromperie, il se termine par une vierge qui s'abandonne à ses pulsions... Et pourtant je ne peux pas m'empêcher de le trouver charmant, peut-être parce que cela nous dit que l'amour n'a pas besoin d'être tragique pour être mémorable.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice|"Une Conversation dans le Jardin"? C'est un conte que chaque femme devrait connaître par cœur, pour apprendre les subtilités de la politique, qu'elle doivent pratiquer!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul|"Une Conversation dans le Jardin"? C'est drôle, je suppose - mais il n'y a rien qui suscite vraiment mon âme.
str_storming_the_fortress_of_love_ah_yes_the_lady_sits_within_doing_nothing_while_the_man_is_the_one_who_strives_and_achieves_i_have_enough_of_that_in_my_daily_life_why_listen_to_poems_about_it|"A l'assaut de la Forteresse de l'Amour"? Ah, oui. La dame est assis et ne fait rien, tandis que l'homme est celui qui cherche et réalise. Cela ressemble assez à la vie quotidienne. Pourquoi écouter des poèmes à ce sujet?
str_storming_the_fortress_of_love_ah_yes_an_uplifting_tribute_to_the_separate_virtues_of_man_and_woman|"A l'assaut de la Forteresse de l'Amour"? Ah, oui. Un hommage inspirant les vertus distinctes de l'homme et de la femme.
str_storming_the_fortress_of_love_ah_yes_but_although_it_is_a_fine_tale_of_virtues_it_speaks_nothing_of_passion|"A l'assaut de la Forteresse de l'Amour"? Ah, oui. Mais bien que ce soit une belle histoire de vertus, elle ne parle pas de passion!
str_storming_the_fortress_of_love_ah_a_sermon_dressed_up_as_a_love_poem_if_you_ask_me|À l'assaut de la Forteresse de l'Amour" ? Ah... Voilà un sermon déguisé en poème d'amour, si vous voulez mon avis.
str_a_hearts_desire_ah_such_a_beautiful_account_of_the_perfect_perfect_love_to_love_like_that_must_be_to_truly_know_rapture|Les désirs du cœur" ? Ah, très belle ode au parfait amour ! Aimer ainsi doit être un ravissement !
str_a_hearts_desire_silly_if_you_ask_me_if_the_poet_desires_a_lady_then_he_should_endeavor_to_win_her__and_not_dress_up_his_desire_with_a_pretense_of_piety|Les désirs du cœur" ? Idiot, si vous voulez mon avis. Si le poète désire une femme, qu'il s'efforce de la conquérir... et non de dissimuler son désir sous un semblant de piété !
str_a_hearts_desire_hmm__it_is_an_interesting_exploration_of_earthly_and_divine_love_it_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man_but_i_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions|Les désirs du cœur" ? Hum, voilà une exploration intéressante de l'amour terrestre et divin. Cela évoque la quête spirituelle dans laquelle l'homme puise le meilleur de lui-même, mais je me demande si le poète n'a pas confondu son désir d'élévation avec ses passions les plus primaires.
str_a_hearts_desire_oh_yes__it_is_very_worthy_and_philosophical_but_if_i_am_to_listen_to_a_bard_strum_a_lute_for_three_hours_i_personally_prefer_there_to_be_a_bit_of_a_story|Les désirs du cœur" ? Oh, oui... c'est très digne et philosophique. Mais je n'ai guère envie d'écouter un barde jouer du luth pendant trois heures !
str_reg3_units_of_s4_for_reg5_guests_and_retinue|{reg3} unités de {s4} pour {reg5} invités et leurs gens
str_reg3_units_of_spice_of_reg5_to_be_consumed|{reg3} unités d'épices de {reg5} à consommer
str_reg3_units_of_oil_of_reg5_to_be_consumed|{reg3} unités d'huile de {reg5} à consommer
str_of_food_which_must_come_before_everything_else_the_amount_is_s8|De nourriture, qui doit être prioritaire, la quantité est {s8}
str_s9_and_the_variety_is_s8_|{s9} et la diversité est {s8}.
str_s9_of_drink_which_guests_will_expect_in_great_abundance_the_amount_is_s8|{s9} de boisson, que les invités voudront profiter en abondance, la quantité est {s8}
str_s9_of_spice_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts_the_amount_is_s8_|{s9} d'épices, indispensables pour montrer que nous ne reculons devant aucune dépense pour nos invités, la quantité est {s8}. 
str_s9_of_oil_which_we_shall_require_to_light_the_lamps_the_amount_is_s8|{s9} d'huile, dont nous aurons besoin pour l'éclairage, la quantité est {s8}.
str_s9_overall_our_table_will_be_considered_s8|{s9} de façon générale, notre table sera considérée comme {s8}.
str_rebel|rebelle
str_bandit|bandit
str_relation_of_prisoner_with_captor_is_reg0|relation prisonnier/geôlier : {reg0}
str_s5_suffers_attrition_reg3_x_s4|{s5} douleurs avilissantes : {reg3} x {s4}
str_s10_said_on_s1_s11__|{s10} a dit à propos de {s1} : {s11}^^
str_totalling_casualties_caused_during_mission|Total des victimes de la mission...
str_removing_s4_from_s5|Suppression de {s4} de {s5}
str_s4_joins_prison_break|{s4} participe à l'évasion
str_helper_is_spawned|assistance
str_leaving_area_during_prison_break|Quitter la zone pendant l'évasion
str_talk_to_the_trainer|Parler au mentor.
str_woman|femme
str_man|homme
str_noble|noble
str_common|roturier
str_may_find_that_you_are_able_to_take_your_place_among_calradias_great_lords_relatively_quickly|pouvez considérer que vous allez vite faire parti des grands seigneurs du royaume
str_may_face_some_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|risquez d'avoir du mal à vous imposer comme l'égal des grands seigneurs du royaume
str_may_face_great_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|risquez d'avoir beaucoup de mal à vous imposer comme l'égal des grands seigneurs du royaume
str_current_party_morale_is_reg5_current_party_morale_modifiers_are__base_morale__50_party_size_s2reg1_leadership_s3reg2_food_variety_s4reg3s5s6_recent_events_s7reg4_total__reg5___|Le moral actuel du groupe est de {reg5}.^Les facteurs influant sur le moral du groupe sont :^^Moral de base : +{reg6}^Taille du groupe : {s2}{reg1}^Sens du commandement : {s3}{reg2}^Diversité de la nourriture : {s4}{reg3}{s5}{s6}^Événements récents : {s7}{reg4}^TOTAL : {reg5}^^^
str_s1extra_morale_for_s9_troops__reg6_|{s1}Moral supplémentaire pour les troupes du {s9} : {reg6}^
str_courtships_in_progress_|Relations de séduction en cours :^
str_s1_s2_relation_reg3_last_visit_reg4_days_ago|{s1}^{s2}, relation {reg3}, dernière visite il y a {reg4} jours
str_s1__poems_known|{s1}^^Poèmes connus :
str_s1_storming_the_castle_of_love_allegoric|{s1}^À l'assaut du Château de l'Amour (allégorique)
str_s1_kais_and_layali_tragic|{s1}^Kais et Layali (tragique)
str_s1_a_conversation_in_the_garden_comic|{s1}^Une Conversation dans le Jardin (comique)
str_s1_helgered_and_kara_epic|{s1}^Helgered et Kara (épique)
str_s1_a_hearts_desire_mystic|{s1}^Les désirs du cœur (mystique)
str_no_companions_in_service|Aucun compagnon en service
str_gathering_support|En quête de soutien
str_expected_back_imminently|Retour imminent attendu
str_expected_back_in_approximately_reg3_days|Retour attendu dans {reg3} jours environ
str_gathering_intelligence|Recueil de renseignements
str_diplomatic_embassy_to_s9|Ambassade diplomatique au {s9}
str_serving_as_minister|En service en tant que ministre
str_in_your_court_at_s9|À votre cour de {s9}
str_under_arms|À votre service en ce moment
str_in_your_party|Dans votre groupe
str_attacking_enemy_army_near_s11|Attaque de l'armée ennemie près de {s11}
str_holding_feast_at_s11|Banquet en cours à {s11}
str_s9s10_current_state_s11_hours_at_current_state_reg3_current_strategic_thinking_s14_marshall_s12_since_the_last_offensive_ended_reg4_hours_since_the_decisive_event_reg10_hours_since_the_last_rest_reg9_hours_since_the_last_feast_ended_reg5_hours_percent_disgruntled_lords_reg7_percent_restless_lords_reg8__|{s9}{s10}^État actuel : {s11}^Heures dans l'état actuel : {reg3}^Stratégie actuelle : {s14}^Maréchal : {s12}^Depuis la fin de la dernière offensive : {reg4} heures^Depuis l'événement décisif : {reg10} heures^Depuis le dernier repos d'au moins 18 heures : {reg9} heures^Depuis la fin du dernier banquet : {reg5} heures^Pourcentage de seigneurs mécontents : {reg7} %^Pourcentage de seigneurs nerveux : {reg8} %^^
str__right_to_rule_reg12|^Droit à régner : {reg12}.
str_political_arguments_made_legality_reg3_rights_of_lords_reg4_unificationpeace_reg5_rights_of_commons_reg6_fief_pledges_reg7|Arguments politiques avancés :^Légitimité : {reg3}^Droits des seigneurs : {reg4}^Unification/paix : {reg5}^Droits du peuple : {reg6}^Promesses de fief : {reg7}
str_renown_reg2_honour_rating_reg3s12_friends_s8_enemies_s6_s9|Renommée : {reg2}.^Honneur : {reg3}.{s12}^Amis : {s8}.^Ennemis : {s6}.^{s9}
str_you_lie_stunned_for_several_minutes_then_stagger_to_your_feet_to_find_your_s10_standing_over_you_you_have_lost_the_duel|Vous restez {étourdi/étourdie} quelques minutes, puis vous vous relevez en titubant et voyez votre {s10} au-dessus de vous. Vous avez perdu le duel.
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel|{s10} reste quelques minutes {étendu/étendue} dans la poussière de l'arène, puis se relève. Vous avez gagné le duel.
str__this_castle_is_temporarily_under_royal_control| Ce château est temporairement sous contrôle royal.
str__this_castle_does_not_seem_to_be_under_anyones_control| Il semble que personne ne contrôle ce château.
str__this_town_is_temporarily_under_royal_control| Cette ville est temporairement sous contrôle royal.
str__the_townspeople_seem_to_have_declared_their_independence| Les citadins semblent avoir déclaré leur indépendance.
str_to_your_husband_s11|à votre mari, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate| Vous voyez la bannière de votre {femme/mari}, {s7}, flotter au-dessus de la porte du château.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates| La bannière de votre {femme/mari}, {s7}, flotte au-dessus des portes de la ville.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^Le seigneur donne actuellement un banquet dans sa salle de réception.
str__join_the_feast| (rejoindre le banquet)
str_belligerent_drunk_in_s4|Belligérant soûl à {s4}
str_belligerent_drunk_not_found|Belligérant soûl introuvable
str_roughlooking_character_in_s4|Personnage belliqueux à {s4}
str_roughlooking_character_not_found|Personnage belliqueux introuvable
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. Mais vous êtes vous-même suffisamment {distingué/distinguée} pour être {convié/conviée} au banquet organisé au château du seigneur.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. Vous êtes également {convié/conviée} au banquet organisé au château.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} Malheureusement, {s12} a été {blessé/blessée} et a dû être {laissé/laissée} en retrait.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} De plus, {s12} a été {blessé/blessée} et a dû être {laissé/laissée} en retrait.
str_with_the_s10|au {s10}
str_outside_calradia|en-dehors de ce monde.
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|Vous faites l'objet d'une inculpation pour trahison envers le {s7}. Vos biens ont été confisqués et vous avez intérêt à fuir si vous tenez à la vie.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|Sur ordre du {s6}, le {s4} de {s5} fait l'objet d'une inculpation pour trahison. Le seigneur a été privé de tous ses biens et a pris la fuite. On dit qu'il s'est exilé à {s11}.
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|habitants de {s1}, village revendiqué par le {s4}, ont été maltraités par leurs suzerains du {s3} et implorent la protection du {s5}
str_villagers_from_s1_stole_some_cattle_from_s2|villageois de {s1} ont volé le bétail appartenant à {s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|villageois de {s1} ont enlevé une femme d'une famille importante de {s2} pour lui faire épouser l'un de leurs fils
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|villageois de {s1} ont tué des fermiers de {s2} lors d'une querelle au sujet de la déviation d'un cours d'eau
str_your_new_minister_|Votre nouveau ministre 
str_s10_is_your_new_minister_and_|{s10} est votre nouveau ministre et 
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12|Compte tenu de la chute de {s10}, votre cour a été transférée à {s12}
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_|Suite à la chute de {s10}, votre fidèle vassal {s9} a invité votre cour à {s11} 
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go|Suite à la chute de {s11}, votre cour n'a plus nulle part où aller
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly|{s8} souhaite vous informer que les seigneurs du {s9} assisteront à un banquet dans sa grande salle de {s10} et vous invite à vous joindre à cette auguste assemblée.
str_consult_with_s11_at_your_court_in_s12|Consultez {s11} à votre cour de {s12}
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years|Aussi brève que fut notre séparation, il m'a semblé qu'elle durait des années.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again|À peine étiez-vous {parti/partie} que je me languissais déjà de vous.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_|Je n'ai pas de nouvelles de vous, probablement parce que vous êtes très {occupé/occupée} et, en dépit de cette absence, je ne doute pas de la sincérité de vos attentions à mon égard.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_|Je suis sûre que vous vous êtes comporté en gentilhomme durant notre longue séparation.
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again|Votre dernière visite remonte à plusieurs jours et je me languis de vous revoir.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me| Vous devriez solliciter la permission de mon {s11} {s16}, mais je ne vois pas pourquoi il vous empêcherait de me rendre visite.
str__you_should_first_ask_her_s11_s16s_permission|. Vous devriez d'abord demander la permission de {son/sa} {s11} {s16}
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected| Hélas, {mon/ma} {s11} {s16} ne m'autorisera jamais à vous voir. Mais je crois savoir comment vous faire entrer incognito.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| Comme {mon/ma} {s11} {s16} vous a déjà accordé la permission de venir me voir, j'attends votre arrivée avec impatience.
str_visit_s3_who_was_last_at_s4s18|Rendez visite au {s3} qui, la dernière fois, se trouvait à {s4}{s18}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|Les gardes en faction devant la porte ont reçu l'ordre de vous laisser passer. Vous vous faites peut-être des idées, mais il vous semble que l'un d'eux vous a fait un clin d'œil
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|Les gardes vous observent et vous vous gardez bien de leur demander la permission d'entrer. Mais, alors que vous êtes en train de faire demi-tour, une vieille femme vêtue de noir s'approche de vous. "Je suis la nourrice de {s11}", murmure-t-elle. "Mettez cette robe et couvrez-vous le visage avec la capuche. Je vais vous faire entrer au château déguisé en fille de cuisine... Les gardes ne se méfieront pas. Mais je vous en supplie, soyez discret !
