qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s1}.|{s1}.
qstr_{s1}{s3}|{s1}{s3}
qstr_^{s1}^^_As_a_{s3}_{s2|^{s1}^^ En tant que {s3} vous {s4}
qstr_The_woman_was_clearly_|La femme était vraiment folle! Tout ce qu'elle a fait a été de lui cracher dessus!
qstr_The_woman_was_clearly_a|La femme était clairement un amatrice! Tout ce qu'elle a réussi à faire, c'est de vous faire boire de la boue!
qstr_You_have_severe_diar|Vous avez une sévère diarrhée.
qstr_{s1}^^_You_started_to_l|{s1} ^ ^ Vous avez commencé à connaître le monde presque aussitôt que vous avez su marcher et parler. Vous avez passé votre vie comme {s2}. {s3}
qstr_{s1}^^_But_soon_everyt|{s1} ^^ Mais bientôt tout a changé et vous avez décidé de voler de vos propres ailes comme un aventurier. {s3}
qstr_He_served_Old_Lord_W|Il a été au service du Vieux Seigneur Whent, comme épéiste sous contrat, il n'a jamais demandé quoique ce soit pour lui-même ou pour sa famille, c'était sa façon de vivre.
qstr_Your_father_and_your|Votre père et votre famille ont voyagé d'un endroit à l'autre, pour vendre de la laine, du tissu et de l'étain.
qstr_He_served_Old_Lord_Wh|Il a été au service du Vieux Seigneur Whent comme garde, c'était une vie ennuyeuse et sans imprévus.
qstr_Your_family_lived_in|Votre famille vivait dans les bois, travaillant pour le seigneur local, et parfois se laissait aller à braconner.
qstr_He_spent_his_nights_|Il passait ses nuits dans les tavernes, à chanter les odes de Jonquille et Florian, jouant habilement de son luth.
qstr_Living_a_hard_life_y|Sa vie n'a pas été facile, votre père a passé la plupart de son temps à éviter les hommes des seigneurs locaux, ne demandant jamais rien pour lui-même ou pour sa famille.
qstr_The_son_of_a_landles|Fils d'un chevalier sans terre lui-même, votre père a été au service d'un petit seigneur comme septon, passant ses nuits à se saouler et se prostituer.
qstr__You_were_born_years_a|Vous êtes né{reg3?e:} il ya quelques années. Votre père était {s2}. {s3}
qstr_As_a_{s12}_growing_out_of_chi|En tant que  {s12} sorti de l'enfance, vous devenez ami avec une troupe de baladins, allant de ville en ville pour organiser des pièces de mimes. C'était une vie de travail très dur, la vente, la mendicité et le vol, vous arrivez à gagner votre vie grâce aux parieurs de plus en plus nombreux à regarder vos pitreries. Au fil du temps vous êtes devenu un artiste capable d'attirer une foule.
qstr_As_a_{s12}_growing_out_of_chil|En tant que  {s12} sorti de l'enfance, vous avez passé une grande partie de votre vie à la cour d'un nouveau seigneur Went, vous introduisant dans les cercles bien côtés de la noblesse. Avec les années, vous vous êtes de plus en plus impliqué dans la politique et les intrigues provoquées par la haute société de  {s13}. Vous ne pouviez pas vous permettre de rester étranger à tous ces coups de poignard et à la violence politique, même si vous le vouliez.
qstr_You_signed_on_with_a|Vous avez signé un contrat d'épéiste et voyagé loin de votre maison. Votre nouvelle vie était rudimentaire, marchant au rythme des tambours étranges et apprenant les différentes façons de combattre. Certains vous ont appris à manier l'arme de votre choix, et vous avez participé à beaucoup de batailles pour parfaire vos compétences. Vous êtes l'un des rares qui ait survécu à toutes ces batailles sanglantes.
qstr_You_joined_the_tight|Vous avez rejoint le cercle très fermé des femmes de la cour, des dames qui ne s'autorisaient aucun écart de féminité, les épouses et les maîtresses de nobles de même que les demoiselles qui cherchaient à se marier. Cependant, même ici il était question de politique quand vous travailliez, les dames de la cour complotant pour leurs intérêts et se disputant âprement les égards des hommes célibataires en vue à la cour. Vous avez très vite appris à tourner ces situations et ces manigances à votre avantage. C'est à ce moment-là que vous avez pris conscience que vous pouviez exercer une grande influence sur le monde, si seulement vous vous appliquiez à être un tant soit peu subtile.
qstr_You_set_out_on_your_|Vous partez à l'aventure, votre instrument sanglé dans votre dos et votre voix pour seules richesses. Vous meniez une existence miséreuse et n'aviez pas de quoi vous nourrir tous les soirs , surtout quand votre public n'appréciait pas votre façon de jouer. Vous avez tout de même réussi à survivre par votre seule musique. Au fil des ans, vous êtes {reg3?devenue une habituée:devenu un habitué} des tavernes, divertissant exclusivement les foules ivres et déliant pour ainsi dire toutes les langues lorsque vous le vouliez.
qstr_You_found_yourself_a|Vous vous trouviez dans l'université dans la citadelle de Vieilleville où vous avez étudié la théologie, la philosophie et la médecine. Cependant, votre enseignement ne se limitait pas aux amphithéâtres. Il arrivait que vous vous joigniez à vos camarades, errant dans les ruelles en quête de vin, de sexe et de bonnes bagarres. Néanmoins, il vous arrivait aussi d'assister à des scènes de bris de mâchoires ou de constater qu'on pouvait persuader un citadin furieux de déposer les armes et d'accepter la destruction de sa boutique en contrepartie d'une bonne compensation pécuniaire.
qstr_Heeding_the_call_of_|Entendant l'appel de la route qui s'ouvrait devant vous, vous avez voyagé de villages en villages, achetant et vendant ce que vous pouviez. Vous ne meniez pas une existence particulièrement prospère mais vous étiez passé maître dans l'art d'escroquer même les plus indécrottables avares. Très vite, il vous apparut clair que seriez dans une position favorable pour commencer à bâtir votre propre empire commercial.
qstr_You_pursued_a_career|Vous poursuiviez une carrière de forgeron, confectionnant des objets aussi beaux qu'utiles à partir de simples métaux. La vie suivait son cours et vous étiez peu à peu en train de devenir une sommité dans la profession, la qualité de vos services commençant à vous rapporter gros. Le ventre plein et du travail sur les bras, vous pouviez vous sentir fier du travail accompli et de votre réputation grandissante.
qstr_Dissatisfied_with_co|Insatisfait des travaux communs et de ce que cela rapportait, vous avez décidé d'utiliser les forêts du seigneur local, maudites sont les lois. Vous chassez des cerfs, des sangliers et des oies pour vendre discrètement cette précieuse viande sous la table. Les hivers, vous coupez des arbres sous le nez des gardes pour les transformer en bois de chauffage. Le tout pour un peu d'argent, bien sûr.
qstr_You_packed_your_few_| Vous emballé vos quelques affaires et partez à travers le monde pour répandre la parole de l'Etoile-à-Sept-Branches. Vous avez prêché à qui voulait l'entendre , et beaucoup ont été impressionnés par la passion de vos sermons. Même si vous aviez fait le vœu de rester dans la pauvreté pendant vos années itinérantes, vous n'avez jamais manqué de nourriture, de boisson ou d'un abri; l'hospitalité de la paysannerie a toujours été généreuse pour un pauvre {s13} de la Seven.
qstr_Dissatisfied_with_a_|Insatisfait de votre vie minable qui ne vous faisiez gagner que quelques pièces d'argent, vous avez réussi à survivre dans les rues locales. Vous fuyez les lois de la société et avez choisi de vivre selon vos propres règles en évitant d'être attrapé par le bourreau.
qstr_You_found_work_as_a_|Vous avez trouvé un travail comme journalier, usant votre dos dans les champs d'un fermier local. Grâce à votre travail acharné, vous avez été récompensé avec de la nourriture et un endroit pour dormir, et chaque jour vos muscles grossissent parce que vous manipulez des lots de paille et de roches.
qstr_You_became_part_of_a|A présent, vous faites parti d'une bande de brigands et vous devenez un spécialiste de l'art de l'embuscade. Vous avez appris à manier, avec une certaine facilité, l'arme de votre choix. Quand les temps sont bons, vous faites bombance, et mangez comme un roi. Lorsque les jours sont plus obscurs, vous travaillez la terre ou effectuez des raids rapides sur les petits villages. Vous êtes satisfait de ​​votre capacité à vous adapter à la violence.
qstr_You_found_work_at_Lo|Vous avez trouvé du travail à la cour des Seigneurs Whents, en prenant soin des grands destriers des seigneurs, chevaliers et dames, entraînant les chevaux des riches agriculteurs et la formant des coursiers dans de grandes écuries.
qstr_He_served_Old_Lord_Whe|Il a servi le Vieux Seigneur Whent, comme épéiste assermenté, ne demandant jamais rien pour lui ou sa famille.
qstr_The_son_of_a_landless|Fils d'un chevalier sans terre lui-même, votre père a servi un petit seigneur, passant ses nuits à se saouler et se prostituer.
qstr_Return_to_the_tavern|Retournez à la taverne et chercher Gueren.
qstr_Travel_to_Castle_Bla|Voyagez jusqu'à Châteaunoir.
qstr_Orphan_Maker_is_the_|Orphan-Maker est le glaive en acier ancestral Valyrian de la Maison Roxton. ^ Bold Jon Roxton l'a utilisé pour tuer un des Traîtres, Hard Hugh Hammer.
qstr_Magister_Illyrio_task|Magister Illyrio vous a chargé de partir à la recherche de son contact dans Meereen. Cherchez Bayle Neres dans Volantis, il se trouve à bord d'un navire à destination de la baie des esclavagistes, puis parlez à Belandra Kheranes dans Meereen.
qstr_You_ve_lost_5_streng|Vous avez perdu 5 points de force.
qstr_But_who_did_this?!|Mais qui a fait ça?!
qstr_The_young_bard_prefe|Le jeune barde a préféré s'enfuir plutôt que de se battre en duel avec vous!
qstr_You_roasted_the_onio|Vous avez fait rôtir les oignons sur un feu ouvert, ils étaient très savoureux.
qstr_Your_stomach_grumble|Votre estomac gronde.
qstr_You_roasted_the_turn|Vous avez fait rôtir les navets sur un feu ouvert, ils étaient très savoureux.
qstr_You_roasted_the_radd|Vous avez fait rôtir les Radis sur un feu ouvert, ils étaient très savoureux.
qstr_You_managed_to_catch|Vous avez réussi à attraper un gros poisson, et l'avez fait cuire sur un feu ouvert.
qstr_The_fish_got_away!|Le poisson s'est échappé!
qstr_You_re_soaked_and_sh|Vous êtes trempé et grelottant, et tout ce que vous avez réussi à faire c'est de vous blesser les doigts sur un rocher. Il va vous falloir attendre un long moment avant que vous ne soyez à nouveau sec.
qstr_The_line_broke!.|La ligne a cassé!.
qstr_Using_your_mighty_ha|Avec vos mains puissantes, vous avez réussi à attraper cinq poissons savoureux!
qstr_All_you_got_was_a_ro|Tout ce que vous avez attrapé c'est une chaussure!
qstr_The_farmers_family_w|Les familles des agriculteurs ont été payées.
qstr_It_is_common_knowledge|Il est de notoriété publique que la grue est un symbole de guerrier. Vos hommes sont impressionnés par vos connaissances, et vous sont reconnaissants que les dieux soient avec eux.
qstr_The_mushrooms_were_reall|Les champignons sont vraiment savoureux. Mais maintenant vous avez la diarrhée et vous vous sentez mal à l'aise.
qstr_The_child_s_eyes_foll|Les yeux de l'enfant vous suivent tristement.
qstr_The_people_of_Volanti|Les habitants de Volantis compatissent à votre piété.
qstr_Blood_and_death_everyw|Le sang et la mort sont partout. Les prêtres ne résistent pas et vous prenez possession de tout leur or.
qstr_The_brothers_bless_yo|Les frères vous bénissent, et vous continuez votre chemin.
qstr_The_septon_bless_you_|Les septon vous bénissent, et vous continuez votre chemin.
qstr_The_sheep_were_devou|Les moutons ont été dévorés sur place.
qstr_With_the_blood_of_the|Avec le sang des comédiens maculant votre arme, vous vous félicitez de cette victoire facile.
qstr_Your_soldiers_get_a_kic|Vos soldats arrivent rapidement à maitriser les comédiens sans défense.
qstr_The_widow_is_gratefu|La veuve est reconnaissante.
qstr_It_was_a_magnificent|Ce fut un magnifique enterrement.
qstr_You_fried_the_eggs_o|Vous faites cuire des œufs sur un rocher, ils sont très savoureux!
qstr_When_you_cracked_the|Lorsque vous les cassez, ils sont remplis de vers!
qstr_When_you_cracked_them|Lorsque vous les cassez, vous réalisez que ce ne sont pas des œufs d'oies. Ce sont des œufs de serpent!
qstr_A_wise_decision!|Une sage décision!
qstr_A_stupid_decision!|Une décision stupide!
qstr_When_you_crached_ope|Lorsque vous arrivez à casser les œufs, ils se révèlent être très vieux. Une odeur pourrie vous suit pendant des heures.
qstr_The_apples_were_very|Les pommes étaient très savoureuses!
qstr_The_berries_were_ver|Les baies étaient très savoureuses!
qstr_The_berries_were_very|Les baies étaient très savoureuses! Mais vous vous sentez faible, et il ya du sang dans votre urine!
qstr_You_were_so_focused_|Vous êtes tellement préoccupé par les baies que vous trébuchez sur un rocher et vous blessez à votre main!
qstr_The_berries_tasted_h|Les baies ont un goût horrible! Et maintenant vous avez des crampes d'estomac!
qstr_The_nest_was_empty!|Le nid était vide!
qstr_Your_retinue_thoroug|Vos accompagnants ont beaucoup aimé la fête.
qstr_Your_men_sing_songs_|Vos hommes chantent des chansons à votre gloire!
qstr_The_preparations_are|Les préparations sont annulées.
qstr_The_cook_served_gril|Le cuisinier a servi un serpent grillé, avec une sauce à la moutarde forte et finement sucrée, fouré de crème pâtissière. C'était délicieux !
qstr_Your_courtier_hands_|Votre courtier vous remet votre dîner. Il se compose d'une miche de pain, et une demi-pomme.
qstr_The_cook_served_roas|Le cuisinier vous a servi un rôti de chèvre sur un lit de rondelles d'oignons, le tout arrosé d'une liqueur verte pâle de Volantene. C'était délicieux!
qstr_Your_courtier_hands_y|Votre courtier vous remet votre dîner. Il se compose d'un demi-oignon.
qstr_The_cook_served_hone|Le cuisinier vous a servi un gigot d'agneau au miel, parfumé à la menthe pilée, sur un lit de petites figues vertes et des criquets au miel. C'était délicieux!
qstr_Your_courtier_hands_yo|Votre courtier vous remet votre dîner. Il se compose d'un navet mariné.
qstr_You_managed_to_pierc|Vous avez réussi à percer le cœur du cerf!
qstr_You_missed_and_the_s|Vous avez échoué, et le cerf s'est enfui!
qstr_You_missed!|Vous avez échoué!
qstr_You_missed_and_the_b|Vous avez raté votre cible, et l'ours a blessé votre jambe!
qstr_You_managed_to_pierce|Vous avez réussi à percer l'œil de l'ours!
qstr_You_missed_and_the_bo|Vous avez raté votre cible, et le sanglier a essayé de vous blesser, mais vous l'avez évité!
qstr_You_managed_to_strik|Vous avez réussi à frapper la grande bête entre les deux yeux!
qstr_You_ve_gained_1_agil|Vous avez gagné un point d'agilité.
qstr_You_feel_a_serene_ca|Vous sentez un calme serein vous envahir.
qstr_The_local_peasantry_|Les paysans du coin sont très impressionnés.
qstr_You_can_t_help_but_f|Vous ne pouvez pas vous empêcher de tressaillir - L'Etranger a l'aspect de la mort.
qstr_The_people_of_King_s|Les habitants de Port Real sont très impressionnés.
qstr_The_peasants_are_dul|Les paysans sont dûment impressionnés.
qstr_Your_eyes_start_to_h|Vos yeux commencent à piquer.
qstr_You_couldn_t_resist_|Vous ne pouvez pas résister à la tentation, et les cris de la jeune fille font écho dans la nuit.
qstr_You_re_met_with_a_ro|Vous êtes accueilli par un cri étourdissant!
qstr_This_sept_is_cold!_A|Cet sept est froide! Et mes genoux me font mal!
qstr_The_crew_is_horrifie|L'équipage est horrifié! Un kraken, un monstre!
qstr_The_shape_soon_disap|La forme disparaît rapidement.
qstr_One_of_the_fish_hit_|Un des poissons vous a frappé à la tête!
qstr_You_managed_to_dodge|Vous avez réussi à esquiver le poisson!
qstr_It_s_hard_work_but_r|C'est un travail difficile, mais gratifiant!
qstr_You_slipped_on_the_p|Vous avez glissé sur les planches, et blessez vos genoux!
qstr_Your_crew_is_too_dru|Votre équipage est trop ivre pour s'occuper des chats.
qstr_The_crew_is_close_to|L'équipage est proche de la mutinerie!
qstr_The_crew_is_still_mu|L'équipage est toujours en train de manigancer.
qstr_The_crew_look_reliev|L'équipage à l'air soulagé.
qstr_Everyone_knows_the_s|Tout le monde sait que le requin est un signe avant-coureur de la mort!
qstr_The_scorpion_was_cru|Le scorpion a été écrasé!
qstr_The_scorpion_ignores|Le scorpion vous ignore et continue sa route sur la roche.
qstr_The_scorpion_dodged_|Le scorpion a esquivé votre coup de talon! Mais, furtivement, il se glisse dans un trou.
qstr_The_scorpion_stung_y|Le scorpion vous a piqué! Mais il semble être une sorte de scorpion inoffensif.
qstr_The_snake_was_crushe|Le serpent a été écrasé par votre talon.
qstr_The_snake_didn_t_bit|Le serpent ne vous a pas mordu, mais vous a démontré que vous étiez lâche.
qstr_The_snake_evaded_you|Le serpent a évité votre chaussure et vous a mordu! Vous vous sentez faible.
qstr_The_snake_evaded_your|Le serpent a évité votre chaussure et vous a mordu! Mais il semble qu'il ne serait pas venimeux.
qstr_The_snake_evaded_your_|Le serpent a évité votre chaussure et vous a mordu! Vous vous sentez un peu faible.
qstr_You_ve_shown_yoursel|Vous avez fait preuve de lâcheté!
qstr_You_showed_yourself_|Vous avez montré que vous êtes un homme courageux!
qstr_But_what_does_it_mea|Mais qu'est-ce que ça veut dire!
qstr_Victory_will_be_mine|La victoire sera mienne!
qstr_Delicious_indeed!|Délicieux en effet!
qstr_Delicious!|Délicieux!
qstr_Your_stomach_grumbles|Votre estomac a faim!
qstr_Refreshing!|Rafraîchissant!
qstr_You_re_so_thirsty!|Vous avez tellement soif!
qstr_It_was_empty!|C'est vide!
qstr_Time_to_look_for_ano|Il est temps de chercher un autre rocher.
qstr_You_re_filled_with_a|Vous êtes rempli d'ambition!
qstr_A_depressing_song_in|Une chanson triste en effet.
qstr_Praise_the_watchers_|Félicitez les gardes sur le Mur!
qstr_A_joyous_song!|Une chanson joyeuse!
qstr_A_song_for_children!|Une chanson pour les enfants!
qstr_I_d_almost_forgotten|J'avais presque oublié à quoi ça ressemblait...
qstr_I_wonder_what_happen|Je me demande ce qui est arrivé au Roi de la Nuit...
qstr_They_both_fled_the_v|Ils ont tous deux fui le village pour se réfugier dans les bois, et ont été déclarés hors la loi.
qstr_The_fanatic_shouts_a|Le fanatique vous crie dessus, maudissant votre esprit païen!
qstr_Your_courtiers_are_h|Vos courtisans ont peur de votre colère.
qstr_Your_courtiers_are_i|Vos courtisans ont peur de votre manque de patience.
qstr_Your_courtiers_are_ho|Vos courtisans ont peur de votre colère!
qstr_Your_courtiers_are_in|Vos courtisans ont peur de votre manque de patience!
qstr_The_old_man_starts_t|Le vieil homme commence à prendre un plaisir damné. Quel imbécile vous êtes.
qstr_The_old_woman_starts|La vieille femme commence à prendre un plaisir damné. Quel imbécile vous êtes.
qstr_The_man_has_tears_in|L'homme a les larmes aux yeux.
qstr_Foolish_child!|Enfant stupide!
qstr_A_faint__plop__was_h|A 'bruit' faible a été entendu lorsque l'enfant a heurté le sol...
qstr_Foolish_children!|Enfants débiles!
qstr_That_ll_teach_them_t|Ça leur apprendra les bonnes façons de ce monde!
qstr_Your_courtiers_have_|Vos courtisans ont un regard inquiet dans leurs yeux.
qstr_Your_courtiers_can_s|Vos courtisans peuvent bien dormir à nouveau.
qstr_Your_courtiers_are_hor|Vos courtisans sont horrifiés. Les paysans vont mourir de faim!
qstr_Your_courtiers_are_horr|Vos courtisans sont horrifiés. Les gens vont penser que vous êtes devenu fou!
qstr_Your_courtiers_roll_|Vos courtisans sont horrifiés. Les gens vont penser que vous êtes devenu fou!
qstr_Your_courtiers_are_horri|Vos courtisans sont horrifiés, mais les paysans vont vous aimer.
qstr_Both_nobles_and_peas|Les nobles et les paysans se réjouissent de la nouvelle!
qstr_Your_courtiers_are_horrif|Vos courtisans sont horrifiés. C'est un signe de folie!
qstr_The_peasants_are_out|Les paysans sont indignés!
qstr_Your_courtiers_are_horrifi|Vos courtisans sont horrifiés. Les nobles sont indignés!
qstr_Peasant_and_noble_al|Paysans et grands noble sont scandalisés!
qstr_Your_courtiers_are_ind|Vos courtisans sont indifférents, mais les habitants sont indignés!
qstr_The_nobles_are_outra|Les nobles sont indignés!
qstr_The_peasants_rejoice|Les paysans se réjouissent!
qstr_The_nobles_rejoice!|Les nobles se réjouissent!
qstr_Noble_and_peasant_al|Les nobles et les paysans se réjouissent!
qstr_No_one_seems_to_care|Personne ne semble s'en soucier.
qstr_Lord_Nestor_Royce_ac|Le seigneur Nestor Royce, agissant au nom de son suzerain, Robert Arryn, vous a chargé d'exterminer les clans des montagnes. Cherchez Ser Albar Royce, il devrait être à Porte sanglant.
qstr_Return_to_Lord_Nesto|Retournez voir le seigneur Nestor Royce et réclamez votre récompense.
qstr_Item_added_to_player|Article ajouté à l'inventaire du joueur.
qstr_{s9}_asked_you_to_fi|{s9} vous a demandé de trouver {reg1} {s14} et de les lui amener.
qstr_{s9}_asked_you_to_fin|{s9} vous a demandé de trouver {reg1} tonneaux de vin et de les lui amener.
qstr_{s9}_asked_you_to_de|{s9} vous a demandé de vous occuper de quelques usurpateurs.
qstr_{s9}_of_{s4}_asked_y|{s9} de {s4} vous a demandé de traquer les troupes d'élite qui remettent en cause son autorité.
qstr_{s9}_asked_you_to_take_|{s9} vous a demandé de donner une lettre d'amour à {s13}.
qstr_Merchant_{s9}_of_{s4}|Le marchand {s9} de {s4} vous a demandé de traquer les voleurs de fromage dans les environs de la ville.
qstr_{s9}_asked_you_to_dea|{s9} vous a demandé de vous occuper des piliers de bar à {s3}.
qstr_Oh_and_these_fellows|Oh, et ces gens-là se battent avec dextérité. Prenez ça.
qstr_The_Village_Elder_of|Le Chef du village de {s4} vous a demandé de traquer les contrebandiers s'enfuyant de son village. Il a dit que les trois groupes se dirigeaient vers {s3}.
qstr_Escort_the_scholars_|Escorter les étudiants à la ville de {s8}.
qstr_Elder_of_{s4}_asked_|Le Chef de {s4} vous a demandé de payer la rançon d'un villageois enlevé par des bandits. Vous devez rencontrer les bandits près de {s3} et leurs payer la rançon. Après, vous ramènerez la femme à {s4}.
qstr_The_Village_Elder_of_|Le Chef du village de {s9} vous a demandé de retrouver une jeune fille nommée {s4}. Elle serait actuellement à {s3}.
qstr_The_elder_of_the_villag|Le Chef du village de {s3} vous a demandé de les apporter {reg5} lots de bois.
qstr_{s1}_is_holding_a_we|{s1} est en train d'organiser un mariage.
qstr_Cannot_leave_now.|Vous ne pouvez pas partir maintenant.
qstr_^A_wedding_is_taking|^ Un mariage se déroule ici. Les gens chantent et rient... jusqu'à ce qu'ils vous aperçoivent. Ce mariage vous rend nerveux.
qstr_Try_as_you_might_you_c|Malgré votre intervention, vous ne pouvez pas empêcher que le mariage se déroule. Les gens retournent à leur fête, en riant et plaisantant, et vous laissent panser vos plaies.
qstr_^A_wedding_is_taking_|^ Un mariage se déroule ici. Les gens chantent et rient... jusqu'à ce qu'ils vous aperçoivent. La bonne humeur de la foule se transforme rapidement en colère, et les hommes vous agressent, brandissant des bâtons et des poignards.
qstr_Merchant_{s9}_of_{s4}_|Le marchand {s9} de {s4} vous a demandé de traquer les voleurs de céréales dans les environs de la ville.
qstr_Escort_the_septons_t|Escortez les septons de la ville de {s8}.
qstr_The_Village_Elder_of_{|le Chef du village de {s4} vous a demandé de payer la rançon d'un villageois enlevé par des bandits. Vous devez rencontrer les bandits près de {s3} et leurs payer la rançon. Après vous devrez ramener la femme à {s4}.
qstr_You_ve_received_a_gi|Vous avez reçu un cadeau.
qstr_Defeated___continue.|Vaincu - continuer.
qstr_Head_to_Duskendale_t|Dirigez-vous vers Duskendale pour rechercher la corne.
qstr_Perhaps_someone_in_M|Peut-être que quelqu'un dans Myr vous récompensera pour avoir neutralisé un célèbre pirate.
qstr_Return_to_Tyrosh|Retourner à Tyrosh
qstr_Return_to_Ser_Rodrik|Retourner voir Ser Rodrik Cassel
qstr_Return_to_Gerold_in_|Retourner voir Gerold à White Harbor.
qstr_The_old_man_has_rais|Le vieil homme a ressuscité des morts! Neutralisez-le!
qstr_Defeat_the_clansmen.|Vaincre les membres du clan.
qstr_Defeat_Ramsay_Snow.|Vaincre Ramsay Neige.
qstr_Vargo_Hoat_claimed_to|Vargo Hoat affirme avoir donné la corne à un homme près de Duskendale, peut-être que vous pouvez le retrouver. Mais d'abord vous devez vaincre les Compagnons Courageux.
qstr_Defeat_Bloodbeard.|Vaincre Bloodbeard.
qstr_Return_to_the_Tatter|Retournez à Tattered Prince et réclamez votre récompense.
qstr_Return_to_Ser_Rodrik_|Retournez voir Ser Rodrik Cassel et réclamez votre récompense.
qstr_Magister_Illyrio_taske|Magister Illyrio vous a chargé de rechercher son contact dans Meereen. Cherchez Bayle Neres dans Volantis, il est à bord d'un navire se dirigeant vers la Baie des Esclavagistes, puis parlez à Belandra Kheranes dans Meereen.
qstr_Rodgar_was_clearly_m|Rodgar était vraiment fou, mais il était clair qu'il n'avait plus les objets. Il délirait sur ​​un énorme château, brûlé et rempli de chauves-souris. Peut-être que vous trouverez un tel château au sud.
qstr_The_people_of_Weepin|Les habitants de Weeping Tower sont très impressionnés.
qstr_This_sept_is_cold!_An|Ce Sept est froid! Et les feux ont été étouffés!
qstr_The_warhorse_was_a_m|Le cheval de bataille était une magnifique bête quand même!
qstr_The_hammer_looked_po|Le marteau semblait puissant cependant.
qstr_Your_men_are_happy_w|Vos hommes sont heureux de votre décision.
qstr_Your_men_are_ecstati|Vos hommes sont en extase. Cet hiver sera supportable.
qstr_Your_men_grumble._Yo|Vos hommes se plaignent. Vous aurez tous faim l'hiver venu.
qstr_You_had_a_great_time|Vous avez vécu un grand moment.
qstr_The_people_of_Gullto|Les habitants de Gulltown sont dûment impressionnés.
qstr_The_people_of_Maiden|Les habitants de Maidenpool sont dûment impressionnés.
qstr_Go_north_and_visit_t|Allez au nord, et visitez le Nightfort.
qstr_You_eat_the_strange_|Vous mangez de la pâte étrange. Dans un premier temps, elle a un goût horrible, mais la dernière bouchée est délicieux.
qstr_Experience_the_visio|Découvrez les visions, puis revenez voir l'étranger.
qstr_Talk_to_Princess_Ari|Parlez à la Princesse Arianne Martell, qui devrait être à la cour, dans Sunspear.
qstr_You_hand_the_letter_to|Vous remettez la lettre à la princesse Arianne, qui commence à la lire.
qstr_A_very_valuable_spice_f|Une épice très précieuse des Terres de l'Hombre. ^Les marchands de Westeros et des Villes Libres, pourraient vous en donner un bon prix.
qstr_A_very_valuable_spice_fr|Une épice très précieuse de la ville de Qarth. ^ Le marchands de Westeros et des Villes Libres, pourraient vous en donner un bon prix.
qstr_A_very_valuable_spice_fro|Une épice très précieuse du port de Zamettar. ^ Le marchands de Westeros et des Villes Libres, pourraient vous en donner un bon prix.
qstr_A_very_valuable_spice_from|Une épice très précieuse de l'île de Grande-Moraq. ^ Le marchands de Westeros et des Villes Libres, pourraient vous en donner un bon prix.
qstr_The_citizens_are_dul|Les villageois sont dûment impressionnés.
qstr_You_can_t_help_but_fe|Vous ne pouvez pas vous empêcher de ressentir une certaine appréhension - quel est le vrai Dieu?
qstr_God_of_Death_turn_aw|Dieu de la Mort, détournez votre regard!
qstr_The_scorpion_stung_yo|Le scorpion vous a piqué! Mais il semble être d'une espèce inoffensive...
qstr_The_local_smallfolk_|Les gens du peuple sont dûment impressionnés.
qstr_The_people_of_Sunspe|Les habitants de Sunspear sont dûment impressionnés.
qstr_This_sept_is_too_hot|Cet sept est trop chaud! Et mes genoux me font mal!
qstr_The_local_smallfolk_a|Les gens du peuple sont dûment impressionnés, mais ces chevaliers et ces seigneurs qui adorent R'hllor le sont moins.
qstr_The_men_are_ecstatic|Les hommes sont en extase. Rien n'est plus agréable que de naviguer à travers la mer!
qstr_Your_men_are_ecstatic|Vos hommes sont en extase. Certes, le Dieu des Naufragés appréciera le geste.
qstr_Your_men_grumble._You|Vos hommes se plaignent. Vous devez faire un geste de piété envers le Dieu des Naufragés.
qstr_The_men_appreciate_t|Les hommes apprécient le geste.
qstr_The_men_are_mutinous|Les hommes sont en colère! Vous avez ignoré un signe clair du Dieu des Naufragés!
qstr_The_storms_have_stil|Les tempêtes se sont calmées!
qstr_The_men_are_mutinous!|Les hommes sont révoltés! Comment pouvez-vous ignorer les dieux!
qstr_The_man_lost_a_finge|L'homme a perdu un doigt. Quelle misérable récompense!
qstr_The_man_lost_a_finger|L'homme a perdu un doigt, mais il a gagné une réputation d'homme courageux!
qstr_The_men_are_mutinous!_|Les hommes se mutinent! Comment pouvez-vous ignorer un tel acte égoïste!
qstr_The_stranger_hands_y|L'inconnu vous tend un bol de pâte de Weirwood. Le pâtes sont blanches, mais avec des rayures rouges, qui ressemblent étrangement à du sang. La première cuillerée à un goût horrible, mais la dernière bouchée est délicieuse.
qstr_You_ve_been_mortally|Vous avez été mortellement blessé, mais lorsque vous tombez au sol, vous sentez encore un décalage de temps...
qstr_This_kitchen_is_horr|Cette cuisine est horrible. Les rats sont partout.
qstr_You_ve_been_mortally_|Vous avez été mortellement blessé, mais comme vous sombrez dans le coma, vous sentez le temps glisser...
qstr_The_madman_lies_dead|Le fou est mort à vos pieds, mais comme la dernière goutte de sang touche le sol, vous sentez le temps glisser...
qstr_You_ve_been_mortally_w|Vous avez été mortellement blessé, mais que vous tombez à terre, vous sentez le décalage temporel...
qstr_The_madman_drops_dea|Le fou tombe mort, et comme les dernières gouttes de sang touchent le sol, vous sentez le temps commencer à changer...
qstr_The_stranger_hands_yo|L'inconnu vous tend un bol de pâte de Weirwood. Les pâtes sont blanches, mais avec des rayures rouges, qui ressemblent étrangement à du sang. La première cuillerée à un goût horrible, mais la dernière bouchée est délicieuse.
