str_no_string|NO STRING!
str_siege_defense|Assedio (Difesa)
str_character|Personaggio
str_biography|Biografia
str_player|Giocatore
str_enemy|Nemico
str_faction|Fazione
str_army_composition|Composizione dell'esercito
str_army_size|Dimensione dell'esercito
str_reg0_men|{reg0} uomini
str_start|Inizio 
str_i_need_to_raise_some_men_before_attempting_anything_else|Ho bisogno di raccogliere degli uomini prima di fare qualsiasi altra cosa. 
str_we_are_currently_at_peace|Al momento noi siamo in pace.
str_the_marshalship|il Comandante in Capo
str_you|voi
str_myself|me stesso
str_my_friend_s15|il mio amico {s15}
str_custom_battle|Battaglia Casuale
str_comment_intro_liege_affiliated_to_player|Mi hanno riferito che mettete in dubbio la mia richiesta alla corona di questa terra. Inutile dire che non sono contento di questa notizia. Tuttavia, possiamo ancora discutere.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} Il {s8} dichiara guerra per inimicizia personale.
str_s21_the_s8_declared_war_in_response_to_border_provocations| {s21} Il {s8} dichiara guerra in risposta a provocazioni sul confine.
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} Il {s8} dichiara guerra per limitare il potere degli altri regni.
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} Il {s8} dichiara guerra per recuperare il territorio perduto.
str__family_|^Famiglia: 
str_we_are_conducting_recce|Per prima cosa esploreremo la zona, e allora decideremo cosa fare.
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|non è il nostro obiettivo, perché non abbiamo un capo che sia sceso in campo.
str_center_is_friendly|non è nostro nemico.
str_center_is_already_besieged|è già sotto assedio.
str_center_is_looted_or_raided_already|è già stato devastato.
str_center_marshal_does_not_want_to_attack_innocents|È abitato da gente comune, persone che soffrirebbero di più se la terra venisse devastata.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|È già sotto assedio, quindi sarebbe un errore muoverci altrove.
str_center_we_are_already_here_we_should_at_least_loot_the_village|È a portata di mano, dobbiamo impadronirci della sua ricchezza e lasciare i rifiuti agli altri.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|È troppo lontano, anche per un'esplorazione.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|È troppo lontano, anche per un'esplorazione.
str_center_far_away_reason|{s6} è più lontano di {s5} dai nostri centri, quindi sarà più difficile per noi da proteggere dopo averlo preso.
str_center_closer_but_this_is_not_enought|{s6} è più vicino di {s5} ai nostri confini, ma per altre ragioni non stiamo attaccando {s6} per adesso.
str_center_protected_by_enemy_army_aggressive|è protetto da forze nemiche, che crediamo essere sostanzialmente superiori alle nostre.
str_center_protected_by_enemy_army_cautious|è protetto da un esercito nemico, che crediamo sia troppo forte perché ci si possa impegnare sperando nella vittoria.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|richiederebbe un rischioso e sanguinoso assedio.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|sia difeso troppo pesantemente per essere preso.
str_center_value_outweighed_by_difficulty_of_capture|non ha valore sufficiente per giustificare la difficoltà di un attacco.
str_center_value_justifies_the_difficulty_of_capture|può essere catturato, ed ha un valore sufficiente per giustificarne l'attacco.
str_center_is_indefensible|È troppo lontano dalle nostre altre fortezze per essere difeso.
str_we_are_waiting_for_selection_of_marshal|Stiamo aspettando che venga scelto un Comandante in Capo.
str_best_to_attack_the_enemy_lands|Date le dimensioni delle nostre forze, crediamo che l'approccio migliore sia quello di attaccare le terre del nemico.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Crediamo che la fortezza valga lo sforzo necessario alla sua conquista.
str_we_will_gather_to_defend_the_beleaguered_fortress|Ci riuniremo per difendere la fortezza assediata.
str_the_enemy_temporarily_has_the_field|Il nemico ha temporaneamente campo aperto, e noi dovremmo cercare rifugio fino a quando la tempesta sarà passata.
str_center_has_not_been_scouted|di recente non è stato esplorato dalle nostre forze, ma possiamo andare lì, e decidere che cosa fare quando saremo vicini.
str_we_have_assembled_some_vassals|Abbiamo riunito alcuni vassalli, ma dovremo attendere fino a quando saremo più numerosi prima di avventurarci in territorio nemico.
str_we_are_waiting_here_for_vassals|Stiamo aspettando che i vassalli si uniscano a noi.
str_we_are_travelling_to_s11_for_vassals|Stiamo viaggiando verso {s11}, cosicché i vassalli possano unirsi più facilmente alla nostra schiera prima che cavalchiamo da oggi in poi.
str_center_strength_not_scouted|Lo abbiamo controllato recentemente, per cui non sappiamo quanto siano forti le sue difese.
str_center_strength_strongly_defended|Crediamo che sia fortemente difeso.
str_center_strength_moderately_defended|Riteniamo che sia discretamente difeso.
str_center_strength_weakly_defended|Crediamo che sia debolmente difeso.
str_center_distant_from_concentration|È vicino a noi quanto lo è l'esercito nemico principale, che abbiamo individuato. Potrebbe essere attaccato e distrutto prima che siano in grado di rispondere.
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Ehi, non pensi di aver bisogno un qualche tipo di arma, prima di provare questo? Dovrebbero esserci alcune armi di scorta laggiù. Basta andare a prendere una.
str_tutorial_training_ground_warning_shield|Per prima cosa hai bisogno di impugnare il tuo scudo. Ruota indietro la rotellina del mouse per estrarre il tuo scudo.
str_tutorial_training_ground_warning_melee_with_parry|Devi brandire un'arma da mischia per questo esercizio.  
str_tutorial_training_ground_warning_melee|Ruota in avanti la rotellina del mouse per estrarre un'arma. Ruotando di nuovo in avanti ti equipaggerai con l'arma successiva, mentre ruotando indietro estrarrai lo scudo.
str_tutorial_training_ground_attack_training|Numeri di attacchi andati a buon fine: {reg0} / 5^Numero di attacchi a vuoto: {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|Fai un attacco fendente! (Muovi il tuo mouse in dietro mentre premi il il tasto sinistro del mouse)
str_tutorial_training_ground_attack_training_up|Fai un attacco dall'alto! (Muovi il tuo mouse in avanti mentre premi il tasto sinistro del muose)
str_tutorial_training_ground_attack_training_left|Attacca verso sinistra! (Muovi il tuo mouse verso sinistra mentre premi il tasto sinistro del mouse)
str_tutorial_training_ground_attack_training_right|Attacca a destra! (Muovi il tuo mouse verso destra mentre premi il tasto sinistro del mouse)
str_tutorial_training_ground_parry_training|Numero di parate riuscite: {reg0} / 5
str_tutorial_training_ground_chamber_training|Numero di chamber block eseguiti con successo: {reg0} / 5
str_tutorial_training_ground_archer_training|Numero di tiri andati a segno: {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|Le tue frecce sono state ricaricate per il tutorial.
str_tutorial_training_ground_archer_text_1|Avvicinati al tavolo e premi F per raccogliere l'equipaggiamento: {s0}
str_tutorial_training_ground_archer_text_2|Colpisci i bersagli adesso.
str_tutorial_training_ground_archer_text_3|La dimensione del reticolo del mirino indica la tua accuratezza. Premi e tieni premuto il tasto sinistro del mouse finché il reticolo continua a restringersi. Rilascia il tasto sinistro del mouse quando il reticolo raggiunge la minima dimensione. Se aspetti troppo il mirino torna ad ingrandirsi.
str_tutorial_training_ground_archer_text_4|Premi R per passare alla vista in prima persona. Questo rende più semplice puntare usando le armi da tiro.
str_tutorial_training_ground_archer_text_5|Hai colpito tutti i bersagli. Ora parla di nuovo con l'addestratore.
str_tutorial_training_ground_horseman_text_1|Avvicinati al tavolo e premi F per raccogliere l'equipaggiamento: {s0}
str_tutorial_training_ground_horseman_text_2|Avvicinati al cavallo e premi F per montare.
str_tutorial_training_ground_horseman_text_3|Cavalca fino al prossimo segnale.
str_tutorial_training_ground_horseman_text_4|Colpisci il manichino indicato dalla freccia che ha sulla testa!
str_tutorial_training_ground_horseman_text_5|Tira al bersaglio indicato dalla freccia!
str_tutorial_training_ground_horseman_text_6|Hai terminato l'esercizio con successo. Ora torna dall'addestratore e parla con lui.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|I maggiori lords del tuo regno intendono riunirsi nel vostro salone a {s10} per una festa.
str_your_previous_court_some_time_ago|la vostra corte precedente qualche tempo fa,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court| in attesa della riconquista di una fortezza dove possa instaurare la vostra corte.
str_but_if_this_goes_badly| Apprezzo il vostro consiglio. Ma se darà risultati negativi, vi riterrò personalmente responsabile.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm|Comprendo come siate in buoni rapporti con {s4}, ma questo è tutto per il bene del regno.
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more| Comprendo che siate in buoni rapporti con {s4}... Ma questo significa solo che il vostro colpo giungerà ancora più forte!
str_killed_bandit_at_alley_fight|Il mercante ti conduce nella sua casa. Una volta dentro, resta alla porta per un po' a controllare la strada, e dopo, finalmente convinto che non siete stati seguiti, si avvicina a te per parlare...
str_wounded_by_bandit_at_alley_fight|Vieni colpito e cadi a terra. Comunque, prima di perdere conoscenza, senti delle grida e il rumore di passi in corsa... Ti svegli e ti ritrovi in una casa, debole ma vivo.
str_cannot_leave_now|Non puoi andartene adesso.
str_press_tab_to_exit_from_town|Premi Tab per andare via adesso. Puoi usare il tasto Tab per uscire velocemente da ogni location nel gioco.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|Trova il nascondiglio dei banditi vicino {s9}, e libera il fratello di Osbert Clerk.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|se avete intenzione di meritarvi la fiducia che ho riposto in voi, allora fate in fretta. Correte a cercare alcuni volontari. Non sono sicuro di quanto tempo abbiamo a disposizione.
str_you_need_more_men_sir_my_lady|Ascoltate, avete bisogno di più persone. Al momento avete soltanto {reg0} soldati nella vostra Compagnia. Se li attaccate con così pochi uomini, protreste trovare il loro nascondiglio, ma facendovi portare lì in catene, e non è questo il piano. Non correte questo rischio. Uscite di nuovo e visita altri villaggi per trovare nuovi volontari, e allora potrete iniziare a ripagarli con la loro stessa moneta.
str_good_you_have_enough_men|Ottimo. Avete fatto bene. Avete abbastanza uomini. Ora andate e colpite qualcuno di questi ladri in testa per farli svenire, e fatevi dire come trovare il loro nascondiglio.
str_do_not_waste_time_go_and_learn_where_my_brother_is|Ascoltate. Il tempo non è una cosa di cui disponiamo in abbondanza, qui e ora. Quindi se volete andare a scoprire dove hanno imprigionato mio fratello, lo apprezzerei molto!
str_start_up_quest_message_1|Il {s9} vuole che tu riunisca almeno cinque uomini dai villaggi vicini. Dopo aver raccolto queste persone, trovalo e parla con lui. Si trova nella taverna di {s1}.
str_start_up_quest_message_2|Trova e sconfiggi un gruppo di banditi che fanno agguati vicino a {s9}, e scopri dove il fratello del mercante è stato portato.
str_start_up_quest_message_3|Libera il fratello del mercante dal covo dei banditi che si trova vicino {s9}.
str_start_up_first_quest|Hai ricevuto la tua prima missione. Puoi vedere il diario delle missioni premendo 'Q' in qualsiasi momento del gioco.
str_reason_1|Il nostro obiettivo attuale è più importante.
str_reason_2|Un attacco a {s8} costituisce un pericolo maggiore per il nostro regno.
str_reason_3|Noi riteniamo che {s8} deve affrontare una minaccia più immediata.
str_reason_4|Può essere a causa delle dimensioni delle forze nemiche nella zona.
str_reason_5|Non sono sicuro.
str_reason_6|Non sappiamo quanto siano forti le sue difese.
str_reason_7|Riteniamo che abbia delle difese molto forti.
str_reason_8|Riteniamo che sia moderatamente ben difeso.
str_reason_9|Riteniamo che sia difeso debolmente.
str_has_decided_that_an_attack_on_|ha deciso un attacco a 
str_this_would_be_better_worth_the_effort|Questo potrebbe compensare il nostro sforzo, prendendo in considerazione il suo valore, la sua distanza e il probabile numero di difensori.
str_has_decided_to_defend_|ha deciso di difendere 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4| Prima di andare all'attacco dovremmo proteggere le nostre terre se queste sono minacciate. Quindi questo può essere il motivo per cui il Comandante in Capo ha scelto di difendere {s4}.
str_are_you_all_right|Ora... Lasciate che vi spieghi la mia proposta
str_you_are_awake|Ah, vi siete risvegliato. Mi fa piacere vedere che potete di nuovo reggervi in piedi. Siete fortunato che siamo arrivati noi. Stavo parlando con la guardia, quando abbiamo sentito i rumori di una lotta e siamo corsi a vedere cosa stava succedendo. Non siamo giunti in tempo per impedire che veniste abbattuto, ma vi abbiamo salvato dall'avere la gola tagliata... Ora... Forse mi potete aiutare...
str_save_town_from_bandits|Salva {s9} dai banditi.
str_you_fought_well_at_town_fight_survived|Hah! Ben fatto {playername}... Ho visto almeno tre nemici cadere a terra prima di voi. Continuate a lottare così, e vi farete una bella reputazione in questa terra.
str_you_fought_normal_at_town_fight_survived|Ben fatto {playername}! Ho sentito che avete totalizzato uno o due vittime tra questi bastardi, e siete ancora in piedi. Non potete chiedere un migliore risultato in una battaglia simile...
str_you_fought_bad_at_town_fight_survived|Bene {playername}, il nemico è in rotta, e sembra che siete ancora in piedi. Alla fine della giornata, questo è tutto ciò che conta in una battaglia.
str_you_fought_well_at_town_fight|Ah! Siete sveglio. Avete preso un bel colpo in testa. Ma ci sono buone notizie! Li abbiamo sconfitti, e voi gli avete procurato alcuni danni seri prima di andare giù. Se non foste stato qui, sarebbe potuta andare molto male. Vi sono grato... 
str_you_wounded_at_town_fight|Ah! Siete vivo. Questo è un sollievo. Avete preso un bel colpo, proprio li. Non sono sicuro che ne abbiate ucciso qualcuno, ma fortunatamente, il resto di noi è stato capace di batterli. Dovremo farvi qualche trattamento curativo...
str_you_fought_well_at_town_fight_survived_answer|Che ogni canaglia impari a temere il nome di {playername}!
str_you_fought_normal_at_town_fight_survived_answer|Ah, beh, sono orgoglioso di aver fatto la mia parte insieme agli altri...
str_you_fought_bad_at_town_fight_survived_answer|Beh, stavo per buttarne uno a terra, ma sono scivolato su un po' di sangue, come vedete...
str_you_fought_well_at_town_fight_answer|Ah, beh. Non mi dispiace prendere un colpo, se è per una buona causa.
str_you_wounded_at_town_fight_answer|D'accordo. Suppongo che dovrei stare più attento.
str_unfortunately_reg0_civilians_wounded_during_fight_more| Sfortunatamente, circa {reg0} dei miei ragazzi si sono feriti. Dovrei andare a vegliare su di loro.
str_unfortunately_reg0_civilians_wounded_during_fight| Sfortunatamente, uno dei miei ragazzi ha preso un colpo piuttosto brutto. Dovrei andare a controllare come sta.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Inoltre, nessuno della nostra fazione si è fatto male troppo seriamente. Questa è una buona notizia.
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|Lasci la taverna ed esci nelle strade. Giovani uomini nervosi stanno aspettando ad ogni angolo di strada. Puoi vedere che hanno pugnali e bastoni nascosti sotto i loro vestiti, e cogli un misto di timore, anticipazione e orgoglio negli sguardi che ti lanciano mentre passi tra di loro. Pregando che i tuoi nemici non vengano allarmati da questo evidente gruppo di cospiratori, controlli le tue armi un'ultima volta e ti prepari a guidare l'azione.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|I pochi banditi rimasti si disperdono per gli stretti vicoli della città, solo per essere cacciati uno ad uno dai paesani arrabbiati. Consapevole che la  vittoria è stata completa e che ci si è presi cura dei feriti, tu e il mercante vi riunite a casa sua per riassumere gli eventi del giorno.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|Cadi a terra con quest'ultimo colpo, incapace di muoverti e cercando con fatica di non svenire. Presto i suoni dei combattimenti che riempiono la strada lasciano il posto alle acclamazioni dei concittadini e ti rendi conto con sollievo che la tua fazione questa volta ha vinto. Alla fine, mani amichevoli ti sollevano da terra e ti lasci andare ad un profondo e beato sonno. Ore dopo, ti svegli nella casa del mercante.
str_journey_to_reyvadin|Giungi in Calradia attraversando gli altipiani Vaegir, una piattaforma esposta ai rigidi venti del nord. La terra qui è gelata per gran parte dell'anno, ma i boschi sono ricchi di animali da pelliccia, e i fiumi abbondano di pesce. Le ricchezze della terra attirano i commercianti, ma i mercanti sono come miele per i banditi. Hai intravisto occasionalmente una figura scura in groppa ad un pony arruffato, intenta a guardare il passaggio della vostra carovana da una cresta nevosa, quindi accogli con gioia la vista delle guglie di Reyvadin che riempiono la tua vista nel mezzo dell'ampia vallata del fiume Boluk.
str_journey_to_praven|.
str_journey_to_jelkala|Giungi in nave, costeggiando le scogliere dove gli altipiani Rhodok incontrano il mare. Gran parte del litorale è nascosto da banchi di nebbia che serpeggiano nelle valli dei fiume, ma di tanto in tanto hai potuto scorgere la torre di guardia di un castello che sovrasta la nebbia, e in un'occasione il faro di un fuoco ardente che avvertiva della presenza di una banda nemica. Sapevi che il viaggio in mare in direzione nord sarebbe stato relativamente sicuro, come anche andando verso sud dove sareste stati protetti dal rischio d'incontrare i predoni del mare che temono le coste della terra dei Nords. Ma è comunque un sollievo per te raggiungere l'estuario del Selver, varco d'accesso al porto di Jelkala, e vedere una flotta di navi Rhodok all'ancora, le loro bandiere svolazzano nella brezza della sera.
str_journey_to_sargoth|Hai ottenuto un passaggio su una nave commerciale, che trasportava falconi catturati negli angoli più remoti del nord per essere barattati con il lino e la lana. Siete partiti all'inizio della stagione, ma il Comandante ha calcolato che il rischio d'imbattersi in ghiaccio alla deriva e nelle tempeste invernali poteva essere giustificato dal potenziale arrivo dei pirati, che da aprile avrebbero fatto vela fuori dalle loro tane nelle isole per devastare le coste di Calradia. È stato un sollievo per te quando la tua nave è giunta in vista del delta dei fiumi Vyl e Boluk, e dopo un po' di tempo passato a remare tra correnti e paludi costiere, siete approdati alla città di Sargoth, che ospita i lontani parenti dei predoni del mare, i lords dei Nords, che qualche generazione fa si sono ritagliati un regno in questa terra ricca ma travagliata.
str_journey_to_tulga|Giungi con una carovana, attraversando le montagne che circondano Calradia a nord e ad est, portando spezie di terre lontane per scambiarle con lana e sale. I passi erano ancora soffocati dalla neve, ed è stato difficile avanzare, ma alla fine avete superato una cresta e avete visto davanti a voi le steppe di Calradia. Su alcuni pendii l'erba sottile di primavera era già ingiallita per la calura, ma le pendici delle montagne erano ancora di un verde vivace. Greggi di pecore e pony fulvi della steppa pascolavano alla deriva tra loro come le nuvole, a testimonianza della ricchezza del Khan dei Khergit. Di volta in volta piccoli gruppi di cavalieri hanno seguito la vostra carovana da lontano, forse per valutare quanto bene avreste potuto difendere la ricchezza che trasportavate, così è stato con un certo sollievo che hai scorto le torri di Tulga innalzarsi dalla pianura.
str_journey_to_shariz|Giungi con una carovana, attraversando il grande deserto a est di Calradia. Le guide beduine hanno scelto il vostro itinerario con attenzione, facendovi attraversare infide dune sabbiose, vuote piane ghiaiose e basse oasi ricche di frutteti e palme da datteri. La tua grande paura era che la carovana potesse perdere la sua strada e spegnersi tra i morsi della sete. Le piccole bande di predoni che si scorgevano appena fuori dal tiro dell'arco, in attesa di incauti ritardatari, sono state stranamente un conforto, almeno l'acqua doveva trovarsi a non più di un giorno di distanza. È stato un sollievo quando i monti sono apparsi alla tua vista, e ancor più la sera del giorno seguente in cui, superata la cresta di un valico roccioso, in lontananza hai scorto oltre il mare di sabbia le torri di Shariz stagliarsi contro il tramonto.
str_lost_tavern_duel_ordinary|Crolli sul pavimento, con i sensi intorpiditi dall'ultimo colpo dell'ubriaco. La rabbia dell'attaccante sembra immediatamente scemare. Si abbandona su una sedia e resta lì a guardarti, borbottando sottovoce, quasi con rammarico. Alcuni degli altri avventori riescono a convincerlo a rimettersi in piedi e lo accompagnano fuori dalla porta. Un altro, si occupa delle tue ferite, e presto anche tu sei di nuovo in piedi, barcollante ma in vita.
str_lost_tavern_duel_assassin|Crolli sul pavimento, con i sensi intorpiditi dall'ultimo colpo del tuo attaccante. Lentamente e deliberatamente, si inginocchia al tuo fianco ed estrae un lungo coltello da sotto i vestiti. Ma prima che ti finisca, l'oste, che sembra aver riacquistato il suo coraggio, si avvicina da dietro e dà al tuo avversario uno colpo dietro la testa. Perde l'equilibrio, e poi, vedendo che la sua possibilità di ucciderti è ormai svanita, si precipita verso la porta e si allontana. Nel frattempo, gli altri avventori fasciano le tue ferite e ti trascinano in una stanza sul retro per farti riposare e recuperare le forze.
str_lost_startup_hideout_attack|Poco dopo recuperi i sensi, e osservi che i rapitori stanno festeggiando la vittoria dopo aver aperto con la forza una botte di vino, e hanno dimenticato di prendere alcune precauzioni elementari, come legarti mani e piedi. Così riesci a scivolare via. Basandoti sui suoni chiassosi provenienti dal nascondiglio, ritieni che potresti avere ancora un po' di tempo per raccogliere dei seguaci e lanciare un altro attacco.
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|Poiché non governi più un regno indipendente, non puoi più  avere una corte.
str_rents_from_s0|Rendite da {s0}:
str_tariffs_from_s0|Tariffe da {s0}:
str_general_quarrel| Nel corso degli anni ci siamo trovati su fronti opposti in vari argomenti, e una barriera si è alzata tra di noi.
str_the_steppes|le steppe
str_the_deserts|i deserti
str_the_tundra|la tundra
str_the_forests|Banditi delle foreste
str_the_highlands|Banditi delle montagne
str_the_coast|la costa
str_my_lady_not_sufficient_chemistry|{Mio signore/Mia signora}, ci sono altr{i corteggiatori/e fanciulle} che hanno catturato il mio cuore.
str_my_lady_engaged_to_another|{Mio signore/Mia signora}, a quanto mi risulta, voi siete fidanzat{o/a} ad un altro.
str_attempting_to_rejoin_party|Tentando di riunirsi alla Compagnia,
str_separated_from_party|Separato dalla Compagnia,
str_leading_party|guidando la Compagnia
str_court_disbanded|Poiché non governi più un regno indipendente, la tua corte è stata sciolta.
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| Non sto accompagnando il Comandante in Capo, perché sospetto che il nostro sovrano a breve ne nominerà un altro al suo posto.
str_persuasion_opportunity|Opportunità di Persuadere.^Livello di relazione necessario per un successo automatico: {reg4}^Livello di relazione corrente: {reg5}^Possibilità di successo: {reg7}^Possibilità di perdere {reg9} punto(i) di relazione: {reg8}
str_marshal_warning|Non stai seguendo {s1}. Tuttavia, non subirai alcuna punizione.
str_follow_army_quest_brief_2|La tua missione è completata. Puoi continuare a seguire l'armata di {s9}, se vuoi che ti vengano assegnati altri compiti.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world|Sono contento di vedervi. Confido che stiate avendo un certo successo là fuori, rendendo famoso il vostro nome nel mondo.
str_minister_advice_select_fief|Potrei suggerirvi di scegliere {s4}, visto che i vassalli stavano facendo congetture su come potreste assegnarlo.
str_minister_advice_select_fief_wait|Posso suggerire che aspettiate prima di nominare un Comandante in Capo, il che darebbe tempo ai vassalli di decidere chi desiderano sostenere?
str_minister_advice_fief_leading_vassal|{s4}, comunque, ha già ricevuto il supporto di {reg4} vostri vassalli.
str_unassigned_center| (non assegnato)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} Inoltre, dato che voi siete il sovrano del vostro regno, dovreste sapere che questo attacco rappresenta una dichiarazione di guerra.
str_missing_after_battle|Disperso dopo la battaglia
str_retrieve_garrison_warning|(Le truppe non potranno essere recuperate se la fortezza sarà assegnata ad un altro)
str_s12s15_declared_war_to_control_calradia|{s12}{s15} potrebbe attaccare {s16} senza pretesto, nel tentativo di estendere il controllo su tutto il mondo.
str_offer_gift_description| migliorare la mia posizione con l'offerta di un dono.
str_resolve_dispute_description|migliorare la mia posizione ponendo fine ad una disputa.
str_feast_wedding_opportunity|Se la vostra fidanzata e la sua famiglia sono presenti, allora questa potrebbe essere per voi l'occasione per celebrare le nozze.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. Il {s8} ha dichiarato guerra con un piccolo pretesto, come parte di un tentativo di conquistare tutto il mondo.
str_master_vinter|Capocantiere
str_s54_has_left_the_realm|{s54} ha lasciato il regno.
str_enterprise_s5_at_s0|Guadagno netto da {s5} a {s0}
str_bread_site|mulino
str_ale_site|fabbrica di birra
str_oil_site|pressa di olio
str_wine_site|torchio
str_tool_site|fucina
str_leather_site|conceria
str_linen_site|fabbrica di tessuti di lino
str_wool_cloth_site|fabbrica di tessuti di lana
str_velvet_site|tintoria
str_under_sequestration|Sotto sequestro
str_describe_secondary_input| In più, avrete anche bisogno di comprare {s11} che costano {reg10} denari.
str_profit|profitto
str_loss|perdita
str_server_name_s0|Server Name: {s0}
str_map_name_s0|Map Name: {s0}
str_game_type_s0|Game Type: {s0}
str_remaining_time_s0reg0_s1reg1|Remaining Time: {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|Tu sei {un lord/una Lady} del {s8}.^{s9}
str_you_are_king_queen_of_s8_s9|Tu sei {il Re/la Regina} del {s8}.^{s9}
str_for_s4| per {s4}
str_cancel_fiancee_quest| Inoltre, per favore, dovreste considerare che c'erano altri compiti che vi avevo chiesto di completare. Non è giusto per me commissionarvi altri impieghi.
str_a_duel_request_is_sent_to_s0|Una richiesta di duello è stata inviata a {s0}.
str_s0_offers_a_duel_with_you|{s0} si offre per duellare con te.
str_your_duel_with_s0_is_cancelled|Il duello con {s0} è stato annullato.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|Un duello fra te e {s0} avrà inizio fra 3 secondi.
str_you_have_lost_a_duel|Hai perso un duello.
str_you_have_won_a_duel|Hai vinto un duello!
str_server_s0|[SERVER]: {s0}
str_disallow_ranged_weapons|Non consentire le armi a distanza
str_ranged_weapons_are_disallowed|Armi a distanza non consentite.
str_ranged_weapons_are_allowed|Armi a distanza consentite.
str_duel_starts_in_reg0_seconds|Il duello avrà inizio tra {reg0} secondi...
str_none|nessuno
str_item_pool_no_items|Attualmente non ci sono articoli nell'inventario.
str_item_pool_one_item|E' rimansto un oggetto nell'inventario.
str_item_pool_many_items|Sono rimasti {reg20} oggetti nell'inventario.
str_item_pool_abandon|Lascia raccogliere ai tuoi compagni tutti gli oggetti rimasti e continua.
str_item_pool_leave|Fatto.
str_hero_not_upgrading_armor|non migliorare la mia armatura
str_hero_upgrading_armor|Migliora la mia armatura
str_hero_not_upgrading_horse|Non migliorare la mia cavalcatura
str_hero_upgrading_horse|Migliora la mia cavalcatura
str_hero_wpn_slot_none|Tenere corrente ({s10})
str_hero_wpn_slot_horse|Cavallo
str_hero_wpn_slot_one_handed|Armi 1 mano
str_hero_wpn_slot_two_handed|Armi 2 mani
str_hero_wpn_slot_polearm_all|Arma con Asta
str_hero_wpn_slot_arrows|Frecce
str_hero_wpn_slot_bolts|Quadrelli
str_hero_wpn_slot_shield|Scudo
str_hero_wpn_slot_bow|Arco
str_hero_wpn_slot_crossbow|Balestra
str_hero_wpn_slot_throwing|Armi da lancio.
str_hero_wpn_slot_goods|Beni
str_hero_wpn_slot_head_armor|Armatura della testa
str_hero_wpn_slot_body_armor|Armatura del corpo
str_hero_wpn_slot_foot_armor|Armatura delle ganbe
str_hero_wpn_slot_hand_armor|Armatura delle mani
str_hero_wpn_slot_pistol|Pistola
str_hero_wpn_slot_musket|Moschetto
str_hero_wpn_slot_bullets|Proiettili
str_hero_wpn_slot_animal|Animale
str_hero_wpn_slot_book|Libro
str_one_handed_weapon|Arma a una mano.
str_two_handed_weapon|Arma a due mani
str_polearm|Arma con Asta
str_archery|Tiro con l'arco
str_crossbow|Balestra
str_throwing|Forza lancio
str_firearms|armi da fuoco
str_level_d|D
str_level_c|C
str_level_b|B
str_level_a|A
str_level_s|S
str_imod_plain| 
str_imod_cracked|Rotto
str_imod_rusty|Arrugginito
str_imod_bent|Incurvato
str_imod_chipped|Scheggiato
str_imod_battered|Malandato
str_imod_poor|Povero
str_imod_crude|Rozzo
str_imod_old|Vecchio
str_imod_cheap|Economico
str_imod_fine|Fine 
str_imod_well_made|Ben fatto
str_imod_sharp|Affilato
str_imod_balanced|bilanciato
str_imod_tempered|Moderato
str_imod_deadly|Mortale
str_imod_exquisite|Squisito
str_imod_masterwork|Capolavoro
str_imod_heavy|Pesante
str_imod_strong|Forte
str_imod_powerful|Potente
str_imod_tattered|Malandato
