qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
; qstr_As_war_begins_to_tear|As war begins to tear the land apart and many march off to war the desire to join them becomes ever pressing.  As a {s13} of honor you feel duty bound to join the armies of your home and protect the region you call home.
qstr_a_a_bard|un bardo
qstr_a_blacksmith|un fabbro
qstr_{s1}^^_You_started_to_|{s10}^^  Hai cominciato a conoscere il mondo da quando hai imparato a camminare e parlare.
qstr_{s1}^^_Then_as_a_youn|{s11}^^  Quindi, crescendo, la vita di sempre è cambiata
qstr_{s1}.|{s1}.
qstr_{s1}{s3}|{s1}{s3}
; qstr_^{s1}^^_As_a_{s3}_{s2|^{s1}^^ As a {s3} {s2} you {s4}
; qstr_The_woman_was_clearly_|The woman was clearly mad! All she did was spit on it!
; qstr_The_woman_was_clearly_a|The woman was clearly an amateur! All she did was make you drink mud!
qstr_You_have_severe_diar|Hai una forte diarrea.
qstr_{s1}^^_You_started_to_l|{s1}^^  Hai cominciato a conoscere il mondo da quando hai imparato a camminare e parlare. Hai passato la tua giovane età a {s2}. {s3}
qstr_{s1}^^_But_soon_everyt|{s1}^^ Ma presto le cose cambiano ancora, e decidi di mettere in gioco la tua vita verso l'avventura. {s3}
; qstr_He_served_Old_Lord_W|He served Old Lord Whent, as a sworn sword, never improving his own, or his familys, lot in life.
qstr_Your_father_and_your|Tuo padre e la tua famiglia viaggiate di paese in paese, vendendo lana, vestiti e tinture.
qstr_He_served_Old_Lord_Wh|Ha servito il Vecchio Lord Whent come guardia, una vita noiosa e prevedibile.
; qstr_Your_family_lived_in|Your family lived in the woods, doing the odd job for the local lord, and even dabbling in some poaching from time to time.
; qstr_He_spent_his_nights_|He spent his nights in taverns, singing of Jonquil and Florian, deftly playing his lute.
; qstr_Living_a_hard_life_y|Living a hard life, your father spent most of his time avoiding the local lords men, never improving your familys lot in life.
; qstr_The_son_of_a_landles|The son of a landless knight himself, your father served a minor lord as a septon, spending his nights getting drunk and whoring.
qstr__You_were_born_years_a|Sei nato anni fa. Tuo padre era {s2}. {s3}
; qstr_As_a_{s12}_growing_out_of_chi|As a {s12} growing out of childhood, you attached yourself to a troupe of wandering entertainers, going from town to town setting up mummer's shows. It was a life of hard work, selling, begging and stealing your living from the villagers who flocked to watch your antics. Over time you became a performer well capable of attracting a crowd.
; qstr_As_a_{s12}_growing_out_of_chil|As a {s12} growing out of childhood, you spent much of your life at the court of the new Lord Whent, inserting yourself into the tightly-knit circles of nobility.  With the years you became more and more involved with the politics and intrigue demanded of a high-born {s13}.  You could not afford to remain a stranger to backstabbing and gossip, even if you wanted to.
; qstr_You_signed_on_with_a|You signed on with a sellsword company and travelled far from your home. The life you found was rough and ready, marching to the beat of strange drums and learning unusual ways of fighting. There were men who taught you how to wield any weapon you desired, and plenty of battles to hone your skills. You were one of the charmed few who survived through every campaign in which you marched.
; qstr_You_joined_the_tight|You joined the tightly-knit circle of women at court, ladies who all did proper ladylike things, the wives and mistresses of noble men as well as maidens who had yet to find a husband. However, even here you found politics at work as the ladies schemed for prominence and fought each other bitterly to catch the eye of whatever unmarried man was in fashion at court. You soon learned ways of turning these situations and goings-on to your advantage. With it came the realisation that you yourself could wield great influence in the world, if only you applied yourself with a little bit of subtlety.
; qstr_You_set_out_on_your_|You set out on your own with nothing except the lute slung over your back and your own voice. It was a poor existence, with many a hungry night when people failed to appreciate your play, but you managed to survive on your music alone. As the years went by you became adept at playing the drunken crowds in your taverns, and even better at talking anyone out of anything you wanted.
; qstr_You_found_yourself_a|You found yourself as an acolyte in the Citadel of Oldtown, where you studied economy, philosophy, and medicine.  But not all your lessons were learned in the lecture halls.  You may or may not have joined in with your fellows as they roamed the alleys in search of wine, women, and a good fight. However, you certainly were able to observe how a broken jaw is set, or how an angry townsman can be persuaded to set down his club and accept cash compensation for the destruction of his shop.
; qstr_Heeding_the_call_of_|Heeding the call of the open road, you travelled from village to village buying and selling what you could. It was not a rich existence, but you became a master at haggling even the most miserly elders into giving you a good price. Soon, you knew, you would be well-placed to start your own trading kingdom...
; qstr_You_pursued_a_career|You pursued a career as a smith, crafting items of function and beauty out of simple metal. As time wore on you became a master of your trade, and fine work started to fetch fine prices. With food in your belly and logs on your fire, you could take pride in your work and your growing reputation.
; qstr_Dissatisfied_with_co|Dissatisfied with common men's desperate scrabble for coin, you took to Lord Whents own forests and decided to help yourself to its bounty, laws be damned. You hunted stags, boars and aurochs and sold the precious meat under the table. You cut down trees right under the guardsmens noses and turned them into firewood that warmed many freezing homes during winter. All for a few silvers, of course.
; qstr_You_packed_your_few_|You packed your few belongings and went out into the world to spread the the message of the Seven-Pointed Star. You preached to anyone who would listen, and impressed many with the passion of your sermons. Though you had taken a vow to remain in poverty through your itinerant years, you never lacked for food, drink or shelter; the hospitality of the peasantry was always generous to a rising {s13} of the Seven.
; qstr_Dissatisfied_with_a_|Dissatisfied with a simple life of laboring for coin, you took to your local streets intent on helping yourself to what you needed in order to survive.  You shun the standard laws of man and have chosen to live by whatever rules allow you to avoid the headsman's block.
; qstr_You_found_work_as_a_|You found work as a day laborer, breaking your back in the fields of a local farmer. Though hard work, you where rewarded with food and a place to sleep, and each day you put on more muscle as you hauled straw and rocks.
; qstr_You_became_part_of_a|You became part of a band of outlaws and grew adept at the art of ambush. You learned how to wield, with some facility, whatever weapon your prey bequeathed to you. When times were good, you caroused and feasted like a king. When pickings were slim, you lived off the land or perfomed quick raids on small villages. You prided yourself on your adaptability and capacity for violence.
; qstr_You_found_work_at_Lo|You found work at Lord Whents court, taking care of the great destriers of the lords, knights and ladies, shooing the plowhorses of the wealthy farmers and training the coursers stabled in the great stable.
; qstr_He_served_Old_Lord_Whe|He served Old Lord Whent, as a sworn sword, never improving his own or his familys lot in life.
; qstr_The_son_of_a_landless|The son of a landless knight himself, your father served a minor lord, spending his nights getting drunk and whoring.
qstr_Return_to_the_tavern|Ritorna alla taverna e cerca Gueren.
qstr_Travel_to_Castle_Bla|Viaggia a Castle Black.
qstr_Orphan_Maker_is_the_|Orphan-Maker è l'ncestrale spada d'acciaio Valyrian della Casata Roxton.^Bold Jon Roxton la usò per uccidere uno dei Traditori, Hard Hugh Hammer.
; qstr_Magister_Illyrio_task|Magister Illyrio tasked you with seeking out his acquintance in Meereen. Seek out Bayle Neres in Volantis to board a ship heading for Slaver's Bay, then talk to Belandra Kheranes in Meereen.
qstr_You_ve_lost_5_streng|Hai perso 5 di forza.
qstr_But_who_did_this?!|Ma chi ha fatto questo?!
qstr_The_young_bard_prefe|Il giovane bardo ha preferito fuggire piuttosto che duellare con te!
qstr_You_roasted_the_onio|Arrostisci le cipolle al fuoco, sono molto buone.
qstr_Your_stomach_grumble|Il tuo stomaco brontola.
qstr_You_roasted_the_turn|Arrostisci le rape al fuoco, sono molto buone.
qstr_You_roasted_the_radd|Arrostisci le radici al fuoco, sono molto buone.
qstr_You_managed_to_catch|Riesci a prendere un grosso pesce, e lo affumichi al fuoco.
qstr_The_fish_got_away!|Il pesce è scappato!
; qstr_You_re_soaked_and_sh|You're soaked and shivering, and all you managed to do was scrabe your knuckles on a rock. It'll be a long while before you're dry again.
; qstr_The_line_broke!.|The line broke!.
qstr_Using_your_mighty_ha|Usando le tue possenti mani, riesci a catturare cinque bei  pesci!
qstr_All_you_got_was_a_ro|Tutto quello che ottenni è una roccia!
qstr_The_farmers_family_w|La famiglia degli agricoltori è stata pagata.
qstr_It_is_common_knowledge|E' noto che la gru è il simbolo del Guerriero. I tuoi uomini sono impressionati dalla vostra conoscenza del mondo, e ringraziano gli Dei di essere dalla vostra parte.
qstr_The_mushrooms_were_reall|I funghi erano davvero buoni. Ma ora hai la diarrea e stai molto male.
qstr_The_child_s_eyes_foll|Gli occhi del bambino ti seguono tristemente.
; qstr_The_people_of_Volanti|The people of Volantis hear of your piousness.
qstr_Blood_and_death_everyw|Sangue e morte sono ovunque. I sacerdoti non resistono e gli porti via tutto il loro oro.
qstr_The_brothers_bless_yo|I fratelli vi benedicono, e potete continuare sulla vostra strada.
qstr_The_septon_bless_you_|Il septon vi benedice e potete continuare sulla vostra strada.
qstr_The_sheep_were_devou|Le pecore furono divorate sul posto.
; qstr_With_the_blood_of_the|With the blood of the mummers covering your weapon, you welcome the easy victory.
; qstr_Your_soldiers_get_a_kic|Your soldiers get a kick out of harassing the helpless mummers.
qstr_The_widow_is_gratefu|La vedova ti è grata.
qstr_It_was_a_magnificent|E' stato un magnifico funerale.
qstr_You_fried_the_eggs_o|Cuoci le uova su una roccia, sono molto buone!
qstr_When_you_cracked_the|Quando le apri, ti accorgi che sono piene di vermi!
qstr_When_you_cracked_them|Quando spacchi le uova,  ti rendi conto che non sono uova di oche. Sono uova di serpente!
qstr_A_wise_decision!|Una saggia decisione!
qstr_A_stupid_decision!|Una decisione stupida!
qstr_When_you_crached_ope|Quando hai rotto le uova, scopri che sono molto vecchie. La puzza di uova marce ti segiurà per ore.
qstr_The_apples_were_very|Le mele erano molto gustose!
qstr_The_berries_were_ver|Le bacche erano molto buone!
qstr_The_berries_were_very|Le bacche erano molto buone! Ma ti senti debole, e c'è sangue nelle urine!
qstr_You_were_so_focused_|Ti distrai mentre raccogli le bacche, inciampi su una roccia e ti ferisci la mano!
qstr_The_berries_tasted_h|Le bacche hanno un sapore disgustoso! ed ora hai i crampi allo stomaco!
qstr_The_nest_was_empty!|Il nido era vuoto!
qstr_Your_retinue_thoroug|Il tuo seguito ha apprezzato molto la festa.
qstr_Your_men_sing_songs_|I tuoi uomini cantano canzoni per elogiare la vostra grandezza!
qstr_The_preparations_are|I preparativi sono terminati.
; qstr_The_cook_served_gril|The cook served grilled snake, with a fiery mustard sauce and spun sugar bowls, filled with custard. It was delicious!
qstr_Your_courtier_hands_|Il tuo cortigiano vi porge la cena. che consiste in una pagnotta e metà mela.
; qstr_The_cook_served_roas|The cook served roasted goat on a bed of sliced onions, washed down with pale green Volantene liquor. It was delicious!
qstr_Your_courtier_hands_y|Il vostro cortigiano vi porge la cena. Che consiste in mezza cipolla.
; qstr_The_cook_served_hone|The cook served honeyed lamb, fragrant with crushed mint, with a side of small green figs and honeyed locusts. It was delicious!
qstr_Your_courtier_hands_yo|Il tuo cortigiano si porge la vostra cena. Che consiste in una rapa marinata.
qstr_You_managed_to_pierc|Sei riuscito a trafiggere il cervo al cuore!
qstr_You_missed_and_the_s|L'hai mancato, e il cervo se la cava!
qstr_You_missed!|L'hai mancato!
qstr_You_missed_and_the_b|L'hai mancato, e l'orso sbrana la tua gamba!
qstr_You_managed_to_pierce|Sei riuscito a perforare l'occhio dell'orso!
qstr_You_missed_and_the_bo|L'hai mancato, il cinghiale tenta di caricarti, ma riesci a fuggire!
qstr_You_managed_to_strik|Sei riuscito a colpire l'enorme bestia in mezzo agli occhi!
qstr_You_ve_gained_1_agil|Hai guadagnato 1 di agilità.
qstr_You_feel_a_serene_ca|Senti la calma e la serenità venire su di te.
qstr_The_local_peasantry_|I locali paesanti sono realmente impressionati.
; qstr_You_can_t_help_but_f|You can't help but feel a certain dread - The Stranger is the aspect of death.
; qstr_The_people_of_King_s|The people of King's Landing are duly impressed.
qstr_The_peasants_are_dul|I paesanti sono realmente impressionati.
qstr_Your_eyes_start_to_h|I tuoi occhi iniziano a farti male.
qstr_You_couldn_t_resist_|Non puoi resistere alla tentazione, e le urla della ragazza echeggiano nella notte.
; qstr_You_re_met_with_a_ro|You're met with a roaring cheer!
; qstr_This_sept_is_cold!_A|This sept is cold! And my knees hurt!
qstr_The_crew_is_horrifie|L'equipaggio è inorridito! Un kraken!
qstr_The_shape_soon_disap|La forma scompare presto.
qstr_One_of_the_fish_hit_|Uno dei pesci ti colpitisce in testa!
qstr_You_managed_to_dodge|Sei riuscito a schivare il pesce!
qstr_It_s_hard_work_but_r|È un lavoro duro, ma gratificante!
qstr_You_slipped_on_the_p|Scivi sulle assi, e ti fai male alle ginocchia!
; qstr_Your_crew_is_too_dru|Your crew is too drunk to care about some cat.
qstr_The_crew_is_close_to|L'equipaggio è vicino all'ammutinamento!
qstr_The_crew_is_still_mu|L'equipaggio sta borbottando.
qstr_The_crew_look_reliev|L'equipaggio cerca sollievo.
qstr_Everyone_knows_the_s|Tutti sanno che lo squalo è presagio di morte!
qstr_The_scorpion_was_cru|Lo scorpione è stato schiacciato!
qstr_The_scorpion_ignores|Lo scorpione ti ignora, e continua la sua corsa attraverso una roccia.
qstr_The_scorpion_dodged_|Lo scorpione ha schivato il tuo pesante stivale! E striscia in un buco.
qstr_The_scorpion_stung_y|Lo scorpione ti ha punto! Ma sembra essere una specie innocua.
qstr_The_snake_was_crushe|Il serpente è rimasto schiacciato sotto il tuo stivale.
qstr_The_snake_didn_t_bit|Il serpente non ti ha morso, ma ha mostrato che siete un codardo.
qstr_The_snake_evaded_you|Il serpente evita il tuo stivale e ti morde! Ti senti debole.
qstr_The_snake_evaded_your|Il serpente evita il tuo stivale e ti morde! Ma sembra essere una specie innocua.
qstr_The_snake_evaded_your_|Il serpente evita il tuo stivale e ti morde! Ti senti un pò debole.
qstr_You_ve_shown_yoursel|Hai dimostrato di essere un codardo!
qstr_You_showed_yourself_|Hai dimostrato di essere un uomo senza paura!
; qstr_But_what_does_it_mea|But what does it mean!
qstr_Victory_will_be_mine|La vittoria sarà mia!
qstr_Delicious_indeed!|Davvero delizioso!
qstr_Delicious!|Delizionso!
qstr_Your_stomach_grumbles|Il tuo stomaco brontola!
qstr_Refreshing!|Rinfrescante!
qstr_You_re_so_thirsty!|Sei molto assetato!
qstr_It_was_empty!|Era vuoto!
qstr_Time_to_look_for_ano|E' tempo di cercare in un'altra roccia.
qstr_You_re_filled_with_a|siete pieno di ambizione!
qstr_A_depressing_song_in|Una canzone davvero deprimente.
; qstr_Praise_the_watchers_|Praise the watchers on the Wall!
qstr_A_joyous_song!|Una canzone gioiosa!
qstr_A_song_for_children!|Una canzone per bambini!
; qstr_I_d_almost_forgotten|I'd almost forgotten what it sounded like...
; qstr_I_wonder_what_happen|I wonder what happened to the Night's King...
qstr_They_both_fled_the_v|Entrambi sono fuggiti dal paese per i boschi, e sono stati dichiarati fuorilegge.
qstr_The_fanatic_shouts_a|Il fanatico vi grida contro, maledicendo la vostra mente pagana!
qstr_Your_courtiers_are_h|I vostri cortigiani sono inorriditi dal vostro sguardo irritato.
qstr_Your_courtiers_are_i|I vostri cortigiani sono in soggezione per la vostra pazienza!
qstr_Your_courtiers_are_ho|I vostri cortigiani sono inorriditi dal vostro sguardo irritato.
qstr_Your_courtiers_are_in|I vostri cortigiani sono in soggezione per la vostra pazienza!
; qstr_The_old_man_starts_t|The old man starts to furiously pleasure himself. What a fool you are.
; qstr_The_old_woman_starts|The old woman starts to furiously pleasure herself. What a fool you are.
qstr_The_man_has_tears_in|L'uomo ha le lacrime agli occhi.
qstr_Foolish_child!|Stupidi bambini!
; qstr_A_faint__plop__was_h|A faint 'plop' was heard when the child hit the ground...
qstr_Foolish_children!|Stupidi bambini!
; qstr_That_ll_teach_them_t|That'll teach them the proper way of the world!
qstr_Your_courtiers_have_|I vostri cortigiani hanno uno sguardo preoccupato.
qstr_Your_courtiers_can_s|I vostri cortigiani possono dormire sonni tranquilli.
qstr_Your_courtiers_are_hor|I vostri cortigiani sono inorriditi. I contadini moriranno di fame!
qstr_Your_courtiers_are_horr|I vostri cortigiani sono inorriditi. La gente penserà che siete pazzo!
qstr_Your_courtiers_roll_|I vostri cortigiani alzano gli occhi. Non avrà alcun effetto!
qstr_Your_courtiers_are_horri|I vostri cortigiani sono inorriditi, ma i contadini vi ameranno.
qstr_Both_nobles_and_peas|Sia i nobili che i paesani si rallegrano della notizia!
qstr_Your_courtiers_are_horrif|I vostri cortigiani sono inorriditi. IQuesto gesto è follia!
qstr_The_peasants_are_out|I paesani sono indignati!
qstr_Your_courtiers_are_horrifi|I vostri cortigiani sono inorriditi. I nobili sono indignati!
qstr_Peasant_and_noble_al|Paesani e nobili sono indignati!
qstr_Your_courtiers_are_ind|I vostri cortigiani sono indifferenti, ma i cittadini sono indignati!
qstr_The_nobles_are_outra|I nobili sono indignati!
qstr_The_peasants_rejoice|I paesani gioiscono!
qstr_The_nobles_rejoice!|I nobili gioiscono!
qstr_Noble_and_peasant_al|Nobili e paesani gioiscono!
qstr_No_one_seems_to_care|Nessuno sembra preoccuparsene.
qstr_Lord_Nestor_Royce_ac|Lord Nestor Royce, che agisce in nome del suo sovrano, Robert Arryn, ti ha dato il compito di sterminare i clan della montagna. Cercate Ser Albar Royce, dovrebbe essere al Bloody Gate.
qstr_Return_to_Lord_Nesto|Ritorna da Lord Nestor Royce e reclama la tua ricompensa.
qstr_Item_added_to_player|Oggetto aggiunto all'inventario del personaggio
qstr_{s9}_asked_you_to_fi|{s9} ti ha chiesto di trovare {reg1} {s14} e portarglieli.
qstr_{s9}_asked_you_to_fin|{s9} ti ha chiesto di trovare {reg1} casse di vino e portargliele.
qstr_{s9}_asked_you_to_de|{s9} ti ha chiesto di affrontare alcuni Usurpatori.
; qstr_{s9}_of_{s4}_asked_y|{s9} of {s4} asked you to hunt down the elite troops which challenge his rule.
qstr_{s9}_asked_you_to_take_|{s9} ti ha chiesto di recapitare una lettera d'amore a {s13}.
qstr_Merchant_{s9}_of_{s4}|Il mercante {s9} di {s4} ti ha chiesto di scacciare i ladri di formaggio che si aggirano nelle vicinanze della città.
; qstr_{s9}_asked_you_to_dea|{s9} asked you to deal with the barflies at {s3}.
qstr_Oh_and_these_fellows|Oh, e questi individui combattono sporco. Prendete questo.
qstr_The_Village_Elder_of|L'anziano del villaggio di {s4} ti ha chiesto di riagguantare i contrabbandieri fuggiti dal villaggio. Ha detto che tutti e tre i gruppi si stanno dirigendo verso {s3}.
qstr_Escort_the_scholars_|Scorta gli studiosi alla città di {s8}.
qstr_Elder_of_{s4}_asked_|L'anziano del villaggio di {s4} ti ha chiesto di pagare il riscatto di un abitante rapito dai banditi. Devi incontrare i banditi vicino {s3} e pagare la quota del riscatto. Dopodichè dovrai portare la donna a {s4}.
qstr_The_Village_Elder_of_|{s9} ti ha chiesto di dare la trovare una ragazza di nome {s4}. Attualmente crede che si trovi a {s3}.
qstr_The_elder_of_the_villag|L'anziano del villaggio di {s3} ti ha chiesto di portare loro {reg5} pacchi di legname.
qstr_{s1}_is_holding_a_we|{s1} si sta celebrando un matrimonio.
qstr_Cannot_leave_now.|Non puoi andartene adesso.
; qstr_^A_wedding_is_taking|^A wedding is taking place here. People are singing and laughing... until they catch sight of you. The wedding party confronts you angrily.
; qstr_Try_as_you_might_you_c|Try as you might, you could not defeat the wedding party. They go back to their feast, laughing and joking, and leave you to lick your wounds.
qstr_^A_wedding_is_taking_|^Qui si sta celebrando un matrimonio. Le persone stanno cantano e ridono... fino a che non venite visto. L'umore della folla si trasforma rapidamente, e gli uomini caricano contro di voi, brandendo mazze e pugnali.
qstr_Merchant_{s9}_of_{s4}_|Il mercante {s9} di {s4} ti ha chiesto di dare la caccia ai ladri di grano nelle vicinanze della città.
qstr_Escort_the_septons_t|Scorta il septon alla città di {s8}.
qstr_The_Village_Elder_of_{|L'anziano del villaggio di {s4} ti ha chiesto di pagare il riscatto di un abitante rapito dai banditi. Devi incontrare i banditi vicino {s3} e pagare la quota del riscatto. Dopodichè dovrai portare la donna a {s4}.
qstr_You_ve_received_a_gi|Hai ricevuto un regalo.
qstr_Defeated___continue.|Sconfitta - continua.
; qstr_Head_to_Duskendale_t|Head to Duskendale to search for the horn.
qstr_Perhaps_someone_in_M|Forse qualcuno in Myr vi ricompenserà per l'invio di un famigerato pirata.
qstr_Return_to_Tyrosh|Ritorna da Tyrosh
qstr_Return_to_Ser_Rodrik|Ritona da Ser Rodrik Cassel
qstr_Return_to_Gerold_in_|Ritorna da Gerold a White Harbor.
; qstr_The_old_man_has_rais|The old man has raised revenants from the ground! Defeat him!
qstr_Defeat_the_clansmen.|Sconfiggi gli uomini del clan.
qstr_Defeat_Ramsay_Snow.|Sconfiggi Ramsay Snow.
qstr_Vargo_Hoat_claimed_to|Vargo Hoat ha affermato di aver dato il corno a un uomo che viaggiava in direzione di Duskendale. Forse lo potrete trovare lì. Ma prima dovrete sconfiggere La Compagnia dei Bravi.
qstr_Defeat_Bloodbeard.|Sconfiggi Bloodbeard.
qstr_Return_to_the_Tatter|Ritorna da Ser Rodrik Cassel e reclama la tua ricompensa.
qstr_Return_to_Ser_Rodrik_|Ritorna da Ser Rodrik Cassel e reclama la tua ricompensa.
; qstr_Magister_Illyrio_taske|Magister Illyrio tasked you with seeking out his acquintance in Meereen. Seek out Bayle Neres in Volantis to board a ship heading towards Slaver's Bay, then talk to Belandra Kheranes in Meereen.
; qstr_Rodgar_was_clearly_m|Rodgar was clearly mad, but it was clear he no longer had the items. He raved about some huge castle, burned and filled with bats. Maybe such a castle lies to the south.
qstr_The_people_of_Weepin|Le persone di Weeping Tower sono rimaste impressionate.
; qstr_This_sept_is_cold!_An|This sept is cold! And the fires have been snuffed out!
; qstr_The_warhorse_was_a_m|The warhorse was a magnificent beast though!
; qstr_The_hammer_looked_po|The hammer looked powerful though.
qstr_Your_men_are_happy_w|I tuoi uomini sono felici della tua decisione.
qstr_Your_men_are_ecstati|I vostrii uomini sono in estasi. Questo inverno sarà mite.
qstr_Your_men_grumble._Yo|I vostri uomini si lamentano. Patiranno la fame questo inverno.
qstr_You_had_a_great_time|Hai assaporato un grande momento.
qstr_The_people_of_Gullto|Le persone di Gulltown sono rimaste impressionate.
qstr_The_people_of_Maiden|Le persone di Maidenpool sono rimaste impressionate.
qstr_Go_north_and_visit_t|Andate a nord, e visitate Nightfort.
; qstr_You_eat_the_strange_|You eat the strange paste. At first, it tastes horrible, but the last bite is delicious.
; qstr_Experience_the_visio|Experience the visions, then return to the stranger.
qstr_Talk_to_Princess_Ari|Parlate con la Principessa Arianne Martell, ora dovrebbe essere a corte, a Sunspear.
qstr_You_hand_the_letter_to|Consegnate la lettera alla Principessa Arianne, Che comincia subito a leggere.
qstr_A_very_valuable_spice_f|Una spezia molto prezioa che proviene dalle Shadow Lands.^I mercanti di Westeros e delle Città Libere pagherebbero bene per averla.
qstr_A_very_valuable_spice_fr|Una spezia molto prezioa che proviene città di Qarth.^I mercanti di Westeros e delle Città Libere pagherebbero bene per averla.
qstr_A_very_valuable_spice_fro|Una spezia molto prezioa che proviene dal porto di Zamettar.^I mercanti di Westeros e delle Città Libere pagherebbero bene per averla.
qstr_A_very_valuable_spice_from|Una spezia molto prezioa che proviene dalla grande isola di Moraq.^I mercanti di Westeros e delle Città Libere pagherebbero bene per averla.
qstr_The_citizens_are_dul|I cittadini sono debitamente impressionati.
; qstr_You_can_t_help_but_fe|You can't help but feel a certain dread - which god is the right one?
; qstr_God_of_Death_turn_aw|God of Death, turn away your gaze!
; qstr_The_scorpion_stung_yo|The scorpion stung you! But it appears to be a harmless species of scorpion...
; qstr_The_local_smallfolk_|The local smallfolk are duly impressed.
qstr_The_people_of_Sunspe|Le persone di Sunspear sono rimaste impressionate.
; qstr_This_sept_is_too_hot|This sept is too hot! And my knees hurt!
; qstr_The_local_smallfolk_a|The local smallfolk are duly impressed, but those knights and lords who worship R'hllor less so.
; qstr_The_men_are_ecstatic|The men are ecstatic. Nothing is more joyous than sailing across the sea!
; qstr_Your_men_are_ecstatic|Your men are ecstatic. Surely the Drowned God will appreciate the gesture.
; qstr_Your_men_grumble._You|Your men grumble. You ought to have made a gesture of faith towards the Drowned God.
qstr_The_men_appreciate_t|Gli uomini apprezzano il gesto.
; qstr_The_men_are_mutinous|The men are mutinous! You've ignored a clear sign from the Drowned God!
qstr_The_storms_have_stil|La tempesta si placa!
; qstr_The_men_are_mutinous!|The men are mutinous! How can you ignore the gods?!
qstr_The_man_lost_a_finge|L'uomo ha perso un dito. Che magra ricompensa!
qstr_The_man_lost_a_finger|L'uomo ha perso un dito, ma si è guadagnato la reputazione di uomo senza paura!
; qstr_The_men_are_mutinous!_|The men are mutinous! How can you ignore such a selfish act!
; qstr_The_stranger_hands_y|The stranger hands you a bowl of weirwood paste. The past is white, but with red streaks, that look oddly blood like. The first spoonful tastes horrible, but the last bite is delicious.
; qstr_You_ve_been_mortally|You've been mortally wounded, but as you fall to the ground, you feel time shift again...
qstr_This_kitchen_is_horr|Questa cucina è orribile. I ratti sono ovunque.
; qstr_You_ve_been_mortally_|You've been mortally wounded, but as the darkness takes you, you feel time slipping...
; qstr_The_madman_lies_dead|The madman lies dead at your feet, but as the last drop of blood hits the floor, you feel time slipping...
; qstr_You_ve_been_mortally_w|You've been mortally wounded, but as you fall to the floor, you feel time shifting...
; qstr_The_madman_drops_dea|The madman drops dead, and as the last drops of blood hit the floor, you feel time starting to shift...
; qstr_The_stranger_hands_yo|The stranger hands you a bowl of weirwood paste. The paste is white, but with red streaks, that look oddly blood like. The first spoonful tastes horrible, but the last bite is delicious.
qstr_You_can_hear_screams|Senti delle urla, ma provengono da ovunque e da nessuna parte allo stesso tempo...
qstr_If_you_do_not_return_|Se non tornate dal vostro comandante in tempo, sarete dichiarato disertore. Se è stato fatto prigioniero, forse sarebbe il momento di dimostrare il vostro valore e salvarlo.
; qstr_Lysa_Tully_acting_on_|Lysa Tully, acting on behalf of her son, Robert Arryn, has tasked you with exterminating the mountain clans. Seek out Ser Albar Royce, he should be at The Bloody Gate.
qstr_A_clay_pot_filled_with_|Un'ampolla di terracotta piena di altofuoco, una sostanza ignea esplosiva fatta^dai piromanti di Approdo del Re.^La sostanza è altamente instabile, e potrebbe facilmente causare danni^agli alleati oltre che ai nemici.
qstr_Return_to_the_castle|Ritorna al castello più tardi e parla con Ser Rodrik Cassel.
; qstr_Search_the_tavern_fo|Search the tavern for the Cairnhall peasant.
; qstr_Search_the_tavern_for|Search the tavern for Tyrion Lannister.
; qstr_Search_the_tavern_for_|Search the tavern for Ser Gilbert Farring.
; qstr_Search_the_tavern_for_M|Search the tavern for Moredo Tendyris.
qstr_Visit_Illyrio_Mopati|Fai visita a Illyrio Mopatis a Pentos.
qstr_Return_later_and_tal|Ritorna più tardi e parla con il bardo.
; qstr_Go_to_Fairmarket_and|Go to Fairmarket and talk to the Elder Brother.
; qstr_Return_to_the_castle_|Return to the castle later, and talk to the Tattered Prince.
qstr_Return_to_the_tavern_|Ritorna alla taverna e cerca Phario Forel.
qstr_A_ruler_should_be_ge|Un sovrano dovrebbe essere generoso, non avaro!
qstr_You_gain_2_right_to_|Guadagni 2 diritto a governare.
qstr_Septon_Garibald_told|Septon Garibald ti ha detto che un agricoltore ha bisogno di aiuto. Lo puoi trovare alla taverna.
qstr_The_merchant_gave_yo|Il commerciante ti ha dato una pesante borsa di monete d'argento, abbastanza per iniziare la tua carriera come mercenario, commerciante o fuorilegge, o iniziare il lungo e faticoso cammino verso la signoria. È possibile mettersi in proprio, o cercare allla città di Weeping Tower persone che potrebbero aver bisogno dei vostri servizi.
qstr_Ser_Clifford_Gower_t|Ser Clifford Gower, il capitano delle guardie, ha bisogno di qualcuno che consegni una lettera. Lo potete trovare al salone del castello.
; qstr_Ser_Clifford_Gower_a|Ser Clifford Gower asked you to deliver a letter, and a gift, to the castellan of Ninestars, where a tourney celebrating the name day of Rowena Templeton is about to take place. Ninestars lies close to Snakewood, in the Vale.
qstr_You_hand_Ser_Alyn_th|Consegni a Ser Alyn la lettera e il dono.
; qstr_Ser_Alyn_Tollett_ask|Ser Alyn Tollett asked you to stay around for the tourney celebrating the name day of Rowena Templeton. Visit the tourney grounds and the merchants camps.
; qstr_You_attacked_Ser_Ray|You attacked Ser Raymun Templeton, and stand accused. Ser Alyn Tollett has advised you to demand a trial by combat.
; qstr_The_trial_by_combat_|The trial by combat is about to start. Defeat Ser Raymun Templeton.
qstr_You_stumble_and_fall|Inciampi e cadi.
qstr_The_men_in_the_cages|L'uomo nela gabbia urla qualcosa ferocemente.
